timestamp,front_cohort_size,front_cohort_center_x,front_cohort_center_y,runtime_forward_x,runtime_forward_y,front_cohort_lateral_variance,front_cohort_baseline,front_cohort_expansion_ratio,front_cohort_variance_rate,front_cohort_expansion_dwell,front_cohort_sustained_marker,boundary_count,boundary_fraction,component_count,largest_component_size,largest_component_fraction,second_component_size,second_component_fraction,min_component_angular_separation,boundary_membership_retention,first_component_split,component_match_collision_count,map_case,phase,evaluation_frontmost_progress,evaluation_front_center_progress,evaluation_entrance_progress,outside_free_space_robot_count,wall_penetration_event_count
18.400000000000002,16,8.881784197001252e-16,38.38044282765946,-7.114423481529657e-17,1.0,536.9247397873902,257.87881245169854,2.082081636264545,54.332946798507464,14.299999999999965,True,24,0.5,1,24,1.0,0,0.0,nan,0.9166666666666666,0,0,M2_T_JUNCTION,JUNCTION_REGION,39.65073855246763,38.38044282765946,-42.0,0,0
18.5,16,-4.440892098500626e-16,38.438227102704424,-7.642142776084627e-17,1.0,542.7057262302101,257.87881245169854,2.104499090369669,57.80986442819881,14.399999999999965,True,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M2_T_JUNCTION,JUNCTION_REGION,39.74512301225315,38.438227102704424,-42.0,0,0
18.6,16,8.881784197001252e-16,38.495966618708145,-7.215479236508648e-17,1.0,548.8250348724068,257.87881245169854,2.128228487073568,61.193086421967564,14.499999999999964,True,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M2_T_JUNCTION,JUNCTION_REGION,39.834433491503084,38.495966618708145,-42.0,0,0
18.7,16,0.0,38.55355955202626,-8.085755644032422e-17,1.0,555.2639757653485,257.87881245169854,2.1531973506716495,64.38940892941673,14.599999999999964,True,26,0.5416666666666666,1,26,1.0,0,0.0,nan,1.0,0,0,M2_T_JUNCTION,JUNCTION_REGION,39.91879302234304,38.55355955202626,-42.0,0,0
18.8,16,8.881784197001252e-16,38.610750902983234,-7.890948136321011e-17,1.0,562.0008293622418,257.87881245169854,2.1793214573124584,67.36853596893297,14.699999999999964,True,26,0.5416666666666666,1,26,1.0,0,0.0,nan,1.0,0,0,M2_T_JUNCTION,JUNCTION_REGION,39.99901871398495,38.610750902983234,-42.0,0,0
18.900000000000002,16,-4.440892098500626e-16,38.667127644723124,1.5076594134612938e-16,1.0,569.0138166141213,257.87881245169854,2.206516352407584,70.12987251879508,14.799999999999963,True,26,0.5416666666666666,1,26,1.0,0,0.0,nan,1.0,0,0,M2_T_JUNCTION,JUNCTION_REGION,40.07606171046356,38.667127644723124,-42.0,0,0
19.0,16,1.7763568394002505e-15,38.722134616575694,1.6455108644018594e-16,1.0,576.281909952279,257.87881245169854,2.2347004954515923,72.68093338157655,14.899999999999963,True,24,0.5,1,24,1.0,0,0.0,nan,0.9230769230769231,0,0,M2_T_JUNCTION,JUNCTION_REGION,40.15082003772072,38.722134616575694,-42.0,0,0
19.1,16,1.3322676295501878e-15,38.77509503846982,1.702973609688356e-16,1.0,583.7849700793455,257.87881245169854,2.263795790469177,75.03060127066533,14.999999999999963,True,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M2_T_JUNCTION,JUNCTION_REGION,40.223629890281615,38.77509503846982,-42.0,0,0
19.200000000000003,16,2.6645352591003757e-15,38.84102171304401,4.068569101755075e-16,1.0,557.8656581335172,257.87881245169854,2.163286129751381,-259.19311945828326,15.099999999999962,True,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M2_T_JUNCTION,JUNCTION_REGION,40.29435149930416,38.84102171304401,-42.0,0,0
19.3,16,1.7763568394002505e-15,38.90836820134418,4.317661961400518e-16,1.0,562.8443807784728,257.87881245169854,2.1825925729508904,49.7872264495561,15.199999999999962,True,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M2_T_JUNCTION,JUNCTION_REGION,40.36245286232451,38.90836820134418,-42.0,0,0
19.400000000000002,16,3.1086244689504383e-15,38.973264596291905,3.6830205341523446e-16,1.0,568.01125598024,257.87881245169854,2.2026286323411317,51.66875201767198,15.299999999999962,True,26,0.5416666666666666,1,26,1.0,0,0.0,nan,1.0,0,0,M2_T_JUNCTION,JUNCTION_REGION,40.42708405805097,38.973264596291905,-42.0,0,0
19.5,16,2.6645352591003757e-15,39.03464578853846,4.0735512308416434e-16,1.0,573.3676938441544,257.87881245169854,2.2233997760151305,53.5643786391438,15.399999999999961,True,26,0.5416666666666666,1,26,1.0,0,0.0,nan,1.0,0,0,M2_T_JUNCTION,JUNCTION_REGION,40.48718058731487,39.03464578853846,-42.0,0,0
19.6,16,3.1086244689504383e-15,39.09167633816389,4.192750331053113e-16,1.0,578.9119764384313,257.87881245169854,2.244899342193393,55.44282594276979,15.499999999999961,True,24,0.5,1,24,1.0,0,0.0,nan,0.9230769230769231,0,0,M2_T_JUNCTION,JUNCTION_REGION,40.5415834735239,39.09167633816389,-42.0,0,0
19.700000000000003,16,2.6645352591003757e-15,39.14389027273364,4.3304198489627063e-16,1.0,584.6407897017668,257.87881245169854,2.2671144796405938,57.28813263335496,15.59999999999996,True,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M2_T_JUNCTION,JUNCTION_REGION,40.58915896469283,39.14389027273364,-42.0,0,0
19.8,16,4.440892098500626e-15,39.191174102627386,4.4311133681466986e-16,1.0,590.5481979684789,257.87881245169854,2.29002217108895,59.07408266712082,15.69999999999996,True,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M2_T_JUNCTION,JUNCTION_REGION,40.628901569303686,39.191174102627386,-42.0,0,0
19.900000000000002,16,3.1086244689504383e-15,39.233871960813175,5.015262573591291e-16,1.0,596.6236304363252,257.87881245169854,2.3135814251823215,60.75432467846326,15.79999999999996,True,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M2_T_JUNCTION,JUNCTION_REGION,40.66004651865637,39.233871960813175,-42.0,0,0
20.0,16,6.217248937900877e-15,39.27262067635573,5.201187705296843e-16,1.0,602.852172233636,257.87881245169854,2.337734405173562,62.28541797310754,15.89999999999996,True,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M2_T_JUNCTION,JUNCTION_REGION,40.68297870615276,39.27262067635573,-42.0,0,0
20.1,16,3.9968028886505635e-15,39.3081112117224,5.0075458870915955e-16,1.0,609.2188982427232,257.87881245169854,2.3624232345836154,63.66726009087188,15.99999999999996,True,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M2_T_JUNCTION,JUNCTION_REGION,40.6989092992099,39.3081112117224,-42.0,0,0
20.200000000000003,16,4.884981308350689e-15,39.34093012321145,4.72242450022347e-16,1.0,615.7073240479812,257.87881245169854,2.3875839903028284,64.88425805257975,16.09999999999996,True,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M2_T_JUNCTION,JUNCTION_REGION,40.70975534918939,39.34093012321145,-42.0,0,0
20.3,16,4.440892098500626e-15,39.371485623092404,2.07162884354488e-16,1.0,622.3002991223777,257.87881245169854,2.4131501661810097,65.92975074396577,16.19999999999996,True,24,0.5,1,24,1.0,0,0.0,nan,1.0,0,0,M2_T_JUNCTION,JUNCTION_REGION,40.717218080479086,39.371485623092404,-42.0,0,0
