anchor_elected,anchor_robot_id,activation_timestamp,release_timestamp,observation_frame_count,maximum_detected_branch_count,final_detected_branch_count,branch_count_change_count,existing_detector_final_branch_count,shadow_detector_final_branch_count,count_match,maximum_anchor_position_drift,anchor_connected_before_election,anchor_connected_at_end,maximum_nearby_contact_count,existing_done_reached,shadow_enabled,control_unchanged,range_input_unit
False,,,,0,0,0,0,0,0,True,0.0,False,,0,False,True,True,pygame_world_unit
