map_case,noise_model,frame,timestamp,alpha,threshold,opening_count,junction_detected,anchor_mode
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,6,0.11666666666666665,0.95,140.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,12,0.21666666666666665,0.05,109.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,12,0.21666666666666665,0.1,111.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,12,0.21666666666666665,0.15,112.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,12,0.21666666666666665,0.2,114.5,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,12,0.21666666666666665,0.25,116.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,12,0.21666666666666665,0.3,118.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,12,0.21666666666666665,0.35,119.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,12,0.21666666666666665,0.4,121.5,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,12,0.21666666666666665,0.45,123.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,12,0.21666666666666665,0.5,125.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,12,0.21666666666666665,0.55,126.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,12,0.21666666666666665,0.6,128.5,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,12,0.21666666666666665,0.65,130.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,12,0.21666666666666665,0.7,132.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,12,0.21666666666666665,0.75,133.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,12,0.21666666666666665,0.8,135.5,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,12,0.21666666666666665,0.85,137.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,12,0.21666666666666665,0.9,139.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,12,0.21666666666666665,0.95,140.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,18,0.31666666666666665,0.05,109.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,18,0.31666666666666665,0.1,111.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,18,0.31666666666666665,0.15,112.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,18,0.31666666666666665,0.2,114.5,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,18,0.31666666666666665,0.25,116.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,18,0.31666666666666665,0.3,118.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,18,0.31666666666666665,0.35,119.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,18,0.31666666666666665,0.4,121.5,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,18,0.31666666666666665,0.45,123.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,18,0.31666666666666665,0.5,125.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,18,0.31666666666666665,0.55,126.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,18,0.31666666666666665,0.6,128.5,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,18,0.31666666666666665,0.65,130.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,18,0.31666666666666665,0.7,132.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,18,0.31666666666666665,0.75,133.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,18,0.31666666666666665,0.8,135.5,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,18,0.31666666666666665,0.85,137.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,18,0.31666666666666665,0.9,139.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,18,0.31666666666666665,0.95,140.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,24,0.41666666666666663,0.05,109.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,24,0.41666666666666663,0.1,111.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,24,0.41666666666666663,0.15,112.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,24,0.41666666666666663,0.2,114.5,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,24,0.41666666666666663,0.25,116.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,24,0.41666666666666663,0.3,118.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,24,0.41666666666666663,0.35,119.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,24,0.41666666666666663,0.4,121.5,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,24,0.41666666666666663,0.45,123.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,24,0.41666666666666663,0.5,125.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,24,0.41666666666666663,0.55,126.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,24,0.41666666666666663,0.6,128.5,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,24,0.41666666666666663,0.65,130.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,24,0.41666666666666663,0.7,132.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,24,0.41666666666666663,0.75,133.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,24,0.41666666666666663,0.8,135.5,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,24,0.41666666666666663,0.85,137.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,24,0.41666666666666663,0.9,139.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,24,0.41666666666666663,0.95,140.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,30,0.5166666666666666,0.05,109.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,30,0.5166666666666666,0.1,111.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,30,0.5166666666666666,0.15,112.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,30,0.5166666666666666,0.2,114.5,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,30,0.5166666666666666,0.25,116.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,30,0.5166666666666666,0.3,118.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,30,0.5166666666666666,0.35,119.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,30,0.5166666666666666,0.4,121.5,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,30,0.5166666666666666,0.45,123.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,30,0.5166666666666666,0.5,125.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,30,0.5166666666666666,0.55,126.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,30,0.5166666666666666,0.6,128.5,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,30,0.5166666666666666,0.65,130.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,30,0.5166666666666666,0.7,132.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,30,0.5166666666666666,0.75,133.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,30,0.5166666666666666,0.8,135.5,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,30,0.5166666666666666,0.85,137.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,30,0.5166666666666666,0.9,139.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,30,0.5166666666666666,0.95,140.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,36,0.6166666666666669,0.05,109.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,36,0.6166666666666669,0.1,111.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,36,0.6166666666666669,0.15,112.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,36,0.6166666666666669,0.2,114.5,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,36,0.6166666666666669,0.25,116.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,36,0.6166666666666669,0.3,118.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,36,0.6166666666666669,0.35,119.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,36,0.6166666666666669,0.4,121.5,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,36,0.6166666666666669,0.45,123.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,36,0.6166666666666669,0.5,125.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,36,0.6166666666666669,0.55,126.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,36,0.6166666666666669,0.6,128.5,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,36,0.6166666666666669,0.65,130.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,36,0.6166666666666669,0.7,132.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,36,0.6166666666666669,0.75,133.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,36,0.6166666666666669,0.8,135.5,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,36,0.6166666666666669,0.85,137.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,36,0.6166666666666669,0.9,139.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,36,0.6166666666666669,0.95,140.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,42,0.7166666666666672,0.05,109.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,42,0.7166666666666672,0.1,111.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,42,0.7166666666666672,0.15,112.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,42,0.7166666666666672,0.2,114.5,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,42,0.7166666666666672,0.25,116.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,42,0.7166666666666672,0.3,118.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,42,0.7166666666666672,0.35,119.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,42,0.7166666666666672,0.4,121.5,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,42,0.7166666666666672,0.45,123.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,42,0.7166666666666672,0.5,125.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,42,0.7166666666666672,0.55,126.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,42,0.7166666666666672,0.6,128.5,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,42,0.7166666666666672,0.65,130.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,42,0.7166666666666672,0.7,132.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,42,0.7166666666666672,0.75,133.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,42,0.7166666666666672,0.8,135.5,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,42,0.7166666666666672,0.85,137.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,42,0.7166666666666672,0.9,139.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,42,0.7166666666666672,0.95,140.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,48,0.8166666666666675,0.05,109.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,48,0.8166666666666675,0.1,111.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,48,0.8166666666666675,0.15,112.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,48,0.8166666666666675,0.2,114.5,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,48,0.8166666666666675,0.25,116.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,48,0.8166666666666675,0.3,118.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,48,0.8166666666666675,0.35,119.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,48,0.8166666666666675,0.4,121.5,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,48,0.8166666666666675,0.45,123.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,48,0.8166666666666675,0.5,125.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,48,0.8166666666666675,0.55,126.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,48,0.8166666666666675,0.6,128.5,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,48,0.8166666666666675,0.65,130.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,48,0.8166666666666675,0.7,132.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,48,0.8166666666666675,0.75,133.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,48,0.8166666666666675,0.8,135.5,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,48,0.8166666666666675,0.85,137.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,48,0.8166666666666675,0.9,139.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,48,0.8166666666666675,0.95,140.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,54,0.9166666666666679,0.05,109.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,54,0.9166666666666679,0.1,111.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,54,0.9166666666666679,0.15,112.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,54,0.9166666666666679,0.2,114.5,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,54,0.9166666666666679,0.25,116.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,54,0.9166666666666679,0.3,118.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,54,0.9166666666666679,0.35,119.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,54,0.9166666666666679,0.4,121.5,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,54,0.9166666666666679,0.45,123.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,54,0.9166666666666679,0.5,125.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,54,0.9166666666666679,0.55,126.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,54,0.9166666666666679,0.6,128.5,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,54,0.9166666666666679,0.65,130.25,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,54,0.9166666666666679,0.7,132.0,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,54,0.9166666666666679,0.75,133.75,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,54,0.9166666666666679,0.8,135.5,2,False,CLOSED_LOOP_ANCHOR_STOP
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,54,0.9166666666666679,0.85,137.25,2,False,CLOSED_LOOP_ANCHOR_STOP
