map_case,noise_model,threshold_mode,physics_frames,sample_count,worst_wall_range,tau,w_tau_lower_bound,w_tau_upper_bound,threshold_interval_valid,threshold_alpha,w_tau_selected_threshold,representative_threshold_only,interval_threshold_count,interval_junction_outcome_stable,interval_opening_count_outcome_stable,interval_junction_stable_frame_fraction,interval_opening_stable_frame_fraction,first_open_support_frame,first_opening_frame,first_detection_frame,first_detection_time,first_evidence_frame,first_evidence_time,junction_confirmed,confirmation_frame,confirmation_time,system_state,frozen55_first_detection_frame,w_tau_first_detection_frame,max_opening_count,max_frozen55_openings,max_w_tau_openings,false_positive,anchor_stop_on_detect,anchor_fixed,anchor_fix_frame,anchor_fix_time,anchor_fix_x_eval_only,anchor_fix_y_eval_only,post_fix_max_position_drift,post_fix_max_normal_motion,deterministic_replay,movement_trajectory_equivalent,lidar_scan_equivalent,movement_altered,adaptive_output_fed_back,detector_input_fields,runtime_gt_map_used
M1_PRE_CORRIDOR_55PCT,truncated-gaussian,w-tau,177,30,100.0,7.5,107.5,142.5,True,0.5,125.0,True,19,False,False,0.7333333333333333,0.7333333333333333,0,0,150,2.5166666666666626,150,2.5166666666666626,True,150,2.5166666666666626,FIXED_ANCHOR,,150,4,2,4,False,True,True,150,2.5166666666666626,-1.761853853879204,-72.63658904805315,0.0,18.04874769945869,False,False,False,True,True,"angles_deg,measured_ranges,Rmax,calibrated_W,tau,smoothing_window",False
