experiment_id,diagnostic_scope,source_viewpoint_count,valid_viewpoint_count,analyzed_valid_nonforward_viewpoint_count,analyzed_forward_reference_count,left_complete_viewpoint_count,right_complete_viewpoint_count,both_complete_viewpoint_count,minimum_observed_left_complete,minimum_observed_left_complete_distance_W,minimum_observed_right_complete,minimum_observed_right_complete_distance_W,minimum_observed_both_complete,minimum_observed_both_complete_distance_W,complementary_pair_count,best_complementary_left,best_complementary_right,maximum_false_accepted_gap_count,complete_viewpoints_with_false_gap_count,left_far_boundary_visible_viewpoint_count,left_far_boundary_visible_lateral_signs,right_far_boundary_visible_viewpoint_count,right_far_boundary_visible_lateral_signs,A0_equivalent_to_EXP033,deterministic_replay,source_scan_summary_consistent,viewpoint_validity_consistent,local_transform_sane,topology_state_self_check,M0_negative_passed,movement_feasibility_proven,single_view_observability_diagnostic_complete
EXP-035,FINAL_SINGLE_VIEW_NONFORWARD_OBSERVABILITY,135,90,81,9,2,3,0,F+0.700_L-0.100,0.7071067811865475,F+0.700_L+0.100,0.7071067811865475,,,6,F+0.700_L-0.100,F+0.700_L+0.100,2,5,2,[-1],3,[1],True,True,True,True,True,True,True,False,True
