viewpoint_id,grid_stage,forward_ratio_W,lateral_ratio_W,distance_ratio_W,direction_class,viewpoint_geometry_valid,movement_feasibility_proven,left_topology,right_topology,both_side_complete,left_observed_mouth_boundary_count_eval,right_observed_mouth_boundary_count_eval,left_near_boundary_visible_eval,left_far_boundary_visible_eval,left_near_endpoint_error_eval,left_far_endpoint_error_eval,right_near_boundary_visible_eval,right_far_boundary_visible_eval,right_near_endpoint_error_eval,right_far_endpoint_error_eval,left_valid_endpoint_pair,right_valid_endpoint_pair,left_valid_gap,right_valid_gap,left_gt_match_eval,right_gt_match_eval,forward_topology,incoming_topology,wall_segment_count,valid_termination_count,accepted_gap_count,incoming_true_gap_count,side_true_gap_count,false_accepted_gap_count,angular_detector_outgoing_match_eval
F+0.300_L-0.300,COARSE_0.10W,0.3,-0.3,0.4242640687119285,FORWARD_LOCAL_RIGHT,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,7.422295489827223,87.1707063201328,True,False,4.2871916146289974,83.8159638199774,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,2,3,1,1,0,0,1
F+0.300_L-0.200,COARSE_0.10W,0.3,-0.2,0.3605551275463989,FORWARD_LOCAL_RIGHT,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,4.986808921880598,84.59182567245554,True,False,3.5944241171427898,83.01071438041262,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,2,3,1,1,0,0,1
F+0.300_L-0.100,COARSE_0.10W,0.3,-0.1,0.31622776601683794,FORWARD_LOCAL_RIGHT,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,4.688995714951952,84.26480875972516,True,False,3.863423676317416,83.3294610469329,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,2,2,1,1,0,0,1
F+0.300_L+0.000,COARSE_0.10W,0.3,0.0,0.3,FORWARD_CENTERLINE,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,5.61281498492048,85.26785497760025,True,False,5.430537183865578,85.07234757658715,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,2,2,1,1,0,0,1
F+0.300_L+0.100,COARSE_0.10W,0.3,0.1,0.31622776601683794,FORWARD_LOCAL_LEFT,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,4.536750700522849,84.09589905973009,True,False,5.02346371841042,84.63180041157513,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,2,3,1,1,0,0,1
F+0.300_L+0.200,COARSE_0.10W,0.3,0.2,0.3605551275463989,FORWARD_LOCAL_LEFT,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,4.644960547353135,84.21608508035077,True,False,6.1455628353116385,85.83432292976349,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,2,2,1,1,0,0,1
F+0.300_L+0.300,COARSE_0.10W,0.3,0.3,0.4242640687119285,FORWARD_LOCAL_LEFT,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,3.1147412926657263,82.41207698812418,True,False,3.021192351471673,82.2887294230003,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,2,3,1,1,0,0,1
F+0.300_L+0.400,COARSE_0.10W,0.3,0.4,0.5,FORWARD_LOCAL_LEFT,True,False,PARTIAL_GAP_TOPOLOGY,NO_GAP_TOPOLOGY,False,1,0,True,False,5.005158474462665,84.61184415496125,False,False,11.846824083782373,91.69859530768257,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,2,3,1,1,0,0,1
F+0.300_L+0.500,COARSE_0.10W,0.3,0.5,0.5830951894845301,FORWARD_LOCAL_LEFT,False,False,NOT_ANALYZED_INVALID,NOT_ANALYZED_INVALID,False,,,,,,,,,,,,,,,,,,,,,,,,,
F+0.300_L+0.600,COARSE_0.10W,0.3,0.6,0.6708203932499369,FORWARD_LOCAL_LEFT,False,False,NOT_ANALYZED_INVALID,NOT_ANALYZED_INVALID,False,,,,,,,,,,,,,,,,,,,,,,,,,
F+0.300_L+0.700,COARSE_0.10W,0.3,0.7,0.7615773105863908,FORWARD_LOCAL_LEFT,False,False,NOT_ANALYZED_INVALID,NOT_ANALYZED_INVALID,False,,,,,,,,,,,,,,,,,,,,,,,,,
F+0.400_L-0.700,COARSE_0.10W,0.4,-0.7,0.8062257748298549,FORWARD_LOCAL_RIGHT,False,False,NOT_ANALYZED_INVALID,NOT_ANALYZED_INVALID,False,,,,,,,,,,,,,,,,,,,,,,,,,
F+0.400_L-0.600,COARSE_0.10W,0.4,-0.6,0.7211102550927978,FORWARD_LOCAL_RIGHT,False,False,NOT_ANALYZED_INVALID,NOT_ANALYZED_INVALID,False,,,,,,,,,,,,,,,,,,,,,,,,,
F+0.400_L-0.500,COARSE_0.10W,0.4,-0.5,0.6403124237432849,FORWARD_LOCAL_RIGHT,True,False,NO_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,0,1,False,False,45.57076161408117,116.29174997275017,True,False,3.170988152052624,82.48497506652123,False,False,False,False,False,False,NO_GAP_TOPOLOGY,NO_GAP_TOPOLOGY,2,3,1,0,0,1,1
F+0.400_L-0.400,COARSE_0.10W,0.4,-0.4,0.565685424949238,FORWARD_LOCAL_RIGHT,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,7.128395145750086,86.86510423416694,True,False,3.349958010968977,82.71160252949528,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,2,3,1,1,0,0,1
F+0.400_L-0.300,COARSE_0.10W,0.4,-0.3,0.5,FORWARD_LOCAL_RIGHT,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,5.1083125501159135,84.72412600182302,True,False,4.357229445387707,83.89494701806633,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,2,3,1,1,0,0,1
F+0.400_L-0.200,COARSE_0.10W,0.4,-0.2,0.447213595499958,FORWARD_LOCAL_RIGHT,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,5.451350124618564,85.09472113253125,True,False,3.9937987414937313,83.4809001791379,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,2,3,1,1,0,0,1
F+0.400_L-0.100,COARSE_0.10W,0.4,-0.1,0.41231056256176607,FORWARD_LOCAL_RIGHT,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,3.871317893444793,83.33868172447573,True,False,4.699771106671236,84.27671581497754,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,2,2,1,1,0,0,1
F+0.400_L+0.000,COARSE_0.10W,0.4,0.0,0.4,FORWARD_CENTERLINE,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,3.9022448866057875,83.37473997965023,True,False,4.007084947802416,83.49623681091978,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,2,2,1,1,0,0,1
F+0.400_L+0.100,COARSE_0.10W,0.4,0.1,0.41231056256176607,FORWARD_LOCAL_LEFT,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,5.065281128635075,84.67733839775897,True,False,4.600798616509364,84.16711544636406,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,2,3,1,1,0,0,1
F+0.400_L+0.200,COARSE_0.10W,0.4,0.2,0.447213595499958,FORWARD_LOCAL_LEFT,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,4.797687829300795,84.38464556462154,True,False,3.19125235935222,82.51102613452994,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,2,2,1,1,0,0,1
F+0.400_L+0.300,COARSE_0.10W,0.4,0.3,0.5,FORWARD_LOCAL_LEFT,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,3.24762925126056,82.582950949928,True,False,8.635666595529338,88.42349850481946,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,2,3,1,1,0,0,1
F+0.400_L+0.400,COARSE_0.10W,0.4,0.4,0.565685424949238,FORWARD_LOCAL_LEFT,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,4.870739305257064,84.4648642350063,True,False,3.838919264119846,83.30079496407274,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,2,3,1,1,0,0,1
F+0.400_L+0.500,COARSE_0.10W,0.4,0.5,0.6403124237432849,FORWARD_LOCAL_LEFT,False,False,NOT_ANALYZED_INVALID,NOT_ANALYZED_INVALID,False,,,,,,,,,,,,,,,,,,,,,,,,,
F+0.400_L+0.600,COARSE_0.10W,0.4,0.6,0.7211102550927978,FORWARD_LOCAL_LEFT,False,False,NOT_ANALYZED_INVALID,NOT_ANALYZED_INVALID,False,,,,,,,,,,,,,,,,,,,,,,,,,
F+0.400_L+0.700,COARSE_0.10W,0.4,0.7,0.8062257748298549,FORWARD_LOCAL_LEFT,False,False,NOT_ANALYZED_INVALID,NOT_ANALYZED_INVALID,False,,,,,,,,,,,,,,,,,,,,,,,,,
F+0.500_L-0.700,COARSE_0.10W,0.5,-0.7,0.8602325267042626,FORWARD_LOCAL_RIGHT,False,False,NOT_ANALYZED_INVALID,NOT_ANALYZED_INVALID,False,,,,,,,,,,,,,,,,,,,,,,,,,
F+0.500_L-0.600,COARSE_0.10W,0.5,-0.6,0.7810249675906654,FORWARD_LOCAL_RIGHT,False,False,NOT_ANALYZED_INVALID,NOT_ANALYZED_INVALID,False,,,,,,,,,,,,,,,,,,,,,,,,,
F+0.500_L-0.500,COARSE_0.10W,0.5,-0.5,0.7071067811865476,FORWARD_LOCAL_RIGHT,True,False,NO_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,0,1,False,False,37.18068301177247,117.14392692970664,True,False,4.610278954908497,84.1776369745921,False,False,False,False,False,False,NO_GAP_TOPOLOGY,NO_GAP_TOPOLOGY,2,3,1,0,0,1,1
F+0.500_L-0.400,COARSE_0.10W,0.5,-0.4,0.6403124237432849,FORWARD_LOCAL_RIGHT,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,6.885049999950543,86.61125941853146,True,False,4.710527714955006,84.28859609509988,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,2,3,1,1,0,0,1
F+0.500_L-0.300,COARSE_0.10W,0.5,-0.3,0.5830951894845301,FORWARD_LOCAL_RIGHT,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,6.3390471927683345,86.03852237771278,True,False,3.5938056316222275,83.00997021427219,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,2,3,1,1,0,0,1
F+0.500_L-0.200,COARSE_0.10W,0.5,-0.2,0.5385164807134504,FORWARD_LOCAL_RIGHT,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,4.485936787931725,84.03922565240383,True,False,3.419541145800707,82.79783169901961,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,2,3,1,1,0,0,1
F+0.500_L-0.100,COARSE_0.10W,0.5,-0.1,0.5099019513592785,FORWARD_LOCAL_RIGHT,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,4.690287202820802,84.26623620345536,True,False,4.2981298139671065,83.8283222075813,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,2,2,1,1,0,0,1
F+0.500_L+0.000,COARSE_0.10W,0.5,0.0,0.5,FORWARD_CENTERLINE,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,3.9112193656829537,83.38518428519201,True,False,4.2779631551200605,83.80553034086985,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,2,2,1,1,0,0,1
F+0.500_L+0.100,COARSE_0.10W,0.5,0.1,0.5099019513592785,FORWARD_LOCAL_LEFT,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,4.458246419563006,84.00827552776256,True,False,3.1798661499782326,82.49640171885528,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,2,3,1,1,0,0,1
F+0.500_L+0.200,COARSE_0.10W,0.5,0.2,0.5385164807134504,FORWARD_LOCAL_LEFT,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,4.020605448082857,83.51182658728139,True,False,3.344099840593522,82.70429871276252,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,2,2,1,1,0,0,1
F+0.500_L+0.300,COARSE_0.10W,0.5,0.3,0.5830951894845301,FORWARD_LOCAL_LEFT,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,4.609462480747504,84.1767310280008,True,False,5.958059791056314,85.63570828104804,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,2,3,1,1,0,0,1
F+0.500_L+0.400,COARSE_0.10W,0.5,0.4,0.6403124237432849,FORWARD_LOCAL_LEFT,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,4.030297161132336,83.52299097745876,True,False,7.851997523482448,87.61584412669329,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,2,3,1,1,0,0,1
F+0.500_L+0.500,COARSE_0.10W,0.5,0.5,0.7071067811865476,FORWARD_LOCAL_LEFT,False,False,NOT_ANALYZED_INVALID,NOT_ANALYZED_INVALID,False,,,,,,,,,,,,,,,,,,,,,,,,,
F+0.500_L+0.600,COARSE_0.10W,0.5,0.6,0.7810249675906654,FORWARD_LOCAL_LEFT,False,False,NOT_ANALYZED_INVALID,NOT_ANALYZED_INVALID,False,,,,,,,,,,,,,,,,,,,,,,,,,
F+0.500_L+0.700,COARSE_0.10W,0.5,0.7,0.8602325267042626,FORWARD_LOCAL_LEFT,False,False,NOT_ANALYZED_INVALID,NOT_ANALYZED_INVALID,False,,,,,,,,,,,,,,,,,,,,,,,,,
F+0.600_L-0.700,COARSE_0.10W,0.6,-0.7,0.9219544457292886,FORWARD_LOCAL_RIGHT,False,False,NOT_ANALYZED_INVALID,NOT_ANALYZED_INVALID,False,,,,,,,,,,,,,,,,,,,,,,,,,
F+0.600_L-0.600,COARSE_0.10W,0.6,-0.6,0.848528137423857,FORWARD_LOCAL_RIGHT,False,False,NOT_ANALYZED_INVALID,NOT_ANALYZED_INVALID,False,,,,,,,,,,,,,,,,,,,,,,,,,
F+0.600_L-0.500,COARSE_0.10W,0.6,-0.5,0.7810249675906654,FORWARD_LOCAL_RIGHT,True,False,NO_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,0,1,False,False,28.79638977990815,108.74524583468897,True,False,3.2798354954271836,82.62369441120353,False,False,False,False,False,False,NO_GAP_TOPOLOGY,NO_GAP_TOPOLOGY,2,3,2,0,0,2,1
F+0.600_L-0.400,COARSE_0.10W,0.6,-0.4,0.7211102550927978,FORWARD_LOCAL_RIGHT,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,5.123462449960898,84.74058124911286,True,False,3.245526744337402,82.58028262876338,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,3,3,1,1,0,0,1
F+0.600_L-0.300,COARSE_0.10W,0.6,-0.3,0.6708203932499369,FORWARD_LOCAL_RIGHT,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,5.590700238111738,85.24418637356872,True,False,3.96899960692722,83.45222797352753,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,3,3,1,1,0,0,1
F+0.600_L-0.200,COARSE_0.10W,0.6,-0.2,0.6324555320336759,FORWARD_LOCAL_RIGHT,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,4.950520768568871,84.55219527833822,True,False,3.845362076555858,83.308338521968,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,3,3,1,1,0,0,1
F+0.600_L-0.100,COARSE_0.10W,0.6,-0.1,0.6082762530298219,FORWARD_LOCAL_RIGHT,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,4.028097781215995,83.52045816895637,True,False,3.037391120813102,82.31029069179685,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,2,2,1,1,0,0,1
F+0.600_L+0.000,COARSE_0.10W,0.6,0.0,0.6,FORWARD_CENTERLINE,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,2.911279778966295,82.1399018744991,True,False,3.3549525436445817,82.71782399909283,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,2,2,1,1,0,0,1
F+0.600_L+0.100,COARSE_0.10W,0.6,0.1,0.6082762530298219,FORWARD_LOCAL_LEFT,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,3.0807331780284497,82.36755554468272,True,False,3.1784885927658717,82.49463007351511,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,3,3,1,1,0,0,1
F+0.600_L+0.200,COARSE_0.10W,0.6,0.2,0.6324555320336759,FORWARD_LOCAL_LEFT,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,4.351588479952156,83.88859837807837,True,False,4.776752169580198,84.3616090555257,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,3,2,1,1,0,0,1
F+0.600_L+0.300,COARSE_0.10W,0.6,0.3,0.6708203932499369,FORWARD_LOCAL_LEFT,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,3.124907065978255,82.42531860059525,True,False,2.8532428920020405,82.05931972138238,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,3,3,1,1,0,0,1
F+0.600_L+0.400,COARSE_0.10W,0.6,0.4,0.7211102550927978,FORWARD_LOCAL_LEFT,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,4.51902927987776,84.07615182581998,True,False,8.525042625077072,88.3097700853918,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,3,3,1,1,0,0,1
F+0.600_L+0.500,COARSE_0.10W,0.6,0.5,0.7810249675906654,FORWARD_LOCAL_LEFT,False,False,NOT_ANALYZED_INVALID,NOT_ANALYZED_INVALID,False,,,,,,,,,,,,,,,,,,,,,,,,,
F+0.600_L+0.600,COARSE_0.10W,0.6,0.6,0.848528137423857,FORWARD_LOCAL_LEFT,False,False,NOT_ANALYZED_INVALID,NOT_ANALYZED_INVALID,False,,,,,,,,,,,,,,,,,,,,,,,,,
F+0.600_L+0.700,COARSE_0.10W,0.6,0.7,0.9219544457292886,FORWARD_LOCAL_LEFT,False,False,NOT_ANALYZED_INVALID,NOT_ANALYZED_INVALID,False,,,,,,,,,,,,,,,,,,,,,,,,,
F+0.700_L-0.700,COARSE_0.10W,0.7,-0.7,0.9899494936611665,FORWARD_LOCAL_RIGHT,False,False,NOT_ANALYZED_INVALID,NOT_ANALYZED_INVALID,False,,,,,,,,,,,,,,,,,,,,,,,,,
F+0.700_L-0.600,COARSE_0.10W,0.7,-0.6,0.9219544457292886,FORWARD_LOCAL_RIGHT,False,False,NOT_ANALYZED_INVALID,NOT_ANALYZED_INVALID,False,,,,,,,,,,,,,,,,,,,,,,,,,
F+0.700_L-0.500,COARSE_0.10W,0.7,-0.5,0.8602325267042626,FORWARD_LOCAL_RIGHT,True,False,NO_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,0,1,False,False,20.425007698673994,100.3467855328781,True,False,3.2493223147161183,82.58509887352551,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,2,3,2,1,0,1,1
F+0.700_L-0.400,COARSE_0.10W,0.7,-0.4,0.8062257748298549,FORWARD_LOCAL_RIGHT,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,6.45765927682356,18.372905587380668,True,False,3.0081298256927353,82.2712769307819,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,3,4,2,1,0,1,1
F+0.700_L-0.300,COARSE_0.10W,0.7,-0.3,0.7615773105863908,FORWARD_LOCAL_RIGHT,True,False,COMPLETE_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,2,1,True,True,3.2362812815832447,3.564077360811264,True,False,3.4597724081441883,82.5685364761393,True,False,True,False,True,False,PARTIAL_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,3,4,3,1,1,1,1
F+0.700_L-0.200,COARSE_0.10W,0.7,-0.2,0.7280109889280518,FORWARD_LOCAL_RIGHT,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,3.8080827199217273,83.26462414062064,True,False,3.2736315764069825,82.61586466956673,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,3,3,1,1,0,0,1
F+0.700_L-0.100,COARSE_0.10W,0.7,-0.1,0.7071067811865475,FORWARD_LOCAL_RIGHT,True,False,COMPLETE_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,2,1,True,True,3.6600887800293926,3.984854967147659,True,False,4.103209770540251,83.08940425018208,True,False,True,False,True,False,PARTIAL_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,4,3,3,1,1,1,1
F+0.700_L+0.000,COARSE_0.10W,0.7,0.0,0.7,FORWARD_CENTERLINE,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,4.123817383370795,83.63028338232878,True,False,3.160061289146074,82.47088230087553,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,4,2,1,1,0,0,1
F+0.700_L+0.100,COARSE_0.10W,0.7,0.1,0.7071067811865475,FORWARD_LOCAL_LEFT,True,False,PARTIAL_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,False,1,2,True,False,4.0977597772531835,83.60046629099902,True,True,3.6034595859299428,4.524005828914022,False,True,False,True,False,True,PARTIAL_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,4,4,3,1,1,1,1
F+0.700_L+0.200,COARSE_0.10W,0.7,0.2,0.7280109889280518,FORWARD_LOCAL_LEFT,True,False,PARTIAL_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,False,1,2,True,False,3.7154732874833427,82.55773344047724,True,True,3.227792529722582,4.1936488178508595,False,True,False,True,False,True,PARTIAL_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,3,3,3,1,1,1,1
F+0.700_L+0.300,COARSE_0.10W,0.7,0.3,0.7615773105863908,FORWARD_LOCAL_LEFT,True,False,PARTIAL_GAP_TOPOLOGY,PARTIAL_GAP_TOPOLOGY,False,1,1,True,False,4.3340404206341905,83.86883472464744,True,False,5.164893400400663,26.021732251090498,False,False,False,False,False,False,NO_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,3,4,2,1,0,1,1
F+0.700_L+0.400,COARSE_0.10W,0.7,0.4,0.8062257748298549,FORWARD_LOCAL_LEFT,True,False,PARTIAL_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,False,1,2,True,False,4.21417079306501,82.51107424753974,True,True,3.1912898625763284,7.008823981549928,False,True,False,True,False,True,PARTIAL_GAP_TOPOLOGY,COMPLETE_GAP_TOPOLOGY,3,5,4,1,2,1,1
F+0.700_L+0.500,COARSE_0.10W,0.7,0.5,0.8602325267042626,FORWARD_LOCAL_LEFT,False,False,NOT_ANALYZED_INVALID,NOT_ANALYZED_INVALID,False,,,,,,,,,,,,,,,,,,,,,,,,,
F+0.700_L+0.600,COARSE_0.10W,0.7,0.6,0.9219544457292886,FORWARD_LOCAL_LEFT,False,False,NOT_ANALYZED_INVALID,NOT_ANALYZED_INVALID,False,,,,,,,,,,,,,,,,,,,,,,,,,
F+0.700_L+0.700,COARSE_0.10W,0.7,0.7,0.9899494936611665,FORWARD_LOCAL_LEFT,False,False,NOT_ANALYZED_INVALID,NOT_ANALYZED_INVALID,False,,,,,,,,,,,,,,,,,,,,,,,,,
