viewpoint_id,source_experiment,source_file,source_grid_stage,raw_360_ranges_persisted,scan_source_type,forward_ratio_W,lateral_ratio_W,forward_displacement,lateral_displacement,world_x_reconstructed,world_y_reconstructed,yaw_deg_reconstructed,source_candidate_valid,source_straight_line_path_clear_eval,viewpoint_geometry_valid,movement_feasibility_proven,inside_consistent,footprint_consistent,viewpoint_validity_consistent,local_transform_roundtrip_error,saved_hit_count,reconstructed_hit_count,saved_max_range_count,reconstructed_max_range_count,saved_opening_count,reconstructed_opening_count,scan_summary_consistent
F+0.200_L+0.500,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.2,0.5,16.8,42.0,-43.762054203056465,-135.9488497702722,90.0,False,False,False,False,True,True,True,8.326672684688674e-17,231,,129,,1,,
F+0.200_L+0.600,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.2,0.6,16.8,50.4,-52.162054203056464,-135.9488497702722,90.0,False,False,False,False,True,True,True,8.326672684688674e-17,228,,132,,1,,
F+0.200_L+0.700,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.2,0.7,16.8,58.8,-60.56205420305646,-135.9488497702722,90.0,False,False,False,False,True,True,True,8.326672684688674e-17,224,,136,,2,,
F+0.300_L-0.700,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.3,-0.7,25.2,-58.8,57.03794579694353,-127.54884977027221,90.0,False,False,False,False,True,True,True,1.1102230246251565e-16,230,,130,,1,,
F+0.300_L-0.600,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.3,-0.6,25.2,-50.4,48.637945796943534,-127.54884977027221,90.0,False,False,False,False,True,True,True,1.1102230246251565e-16,233,,127,,1,,
F+0.300_L-0.500,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.3,-0.5,25.2,-42.0,40.237945796943535,-127.54884977027221,90.0,True,True,True,False,True,True,True,1.1102230246251565e-16,281,281,79,79,2,2,True
F+0.300_L-0.400,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.3,-0.4,25.2,-33.6,31.837945796943536,-127.54884977027221,90.0,True,True,True,False,True,True,True,1.1102230246251565e-16,280,280,80,80,2,2,True
F+0.300_L-0.300,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.3,-0.3,25.2,-25.2,23.437945796943534,-127.54884977027221,90.0,True,True,True,False,True,True,True,5.551115123125783e-17,277,277,83,83,2,2,True
F+0.300_L-0.200,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.3,-0.2,25.2,-16.8,15.037945796943536,-127.54884977027221,90.0,True,True,True,False,True,True,True,5.551115123125783e-17,276,276,84,84,2,2,True
F+0.300_L-0.100,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.3,-0.1,25.2,-8.4,6.637945796943535,-127.54884977027221,90.0,True,True,True,False,True,True,True,5.551115123125783e-17,276,276,84,84,2,2,True
F+0.300_L+0.000,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.3,0.0,25.2,0.0,-1.762054203056465,-127.54884977027221,90.0,True,True,True,False,True,True,True,5.551131300071988e-17,275,275,85,85,2,2,True
F+0.300_L+0.100,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.3,0.1,25.2,8.4,-10.162054203056465,-127.54884977027221,90.0,True,True,True,False,True,True,True,5.551115123125783e-17,275,275,85,85,2,2,True
F+0.300_L+0.200,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.3,0.2,25.2,16.8,-18.562054203056466,-127.54884977027221,90.0,True,True,True,False,True,True,True,5.551115123125783e-17,277,277,83,83,2,2,True
F+0.300_L+0.300,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.3,0.3,25.2,25.2,-26.962054203056464,-127.54884977027221,90.0,True,True,True,False,True,True,True,5.551115123125783e-17,279,279,81,81,2,2,True
F+0.300_L+0.400,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.3,0.4,25.2,33.6,-35.362054203056466,-127.54884977027221,90.0,True,True,True,False,True,True,True,0.0,279,279,81,81,2,2,True
F+0.300_L+0.500,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.3,0.5,25.2,42.0,-43.762054203056465,-127.54884977027221,90.0,False,False,False,False,True,True,True,0.0,235,,125,,1,,
F+0.300_L+0.600,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.3,0.6,25.2,50.4,-52.162054203056464,-127.54884977027221,90.0,False,False,False,False,True,True,True,0.0,232,,128,,1,,
F+0.300_L+0.700,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.3,0.7,25.2,58.8,-60.56205420305646,-127.54884977027221,90.0,False,False,False,False,True,True,True,0.0,228,,132,,1,,
F+0.400_L-0.700,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.4,-0.7,33.6,-58.8,57.03794579694353,-119.14884977027222,90.0,False,False,False,False,True,True,True,0.0,234,,126,,1,,
F+0.400_L-0.600,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.4,-0.6,33.6,-50.4,48.637945796943534,-119.14884977027222,90.0,False,False,False,False,True,True,True,1.1102230246251565e-16,237,,123,,1,,
F+0.400_L-0.500,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.4,-0.5,33.6,-42.0,40.237945796943535,-119.14884977027222,90.0,True,True,True,False,True,True,True,1.1102230246251565e-16,278,278,82,82,2,2,True
F+0.400_L-0.400,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.4,-0.4,33.6,-33.6,31.837945796943536,-119.14884977027222,90.0,True,True,True,False,True,True,True,1.1102230246251565e-16,276,276,84,84,2,2,True
F+0.400_L-0.300,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.4,-0.3,33.6,-25.2,23.437945796943534,-119.14884977027222,90.0,True,True,True,False,True,True,True,1.2412670766236366e-16,273,273,87,87,2,2,True
F+0.400_L-0.200,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.4,-0.2,33.6,-16.8,15.037945796943536,-119.14884977027222,90.0,True,True,True,False,True,True,True,1.2412670766236366e-16,271,271,89,89,2,2,True
F+0.400_L-0.100,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.4,-0.1,33.6,-8.4,6.637945796943535,-119.14884977027222,90.0,True,True,True,False,True,True,True,1.1102230246251565e-16,271,271,89,89,2,2,True
F+0.400_L+0.000,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.4,0.0,33.6,0.0,-1.7620542030564645,-119.14884977027222,90.0,True,True,True,False,True,True,True,1.1102452463164148e-16,271,271,89,89,2,2,True
F+0.400_L+0.100,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.4,0.1,33.6,8.4,-10.162054203056465,-119.14884977027222,90.0,True,True,True,False,True,True,True,1.1102230246251565e-16,270,270,90,90,2,2,True
F+0.400_L+0.200,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.4,0.2,33.6,16.8,-18.562054203056466,-119.14884977027222,90.0,True,True,True,False,True,True,True,1.1443916996305594e-16,273,273,87,87,2,2,True
F+0.400_L+0.300,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.4,0.3,33.6,25.2,-26.962054203056464,-119.14884977027222,90.0,True,True,True,False,True,True,True,1.2412670766236366e-16,274,274,86,86,2,2,True
F+0.400_L+0.400,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.4,0.4,33.6,33.6,-35.362054203056466,-119.14884977027222,90.0,True,True,True,False,True,True,True,1.1102230246251565e-16,276,276,84,84,2,2,True
F+0.400_L+0.500,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.4,0.5,33.6,42.0,-43.762054203056465,-119.14884977027222,90.0,False,False,False,False,True,True,True,1.1102230246251565e-16,239,,121,,1,,
F+0.400_L+0.600,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.4,0.6,33.6,50.4,-52.162054203056464,-119.14884977027222,90.0,False,False,False,False,True,True,True,1.1102230246251565e-16,236,,124,,1,,
F+0.400_L+0.700,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.4,0.7,33.6,58.8,-60.56205420305646,-119.14884977027222,90.0,False,False,False,False,True,True,True,1.6653345369377348e-16,232,,128,,1,,
F+0.500_L-0.700,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.5,-0.7,42.0,-58.8,57.03794579694353,-110.74884977027222,90.0,False,False,False,False,True,True,True,1.1102230246251565e-16,237,,123,,1,,
F+0.500_L-0.600,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.5,-0.6,42.0,-50.4,48.637945796943534,-110.74884977027222,90.0,False,False,False,False,True,True,True,0.0,240,,120,,1,,
F+0.500_L-0.500,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.5,-0.5,42.0,-42.0,40.237945796943535,-110.74884977027222,90.0,True,True,True,False,True,True,True,0.0,274,274,86,86,2,2,True
F+0.500_L-0.400,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.5,-0.4,42.0,-33.6,31.837945796943536,-110.74884977027222,90.0,True,True,True,False,True,True,True,0.0,271,271,89,89,2,2,True
F+0.500_L-0.300,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.5,-0.3,42.0,-25.2,23.437945796943534,-110.74884977027222,90.0,True,True,True,False,True,True,True,5.551115123125783e-17,268,268,92,92,2,2,True
F+0.500_L-0.200,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.5,-0.2,42.0,-16.8,15.037945796943538,-110.74884977027222,90.0,True,True,True,False,True,True,True,0.0,266,266,94,94,2,2,True
F+0.500_L-0.100,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.5,-0.1,42.0,-8.4,6.637945796943536,-110.74884977027222,90.0,True,True,True,False,True,True,True,0.0,265,265,95,95,2,2,True
F+0.500_L+0.000,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.5,0.0,42.0,0.0,-1.7620542030564639,-110.74884977027222,90.0,True,True,True,False,True,True,True,1.1044878677492148e-18,265,265,95,95,2,2,True
F+0.500_L+0.100,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.5,0.1,42.0,8.4,-10.162054203056464,-110.74884977027222,90.0,True,True,True,False,True,True,True,2.7755575615628914e-17,265,265,95,95,2,2,True
F+0.500_L+0.200,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.5,0.2,42.0,16.8,-18.562054203056466,-110.74884977027222,90.0,True,True,True,False,True,True,True,2.7755575615628914e-17,268,268,92,92,2,2,True
F+0.500_L+0.300,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.5,0.3,42.0,25.2,-26.962054203056464,-110.74884977027222,90.0,True,True,True,False,True,True,True,5.551115123125783e-17,269,269,91,91,2,2,True
F+0.500_L+0.400,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.5,0.4,42.0,33.6,-35.362054203056466,-110.74884977027222,90.0,True,True,True,False,True,True,True,0.0,272,272,88,88,2,2,True
F+0.500_L+0.500,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.5,0.5,42.0,42.0,-43.762054203056465,-110.74884977027222,90.0,False,False,False,False,True,True,True,0.0,242,,118,,1,,
F+0.500_L+0.600,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.5,0.6,42.0,50.4,-52.162054203056464,-110.74884977027222,90.0,False,False,False,False,True,True,True,0.0,239,,121,,1,,
F+0.500_L+0.700,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.5,0.7,42.0,58.8,-60.56205420305646,-110.74884977027222,90.0,False,False,False,False,True,True,True,1.1102230246251565e-16,235,,125,,1,,
F+0.600_L-0.700,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.6,-0.7,50.4,-58.8,57.03794579694353,-102.34884977027221,90.0,False,False,False,False,True,True,True,2.220446049250313e-16,240,,120,,1,,
F+0.600_L-0.600,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.6,-0.6,50.4,-50.4,48.637945796943534,-102.34884977027221,90.0,False,False,False,False,True,True,True,1.1102230246251565e-16,244,,116,,1,,
F+0.600_L-0.500,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.6,-0.5,50.4,-42.0,40.237945796943535,-102.34884977027221,90.0,True,True,True,False,True,True,True,1.1102230246251565e-16,272,272,88,88,2,2,True
F+0.600_L-0.400,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.6,-0.4,50.4,-33.6,31.837945796943536,-102.34884977027221,90.0,True,True,True,False,True,True,True,1.1102230246251565e-16,273,273,87,87,2,2,True
F+0.600_L-0.300,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.6,-0.3,50.4,-25.2,23.437945796943534,-102.34884977027221,90.0,True,True,True,False,True,True,True,1.2412670766236366e-16,270,270,90,90,2,2,True
F+0.600_L-0.200,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.6,-0.2,50.4,-16.8,15.037945796943538,-102.34884977027221,90.0,True,True,True,False,True,True,True,1.1102230246251565e-16,264,264,96,96,2,2,True
F+0.600_L-0.100,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.6,-0.1,50.4,-8.4,6.637945796943537,-102.34884977027221,90.0,True,True,True,False,True,True,True,1.1102230246251565e-16,261,261,99,99,2,2,True
F+0.600_L+0.000,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.6,0.0,50.4,0.0,-1.7620542030564634,-102.34884977027221,90.0,True,True,True,False,True,True,True,1.1102262600143976e-16,259,259,101,101,2,2,True
F+0.600_L+0.100,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.6,0.1,50.4,8.4,-10.162054203056464,-102.34884977027221,90.0,True,True,True,False,True,True,True,1.1102230246251565e-16,262,262,98,98,2,2,True
F+0.600_L+0.200,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.6,0.2,50.4,16.8,-18.562054203056466,-102.34884977027221,90.0,True,True,True,False,True,True,True,1.1443916996305594e-16,268,268,92,92,2,2,True
F+0.600_L+0.300,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.6,0.3,50.4,25.2,-26.962054203056464,-102.34884977027221,90.0,True,True,True,False,True,True,True,1.2412670766236366e-16,273,273,87,87,2,2,True
F+0.600_L+0.400,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.6,0.4,50.4,33.6,-35.362054203056466,-102.34884977027221,90.0,True,True,True,False,True,True,True,1.1102230246251565e-16,271,271,89,89,2,2,True
F+0.600_L+0.500,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.6,0.5,50.4,42.0,-43.762054203056465,-102.34884977027221,90.0,False,False,False,False,True,True,True,1.1102230246251565e-16,246,,114,,1,,
F+0.600_L+0.600,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.6,0.6,50.4,50.4,-52.162054203056464,-102.34884977027221,90.0,False,False,False,False,True,True,True,1.1102230246251565e-16,243,,117,,1,,
F+0.600_L+0.700,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.6,0.7,50.4,58.8,-60.56205420305646,-102.34884977027221,90.0,False,False,False,False,True,True,True,0.0,238,,122,,1,,
F+0.700_L-0.700,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.7,-0.7,58.8,-58.8,57.03794579694353,-93.94884977027222,90.0,False,False,False,False,True,True,True,1.5700924586837752e-16,243,,117,,1,,
F+0.700_L-0.600,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.7,-0.6,58.8,-50.4,48.637945796943534,-93.94884977027222,90.0,False,False,False,False,True,True,True,1.1102230246251565e-16,247,,113,,1,,
F+0.700_L-0.500,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.7,-0.5,58.8,-42.0,40.237945796943535,-93.94884977027222,90.0,True,True,True,False,True,True,True,1.1102230246251565e-16,268,268,92,92,2,2,True
F+0.700_L-0.400,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.7,-0.4,58.8,-33.6,31.83794579694354,-93.94884977027222,90.0,True,True,True,False,True,True,True,0.0,269,269,91,91,2,2,True
F+0.700_L-0.300,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.7,-0.3,58.8,-25.2,23.437945796943538,-93.94884977027222,90.0,True,True,True,False,True,True,True,0.0,268,268,92,92,2,2,True
F+0.700_L-0.200,EXP-030,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/2d_viewpoint_visibility_frontier/viewpoint_grid.csv,COARSE_0.10W,False,DETERMINISTIC_POSE_RECONSTRUCTION,0.7,-0.2,58.8,-16.8,15.037945796943538,-93.94884977027222,90.0,True,True,True,False,True,True,True,0.0,268,268,92,92,2,2,True
