viewpoint_id,branch_eval,forward_ratio_W,lateral_ratio_W,distance_ratio_W,direction_class,gap_width,gap_width_ratio_W,free_continuation_depth,center_error_eval,endpoint_error_eval,mouth_overlap_eval,false_gap_count
F+0.700_L-0.100,LEFT,0.7,-0.1,0.7071067811865475,FORWARD_LOCAL_RIGHT,85.45324344511654,1.0173005172037684,45.72381389661696,2.6339243545861537,3.822471873588526,0.9552682646148644,1
F+0.700_L-0.300,LEFT,0.7,-0.3,0.7615773105863908,FORWARD_LOCAL_RIGHT,84.95176878458294,1.0113305807688444,43.14093398974184,2.321276938163391,3.400179321197254,0.9599751792123448,1
F+0.700_L+0.100,RIGHT,0.7,0.1,0.7071067811865475,FORWARD_LOCAL_LEFT,85.02239457723812,1.0121713640147394,44.720942080646466,3.069741203959962,4.063732707421982,0.9522039725224357,1
F+0.700_L+0.200,RIGHT,0.7,0.2,0.7280109889280518,FORWARD_LOCAL_LEFT,85.6876736618731,1.020091353117537,44.034669809984976,2.4184344860336746,3.710720673786721,0.956694813673792,1
F+0.700_L+0.400,RIGHT,0.7,0.4,0.8062257748298549,FORWARD_LOCAL_LEFT,88.71874694730556,1.0561755588964947,44.43253699321012,3.255212195166466,5.100056922063128,0.9425143264805994,1
