map_case,noise_model,threshold_mode,physics_frames,sample_count,worst_wall_range,tau,w_tau_lower_bound,w_tau_upper_bound,threshold_interval_valid,threshold_alpha,w_tau_selected_threshold,left_lateral_range,right_lateral_range,estimated_corridor_width,estimated_lateral_offset,adaptive_worst_wall_range,adaptive_margin_ratio,adaptive_estimate_valid,adaptive_fallback_used,adaptive_estimate_source,adaptive_interval_invalid_frame_count,adaptive_fallback_frame_count,representative_threshold_only,interval_threshold_count,interval_junction_outcome_stable,interval_opening_count_outcome_stable,interval_junction_stable_frame_fraction,interval_opening_stable_frame_fraction,first_open_support_frame,first_opening_frame,first_detection_frame,first_detection_time,first_evidence_frame,first_evidence_time,junction_confirmed,confirmation_frame,confirmation_time,system_state,frozen55_first_detection_frame,w_tau_first_detection_frame,max_opening_count,max_frozen55_openings,max_w_tau_openings,false_positive,anchor_stop_on_detect,anchor_fixed,anchor_fix_frame,anchor_fix_time,anchor_fix_x_eval_only,anchor_fix_y_eval_only,post_fix_max_position_drift,post_fix_max_normal_motion,deterministic_replay,movement_trajectory_equivalent,lidar_scan_equivalent,movement_altered,adaptive_output_fed_back,detector_input_fields,runtime_gt_map_used
M1_PRE_CORRIDOR_55PCT,none,w-tau,237,40,100.0,7.5,104.24247418465197,142.5,True,0.05,106.15535047541937,40.242089320103624,43.79632465915696,84.03841397926058,1.7771176695266675,94.76588562241088,0.1,True,False,CURRENT_LOCAL_LIDAR,0,0,True,19,True,True,0.8,0.8,0,0,180,3.016666666666661,180,3.016666666666661,True,180,3.016666666666661,FIXED_ANCHOR,180,180,4,3,4,False,True,True,180,3.016666666666661,-1.7763053486121192,-50.54493105295288,0.0,38.20720310178152,False,False,False,True,True,"angles_deg,measured_ranges,body_relative_lateral_ranges,Rmax,tau,adaptive_W_margin,smoothing_window",False
