map_case,frame,timestamp,threshold_mode,noise_model,noise_fraction,noise_sigma,noise_seed,tau,worst_wall_range,w_tau_lower_bound,w_tau_upper_bound,threshold_interval_valid,threshold_alpha,selected_threshold,frozen55_threshold,frozen55_opening_count,frozen55_junction_detected,w_tau_opening_count,w_tau_junction_detected,active_opening_count,active_opening_present,active_junction_detected,current_junction_evidence,junction_confirmed,confirmation_frame,confirmation_time,system_state,state_transition,active_open_support_count,smoothing_window,interval_threshold_count,interval_junction_stable,interval_opening_count_stable,interval_junction_consistency,interval_opening_count_consistency,anchor_stop_on_detect,anchor_fixed,anchor_fix_frame,anchor_fix_time,post_fix_position_drift,post_fix_max_position_drift,post_fix_max_normal_motion,leader_x_eval_only,leader_y_eval_only,runtime_gt_map_used,left_lateral_range,right_lateral_range,estimated_corridor_width,estimated_lateral_offset,adaptive_worst_wall_range,adaptive_margin_ratio,adaptive_lower_bound,adaptive_upper_bound,adaptive_selected_threshold,adaptive_estimate_valid,adaptive_fallback_used,adaptive_estimate_source
M1_PRE_CORRIDOR_55PCT,60,1.016666666666668,w-tau,none,0.05,2.5,17,7.5,100.0,104.21414255848237,142.5,True,0.05,106.12843543055824,103.07010635532743,2,False,2,False,2,True,False,False,False,,,MOVING,MOVING,95,5,19,True,True,1.0,1.0,True,False,,,0.0,0.0,0.0,-1.7205723848550107,-145.11006101852766,False,40.29784777106209,43.740566208198494,84.03841397926058,1.7213592185682032,94.74012959862033,0.1,104.21414255848237,142.5,106.12843543055824,True,False,CURRENT_LOCAL_LIDAR
M1_PRE_CORRIDOR_55PCT,66,1.1166666666666676,w-tau,none,0.05,2.5,17,7.5,100.0,104.21850321791787,142.5,True,0.05,106.13257805702197,103.07204217738888,2,False,2,False,2,True,False,False,False,,,MOVING,MOVING,98,5,19,True,True,1.0,1.0,True,False,,,0.0,0.0,0.0,-1.7291541566601936,-139.60980082079473,False,40.289262074733045,43.74915190452754,84.03841397926058,1.7299449148972457,94.74409383447079,0.1,104.21850321791787,142.5,106.13257805702197,True,False,CURRENT_LOCAL_LIDAR
M1_PRE_CORRIDOR_55PCT,72,1.2166666666666672,w-tau,none,0.05,2.5,17,7.5,100.0,104.22096534205717,142.5,True,0.05,106.13491707495432,103.07313505304589,2,False,2,False,2,True,False,False,False,,,MOVING,MOVING,98,5,19,True,True,1.0,1.0,True,False,,,0.0,0.0,0.0,-1.7339990283488587,-134.03195665760123,False,40.28441498743961,43.75399899182097,84.03841397926058,1.7347920021906802,94.74633212914287,0.1,104.22096534205717,142.5,106.13491707495432,True,False,CURRENT_LOCAL_LIDAR
M1_PRE_CORRIDOR_55PCT,78,1.3166666666666669,w-tau,none,0.05,2.5,17,7.5,100.0,104.22221787363323,142.5,True,0.05,106.13610697995156,103.07369098410248,2,False,2,False,2,True,False,False,False,,,MOVING,MOVING,100,5,19,True,True,1.0,1.0,True,False,,,0.0,0.0,0.0,-1.736463549010176,-128.51673737372934,False,40.28194933973013,43.75646463953045,84.03841397926058,1.7372576499001582,94.74747079421202,0.1,104.22221787363323,142.5,106.13610697995156,True,False,CURRENT_LOCAL_LIDAR
M1_PRE_CORRIDOR_55PCT,84,1.4166666666666665,w-tau,none,0.05,2.5,17,7.5,100.0,104.22280725332439,142.5,True,0.05,106.13666689065818,103.0739525693597,2,False,2,False,2,True,False,False,False,,,MOVING,MOVING,104,5,19,True,True,1.0,1.0,True,False,,,0.0,0.0,0.0,-1.7376231932924309,-123.31468693477427,False,40.28078916513179,43.75762481412879,84.03841397926058,1.738417824498498,94.74800659393125,0.1,104.22280725332439,142.5,106.13666689065818,True,False,CURRENT_LOCAL_LIDAR
M1_PRE_CORRIDOR_55PCT,90,1.5166666666666662,w-tau,none,0.05,2.5,17,7.5,100.0,104.22304109131463,142.5,True,0.05,106.1368890367489,103.07405635250781,2,False,2,False,2,True,False,False,False,,,MOVING,MOVING,106,5,19,True,True,1.0,1.0,True,False,,,0.0,0.0,0.0,-1.738083278602946,-118.61689015664723,False,40.28032886941999,43.758085109840586,84.03841397926058,1.7388781202102983,94.74821917392238,0.1,104.22304109131463,142.5,106.1368890367489,True,False,CURRENT_LOCAL_LIDAR
M1_PRE_CORRIDOR_55PCT,96,1.6166666666666658,w-tau,none,0.05,2.5,17,7.5,100.0,104.223268817138,142.5,True,0.05,106.13710537628111,103.07415742209793,2,False,2,False,2,True,False,False,False,,,MOVING,MOVING,110,5,19,True,True,1.0,1.0,True,False,,,0.0,0.0,0.0,-1.7385313343287923,-114.41223342629699,False,40.27988060879411,43.758533370466466,84.03841397926058,1.7393263808361787,94.74842619739817,0.1,104.223268817138,142.5,106.13710537628111,True,False,CURRENT_LOCAL_LIDAR
M1_PRE_CORRIDOR_55PCT,102,1.7166666666666655,w-tau,none,0.05,2.5,17,7.5,100.0,104.22409111147756,142.5,True,0.05,106.13788655590369,103.07452236712945,2,False,2,False,2,True,False,False,False,,,MOVING,MOVING,111,5,19,True,True,1.0,1.0,True,False,,,0.0,0.0,0.0,-1.7401491870458499,-110.43350948487776,False,40.278262016217994,43.76015196304259,84.03841397926058,1.7409449734122973,94.74917373770687,0.1,104.22409111147756,142.5,106.13788655590369,True,False,CURRENT_LOCAL_LIDAR
M1_PRE_CORRIDOR_55PCT,108,1.816666666666665,w-tau,none,0.05,2.5,17,7.5,100.0,104.22633716040353,142.5,True,0.05,106.14002030238335,103.07551913904078,2,False,2,False,2,True,False,False,False,,,MOVING,MOVING,114,5,19,True,True,1.0,1.0,True,False,,,0.0,0.0,0.0,-1.7445680172964442,-106.27984251527074,False,40.273841165195336,43.76457281406525,84.03841397926058,1.7453658244349555,94.75121560036683,0.1,104.22633716040353,142.5,106.14002030238335,True,False,CURRENT_LOCAL_LIDAR
M1_PRE_CORRIDOR_55PCT,114,1.9166666666666647,w-tau,none,0.05,2.5,17,7.5,100.0,104.22938958165649,142.5,True,0.05,106.14292010257367,103.07687364320574,2,False,2,False,2,True,False,False,False,,,MOVING,MOVING,117,5,19,True,True,1.0,1.0,True,False,,,0.0,0.0,0.0,-1.7505727250039873,-101.6910849599836,False,40.26783371147925,43.77058026778133,84.03841397926058,1.7513732781510392,94.75399052877862,0.1,104.22938958165649,142.5,106.14292010257367,True,False,CURRENT_LOCAL_LIDAR
M1_PRE_CORRIDOR_55PCT,120,2.0166666666666644,w-tau,none,0.05,2.5,17,7.5,100.0,104.23140800003604,142.5,True,0.05,106.14483760003424,103.07776923091174,2,False,2,False,2,True,False,False,False,,,MOVING,MOVING,122,5,19,True,True,1.0,1.0,True,False,,,0.0,0.0,0.0,-1.7545429914233175,-96.70012147197242,False,40.26386162942025,43.77455234984033,84.03841397926058,1.7553453602100397,94.75582545457821,0.1,104.23140800003604,142.5,106.14483760003424,True,False,CURRENT_LOCAL_LIDAR
M1_PRE_CORRIDOR_55PCT,126,2.116666666666664,w-tau,none,0.05,2.5,17,7.5,100.0,104.23225760079889,142.5,True,0.05,106.14564472075894,103.07814618616688,2,False,2,False,2,True,False,False,False,,,MOVING,MOVING,128,5,19,True,True,1.0,1.0,True,False,,,0.0,0.0,0.0,-1.7562140871529783,-91.50634008540604,False,40.262189769483015,43.77622420977757,84.03841397926058,1.7570172201472758,94.75659781890808,0.1,104.23225760079889,142.5,106.14564472075894,True,False,CURRENT_LOCAL_LIDAR
M1_PRE_CORRIDOR_55PCT,132,2.2166666666666637,w-tau,none,0.05,2.5,17,7.5,100.0,104.23273470109065,142.5,True,0.05,106.14609796603612,103.07835786352398,2,False,2,False,2,True,False,False,False,,,MOVING,MOVING,134,5,19,False,False,0.8947368421052632,0.8947368421052632,True,False,,,0.0,0.0,0.0,-1.7571524826858491,-86.35485790794884,False,40.26125094481316,43.77716303444742,84.03841397926058,1.7579560448171279,94.75703154644604,0.1,104.23273470109065,142.5,106.14609796603612,True,False,CURRENT_LOCAL_LIDAR
M1_PRE_CORRIDOR_55PCT,138,2.3166666666666633,w-tau,none,0.05,2.5,17,7.5,100.0,104.23319478326545,142.5,True,0.05,106.14653504410218,103.07856198699034,2,False,2,False,2,True,False,False,False,,,MOVING,MOVING,140,5,19,False,False,0.7894736842105263,0.7894736842105263,True,False,,,0.0,0.0,0.0,-1.7580573907572994,-81.47257295829957,False,40.26034562291885,43.77806835634173,84.03841397926058,1.7588613667114394,94.75744980296858,0.1,104.23319478326545,142.5,106.14653504410218,True,False,CURRENT_LOCAL_LIDAR
M1_PRE_CORRIDOR_55PCT,144,2.416666666666663,w-tau,none,0.05,2.5,17,7.5,100.0,104.23381664852101,142.5,True,0.05,106.14712581609496,103.07883788306026,2,False,2,False,2,True,False,False,False,,,MOVING,MOVING,148,5,19,False,False,0.6842105263157895,0.6842105263157895,True,False,,,0.0,0.0,0.0,-1.7592804768876116,-76.93573224906203,False,40.25912197745991,43.77929200180067,84.03841397926058,1.7600850121703786,94.7580151350191,0.1,104.23381664852101,142.5,106.14712581609496,True,False,CURRENT_LOCAL_LIDAR
M1_PRE_CORRIDOR_55PCT,150,2.5166666666666626,w-tau,none,0.05,2.5,17,7.5,100.0,104.23512509957969,142.5,True,0.05,106.14836884460071,103.07941836924259,2,False,2,False,2,True,False,False,False,,,MOVING,MOVING,155,5,19,False,False,0.5263157894736842,0.5263157894736842,True,False,,,0.0,0.0,0.0,-1.761853853879204,-72.63658904805315,False,40.25654742363915,43.781866555621434,84.03841397926058,1.762659565991143,94.75920463598153,0.1,104.23512509957969,142.5,106.14836884460071,True,False,CURRENT_LOCAL_LIDAR
M1_PRE_CORRIDOR_55PCT,156,2.6166666666666623,w-tau,none,0.05,2.5,17,7.5,100.0,104.23709605865726,142.5,True,0.05,106.1502412557244,103.08029272231445,2,False,2,False,2,True,False,False,False,,,MOVING,MOVING,162,5,19,False,False,0.5789473684210527,0.5263157894736842,True,False,,,0.0,0.0,0.0,-1.765729984175145,-68.38789655811775,False,40.25266952075286,43.78574445850772,84.03841397926058,1.7665374688774307,94.76099641696113,0.1,104.23709605865726,142.5,106.1502412557244,True,False,CURRENT_LOCAL_LIDAR
M1_PRE_CORRIDOR_55PCT,162,2.716666666666662,w-tau,none,0.05,2.5,17,7.5,100.0,104.23920702132675,142.5,True,0.05,106.15224667026041,103.18268574495815,2,False,2,False,2,True,False,False,False,,,MOVING,MOVING,172,5,19,False,False,0.6842105263157895,0.631578947368421,True,False,,,0.0,0.0,0.0,-1.7698811491071271,-64.04762977815983,False,40.24851645745464,43.78989752180594,84.03841397926058,1.7706905321756494,94.7629154739334,0.1,104.23920702132675,142.5,106.15224667026041,True,False,CURRENT_LOCAL_LIDAR
M1_PRE_CORRIDOR_55PCT,168,2.8166666666666615,w-tau,none,0.05,2.5,17,7.5,100.0,104.24075114401776,142.5,True,0.05,106.15371358681688,103.39508752843415,2,False,2,False,2,True,False,False,False,,,MOVING,MOVING,182,5,19,False,False,0.7894736842105263,0.7368421052631579,True,False,,,0.0,0.0,0.0,-1.772917438740551,-59.581514065527564,False,40.245478779297805,43.79293519996277,84.03841397926058,1.7737282103324823,94.76431922183433,0.1,104.24075114401776,142.5,106.15371358681688,True,False,CURRENT_LOCAL_LIDAR
M1_PRE_CORRIDOR_55PCT,174,2.916666666666661,w-tau,none,0.05,2.5,17,7.5,100.0,104.24176334345249,142.5,True,0.05,106.15467517627987,104.4067157049875,2,False,2,False,2,True,False,False,False,,,MOVING,MOVING,193,5,19,False,False,0.9473684210526315,0.8947368421052632,True,False,,,0.0,0.0,0.0,-1.7749076898365133,-55.045323758019336,False,40.243487618041556,43.79492636121903,84.03841397926058,1.7757193715887354,94.76523940313862,0.1,104.24176334345249,142.5,106.15467517627987,True,False,CURRENT_LOCAL_LIDAR
M1_PRE_CORRIDOR_55PCT,180,3.016666666666661,w-tau,none,0.05,2.5,17,7.5,100.0,104.24247418465197,142.5,True,0.05,106.15535047541937,105.79112769569366,3,True,4,True,4,True,True,True,True,180,3.016666666666661,FIXED_ANCHOR,CONFIRM_AND_FIX,192,5,19,True,True,1.0,1.0,True,True,180,3.016666666666661,0.0,0.0,0.0,-1.7763053486121192,-50.54493105295288,False,40.242089320103624,43.79632465915696,84.03841397926058,1.7771176695266675,94.76588562241088,0.1,104.24247418465197,142.5,106.15535047541937,True,False,CURRENT_LOCAL_LIDAR
M1_PRE_CORRIDOR_55PCT,186,3.1166666666666605,w-tau,none,0.05,2.5,17,7.5,100.0,104.24247418465197,142.5,True,0.05,106.15535047541937,105.79112769569366,3,True,4,True,4,True,True,True,True,180,3.016666666666661,FIXED_ANCHOR,FIXED_ANCHOR,192,5,19,True,True,1.0,1.0,True,True,180,3.016666666666661,0.0,0.0,4.379389510876091,-1.7763053486121192,-50.54493105295288,False,40.242089320103624,43.79632465915696,84.03841397926058,1.7771176695266675,94.76588562241088,0.1,104.24247418465197,142.5,106.15535047541937,True,False,CURRENT_LOCAL_LIDAR
M1_PRE_CORRIDOR_55PCT,192,3.21666666666666,w-tau,none,0.05,2.5,17,7.5,100.0,104.24247418465197,142.5,True,0.05,106.15535047541937,105.79112769569366,3,True,4,True,4,True,True,True,True,180,3.016666666666661,FIXED_ANCHOR,FIXED_ANCHOR,192,5,19,True,True,1.0,1.0,True,True,180,3.016666666666661,0.0,0.0,8.722341307814137,-1.7763053486121192,-50.54493105295288,False,40.242089320103624,43.79632465915696,84.03841397926058,1.7771176695266675,94.76588562241088,0.1,104.24247418465197,142.5,106.15535047541937,True,False,CURRENT_LOCAL_LIDAR
M1_PRE_CORRIDOR_55PCT,198,3.3166666666666598,w-tau,none,0.05,2.5,17,7.5,100.0,104.24247418465197,142.5,True,0.05,106.15535047541937,105.79112769569366,3,True,4,True,4,True,True,True,True,180,3.016666666666661,FIXED_ANCHOR,FIXED_ANCHOR,192,5,19,True,True,1.0,1.0,True,True,180,3.016666666666661,0.0,0.0,13.034774848586215,-1.7763053486121192,-50.54493105295288,False,40.242089320103624,43.79632465915696,84.03841397926058,1.7771176695266675,94.76588562241088,0.1,104.24247418465197,142.5,106.15535047541937,True,False,CURRENT_LOCAL_LIDAR
M1_PRE_CORRIDOR_55PCT,204,3.4166666666666594,w-tau,none,0.05,2.5,17,7.5,100.0,104.24247418465197,142.5,True,0.05,106.15535047541937,105.79112769569366,3,True,4,True,4,True,True,True,True,180,3.016666666666661,FIXED_ANCHOR,FIXED_ANCHOR,192,5,19,True,True,1.0,1.0,True,True,180,3.016666666666661,0.0,0.0,17.316910923474257,-1.7763053486121192,-50.54493105295288,False,40.242089320103624,43.79632465915696,84.03841397926058,1.7771176695266675,94.76588562241088,0.1,104.24247418465197,142.5,106.15535047541937,True,False,CURRENT_LOCAL_LIDAR
M1_PRE_CORRIDOR_55PCT,210,3.516666666666659,w-tau,none,0.05,2.5,17,7.5,100.0,104.24247418465197,142.5,True,0.05,106.15535047541937,105.79112769569366,3,True,4,True,4,True,True,True,True,180,3.016666666666661,FIXED_ANCHOR,FIXED_ANCHOR,192,5,19,True,True,1.0,1.0,True,True,180,3.016666666666661,0.0,0.0,21.571352620892146,-1.7763053486121192,-50.54493105295288,False,40.242089320103624,43.79632465915696,84.03841397926058,1.7771176695266675,94.76588562241088,0.1,104.24247418465197,142.5,106.15535047541937,True,False,CURRENT_LOCAL_LIDAR
M1_PRE_CORRIDOR_55PCT,216,3.6166666666666587,w-tau,none,0.05,2.5,17,7.5,100.0,104.24247418465197,142.5,True,0.05,106.15535047541937,105.79112769569366,3,True,4,True,4,True,True,True,True,180,3.016666666666661,FIXED_ANCHOR,FIXED_ANCHOR,192,5,19,True,True,1.0,1.0,True,True,180,3.016666666666661,0.0,0.0,25.814628051709832,-1.7763053486121192,-50.54493105295288,False,40.242089320103624,43.79632465915696,84.03841397926058,1.7771176695266675,94.76588562241088,0.1,104.24247418465197,142.5,106.15535047541937,True,False,CURRENT_LOCAL_LIDAR
M1_PRE_CORRIDOR_55PCT,222,3.7166666666666583,w-tau,none,0.05,2.5,17,7.5,100.0,104.24247418465197,142.5,True,0.05,106.15535047541937,105.79112769569366,3,True,4,True,4,True,True,True,True,180,3.016666666666661,FIXED_ANCHOR,FIXED_ANCHOR,192,5,19,True,True,1.0,1.0,True,True,180,3.016666666666661,0.0,0.0,30.046350849143593,-1.7763053486121192,-50.54493105295288,False,40.242089320103624,43.79632465915696,84.03841397926058,1.7771176695266675,94.76588562241088,0.1,104.24247418465197,142.5,106.15535047541937,True,False,CURRENT_LOCAL_LIDAR
M1_PRE_CORRIDOR_55PCT,228,3.816666666666658,w-tau,none,0.05,2.5,17,7.5,100.0,104.24247418465197,142.5,True,0.05,106.15535047541937,105.79112769569366,3,True,4,True,4,True,True,True,True,180,3.016666666666661,FIXED_ANCHOR,FIXED_ANCHOR,192,5,19,True,True,1.0,1.0,True,True,180,3.016666666666661,0.0,0.0,34.15362154428538,-1.7763053486121192,-50.54493105295288,False,40.242089320103624,43.79632465915696,84.03841397926058,1.7771176695266675,94.76588562241088,0.1,104.24247418465197,142.5,106.15535047541937,True,False,CURRENT_LOCAL_LIDAR
M1_PRE_CORRIDOR_55PCT,234,3.9166666666666576,w-tau,none,0.05,2.5,17,7.5,100.0,104.24247418465197,142.5,True,0.05,106.15535047541937,105.79112769569366,3,True,4,True,4,True,True,True,True,180,3.016666666666661,FIXED_ANCHOR,FIXED_ANCHOR,192,5,19,True,True,1.0,1.0,True,True,180,3.016666666666661,0.0,0.0,38.20720310178152,-1.7763053486121192,-50.54493105295288,False,40.242089320103624,43.79632465915696,84.03841397926058,1.7771176695266675,94.76588562241088,0.1,104.24247418465197,142.5,106.15535047541937,True,False,CURRENT_LOCAL_LIDAR
