case,noise_model,threshold_alpha,threshold,junction_detected,current_junction_evidence,junction_confirmed,confirmation_frame,confirmation_time,system_state,state_transition,anchor_stop_on_detect,anchor_fixed,anchor_fix_frame,anchor_fix_time,anchor_fix_x_eval_only,anchor_fix_y_eval_only,post_fix_max_position_drift,post_fix_max_normal_motion,adaptive_worst_wall_range,adaptive_lower_bound,left_lateral_range,right_lateral_range,adaptive_fallback_used,runtime_gt_map_used
M1_PRE_CORRIDOR_55PCT,none,0.05,106.15535047541937,True,True,True,180,3.016666666666661,FIXED_ANCHOR,FIXED_ANCHOR,True,True,180,3.016666666666661,-1.7763053486121192,-50.54493105295288,0.0,38.20720310178152,94.76588562241088,104.24247418465197,40.242089320103624,43.79632465915696,False,False
