frame,time,map_case,left_wall_range,right_wall_range,width_observation,estimated_corridor_width,estimated_offset,corridor_model_initialized,corridor_model_update_enabled,corridor_model_frozen,opening_candidate_count,opening_group_count,junction_detected,opening_groups_json,leader_speed,lidar_x_eval,lidar_y_eval,GT_corridor_width_eval_only,GT_phase_eval_only,GT_opening_within_sensor_range_eval_only,profile_max_error,nan_inf_state_count
228,3.816666666666658,M1_CROSS_BASELINE,150.0,150.0,nan,84.0,1.5570877890311294,True,False,True,234,2,True,"[{""group_id"":0,""start_angle_deg"":-163.5,""end_angle_deg"":-16.5,""center_angle_deg"":-90.0,""angular_width_deg"":147.0,""beam_count"":147,""mean_range"":102.93592874587672,""max_range"":150.0,""mean_delta_range"":37.373046117502405,""max_delta_range"":106.44291221096887},{""group_id"":1,""start_angle_deg"":33.5,""end_angle_deg"":120.5,""center_angle_deg"":77.0,""angular_width_deg"":87.0,""beam_count"":87,""mean_range"":113.14701340264166,""max_range"":150.0,""mean_delta_range"":66.266868759881,""max_delta_range"":109.55708778903113}]",41.77382985869332,-1.8062345002971665,-18.135405184606366,84.0,BOUNDARY_CROSSING,True,109.55708778903113,0
234,3.9166666666666576,M1_CROSS_BASELINE,150.0,150.0,nan,84.0,1.5570877890311294,True,False,True,236,2,True,"[{""group_id"":0,""start_angle_deg"":-163.5,""end_angle_deg"":-16.5,""center_angle_deg"":-90.0,""angular_width_deg"":147.0,""beam_count"":147,""mean_range"":103.32815115409151,""max_range"":150.0,""mean_delta_range"":37.76526852571717,""max_delta_range"":106.44291221096887},{""group_id"":1,""start_angle_deg"":35.5,""end_angle_deg"":124.5,""center_angle_deg"":80.0,""angular_width_deg"":89.0,""beam_count"":89,""mean_range"":111.85322364292662,""max_range"":150.0,""mean_delta_range"":65.4755172687517,""max_delta_range"":109.55708778903113}]",41.24932811288763,-1.8113510601574565,-13.981047055335805,84.0,BOUNDARY_CROSSING,True,109.55708778903113,0
240,4.016666666666658,M1_CROSS_BASELINE,150.0,150.0,nan,84.0,1.5570877890311294,True,False,True,238,2,True,"[{""group_id"":0,""start_angle_deg"":-163.5,""end_angle_deg"":-16.5,""center_angle_deg"":-90.0,""angular_width_deg"":147.0,""beam_count"":147,""mean_range"":103.61194557043537,""max_range"":150.0,""mean_delta_range"":38.049062942061035,""max_delta_range"":106.44291221096887},{""group_id"":1,""start_angle_deg"":37.5,""end_angle_deg"":128.5,""center_angle_deg"":83.0,""angular_width_deg"":91.0,""beam_count"":91,""mean_range"":110.60557833456777,""max_range"":150.0,""mean_delta_range"":64.52938732349087,""max_delta_range"":109.55708778903113}]",39.93438919018911,-1.815350823593585,-9.928032599734566,84.0,BOUNDARY_CROSSING,True,109.55708778903113,0
246,4.116666666666657,M1_CROSS_BASELINE,150.0,150.0,nan,84.0,1.5570877890311294,True,False,True,238,2,True,"[{""group_id"":0,""start_angle_deg"":-163.5,""end_angle_deg"":-16.5,""center_angle_deg"":-90.0,""angular_width_deg"":147.0,""beam_count"":147,""mean_range"":103.80290545192823,""max_range"":150.0,""mean_delta_range"":38.24002282355389,""max_delta_range"":106.44291221096887},{""group_id"":1,""start_angle_deg"":40.5,""end_angle_deg"":131.5,""center_angle_deg"":86.0,""angular_width_deg"":91.0,""beam_count"":91,""mean_range"":110.55554178132458,""max_range"":150.0,""mean_delta_range"":64.85792707308563,""max_delta_range"":109.55708778903113}]",38.34338194765643,-1.8183502283766568,-6.027925845171469,84.0,BOUNDARY_CROSSING,True,109.55708778903113,0
252,4.216666666666657,M1_CROSS_BASELINE,150.0,150.0,nan,84.0,1.5570877890311294,True,False,True,239,2,True,"[{""group_id"":0,""start_angle_deg"":-163.5,""end_angle_deg"":-16.5,""center_angle_deg"":-90.0,""angular_width_deg"":147.0,""beam_count"":147,""mean_range"":103.89486846591461,""max_range"":150.0,""mean_delta_range"":38.33198583754028,""max_delta_range"":106.44291221096887},{""group_id"":1,""start_angle_deg"":42.5,""end_angle_deg"":134.5,""center_angle_deg"":88.5,""angular_width_deg"":92.0,""beam_count"":92,""mean_range"":109.99061690311446,""max_range"":150.0,""mean_delta_range"":64.31301912415597,""max_delta_range"":109.55708778903113}]",37.17688937539443,-1.8207550837581985,-2.2677389563463963,84.0,BOUNDARY_CROSSING,True,109.55708778903113,0
258,4.316666666666657,M1_CROSS_BASELINE,150.0,150.0,nan,84.0,1.5570877890311294,True,False,True,240,2,True,"[{""group_id"":0,""start_angle_deg"":-163.5,""end_angle_deg"":-16.5,""center_angle_deg"":-90.0,""angular_width_deg"":147.0,""beam_count"":147,""mean_range"":103.90646035095942,""max_range"":150.0,""mean_delta_range"":38.34357772258508,""max_delta_range"":106.44291221096887},{""group_id"":1,""start_angle_deg"":44.5,""end_angle_deg"":137.5,""center_angle_deg"":91.0,""angular_width_deg"":93.0,""beam_count"":93,""mean_range"":109.4351347015351,""max_range"":150.0,""mean_delta_range"":63.63369480245126,""max_delta_range"":109.55708778903113}]",36.92300379855711,-1.823326474573939,1.4270818585469267,84.0,BOUNDARY_CROSSING,True,109.55708778903113,0
264,4.416666666666656,M1_CROSS_BASELINE,150.0,150.0,nan,84.0,1.5570877890311294,True,False,True,239,2,True,"[{""group_id"":0,""start_angle_deg"":-163.5,""end_angle_deg"":-16.5,""center_angle_deg"":-90.0,""angular_width_deg"":147.0,""beam_count"":147,""mean_range"":103.83434430800104,""max_range"":150.0,""mean_delta_range"":38.27146167962671,""max_delta_range"":106.44291221096887},{""group_id"":1,""start_angle_deg"":47.5,""end_angle_deg"":139.5,""center_angle_deg"":93.5,""angular_width_deg"":92.0,""beam_count"":92,""mean_range"":109.99439955114295,""max_range"":150.0,""mean_delta_range"":64.20196210764928,""max_delta_range"":109.55708778903113}]",37.537386960409485,-1.8264483557865756,5.149722046101446,84.0,BOUNDARY_CROSSING,True,109.55708778903113,0
270,4.516666666666656,M1_CROSS_BASELINE,150.0,150.0,nan,84.0,1.5570877890311294,True,False,True,238,2,True,"[{""group_id"":0,""start_angle_deg"":-163.5,""end_angle_deg"":-16.5,""center_angle_deg"":-90.0,""angular_width_deg"":147.0,""beam_count"":147,""mean_range"":103.68011668172637,""max_range"":150.0,""mean_delta_range"":38.117234053352064,""max_delta_range"":106.44291221096887},{""group_id"":1,""start_angle_deg"":50.5,""end_angle_deg"":141.5,""center_angle_deg"":96.0,""angular_width_deg"":91.0,""beam_count"":91,""mean_range"":110.5559589400362,""max_range"":150.0,""mean_delta_range"":64.6297665481021,""max_delta_range"":109.55708778903113}]",38.531155473326535,-1.829693447035613,8.960875785536834,84.0,BOUNDARY_CROSSING,True,109.55708778903113,0
276,4.616666666666656,M1_CROSS_BASELINE,150.0,150.0,nan,84.0,1.5570877890311294,True,False,True,236,2,True,"[{""group_id"":0,""start_angle_deg"":-163.5,""end_angle_deg"":-16.5,""center_angle_deg"":-90.0,""angular_width_deg"":147.0,""beam_count"":147,""mean_range"":103.43265782887869,""max_range"":150.0,""mean_delta_range"":37.86977520050436,""max_delta_range"":106.44291221096887},{""group_id"":1,""start_angle_deg"":54.5,""end_angle_deg"":143.5,""center_angle_deg"":99.0,""angular_width_deg"":89.0,""beam_count"":89,""mean_range"":111.78945010685084,""max_range"":150.0,""mean_delta_range"":65.6301022990364,""max_delta_range"":109.55708778903113}]",39.33602530565073,-1.8321971877937913,12.864312223474661,84.0,JUNCTION_REGION,True,109.55708778903113,0
282,4.716666666666655,M1_CROSS_BASELINE,150.0,150.0,nan,84.0,1.5570877890311294,True,False,True,234,2,True,"[{""group_id"":0,""start_angle_deg"":-163.5,""end_angle_deg"":-16.5,""center_angle_deg"":-90.0,""angular_width_deg"":147.0,""beam_count"":147,""mean_range"":103.09131635480898,""max_range"":150.0,""mean_delta_range"":37.528433726434656,""max_delta_range"":106.44291221096887},{""group_id"":1,""start_angle_deg"":58.5,""end_angle_deg"":145.5,""center_angle_deg"":102.0,""angular_width_deg"":87.0,""beam_count"":87,""mean_range"":113.10075705245697,""max_range"":150.0,""mean_delta_range"":66.50959712396573,""max_delta_range"":109.55708778903113}]",39.57782147389644,-1.833706319470546,16.81749188960111,84.0,JUNCTION_REGION,True,109.55708778903113,0
288,4.816666666666655,M1_CROSS_BASELINE,150.0,150.0,nan,84.0,1.5570877890311294,True,False,True,232,2,True,"[{""group_id"":0,""start_angle_deg"":-163.5,""end_angle_deg"":-16.5,""center_angle_deg"":-90.0,""angular_width_deg"":147.0,""beam_count"":147,""mean_range"":102.66801525650116,""max_range"":150.0,""mean_delta_range"":37.105132628126825,""max_delta_range"":106.44291221096887},{""group_id"":1,""start_angle_deg"":62.5,""end_angle_deg"":147.5,""center_angle_deg"":105.0,""angular_width_deg"":85.0,""beam_count"":85,""mean_range"":114.50285107301657,""max_range"":150.0,""mean_delta_range"":67.27832763758768,""max_delta_range"":109.55708778903113}]",39.13252269373438,-1.8343746937264964,20.754671603358656,84.0,JUNCTION_REGION,True,109.55708778903113,0
294,4.9166666666666545,M1_CROSS_BASELINE,150.0,150.0,nan,84.0,1.5570877890311294,True,False,True,229,2,True,"[{""group_id"":0,""start_angle_deg"":-163.5,""end_angle_deg"":-16.5,""center_angle_deg"":-90.0,""angular_width_deg"":147.0,""beam_count"":147,""mean_range"":102.16489225666653,""max_range"":150.0,""mean_delta_range"":36.602009628292194,""max_delta_range"":106.44291221096887},{""group_id"":1,""start_angle_deg"":66.5,""end_angle_deg"":148.5,""center_angle_deg"":107.5,""angular_width_deg"":82.0,""beam_count"":82,""mean_range"":116.45153774919001,""max_range"":150.0,""mean_delta_range"":68.75492311493387,""max_delta_range"":109.55708778903113}]",38.13783667855044,-1.8344109647202567,24.613194843298675,84.0,JUNCTION_REGION,True,109.55708778903113,0
300,5.016666666666654,M1_CROSS_BASELINE,150.0,150.0,nan,84.0,1.5570877890311294,True,False,True,226,2,True,"[{""group_id"":0,""start_angle_deg"":-163.5,""end_angle_deg"":-16.5,""center_angle_deg"":-90.0,""angular_width_deg"":147.0,""beam_count"":147,""mean_range"":101.61669579436837,""max_range"":150.0,""mean_delta_range"":36.05381316599404,""max_delta_range"":106.44291221096887},{""group_id"":1,""start_angle_deg"":71.5,""end_angle_deg"":150.5,""center_angle_deg"":111.0,""angular_width_deg"":79.0,""beam_count"":79,""mean_range"":119.04092611002189,""max_range"":150.0,""mean_delta_range"":70.25806850497983,""max_delta_range"":109.55708778903113}]",36.94596903561136,-1.833979205388548,28.357210616952422,84.0,JUNCTION_REGION,True,109.55708778903113,0
306,5.116666666666654,M1_CROSS_BASELINE,150.0,150.0,nan,84.0,1.5570877890311294,True,False,True,222,2,True,"[{""group_id"":0,""start_angle_deg"":-163.5,""end_angle_deg"":-16.5,""center_angle_deg"":-90.0,""angular_width_deg"":147.0,""beam_count"":147,""mean_range"":101.0125762185939,""max_range"":150.0,""mean_delta_range"":35.44969359021958,""max_delta_range"":106.44291221096887},{""group_id"":1,""start_angle_deg"":76.5,""end_angle_deg"":151.5,""center_angle_deg"":114.0,""angular_width_deg"":75.0,""beam_count"":75,""mean_range"":122.40929595041986,""max_range"":150.0,""mean_delta_range"":72.71826140718272,""max_delta_range"":109.55708778903113}]",36.03795609491527,-1.8332962596922764,31.994596712151807,84.0,JUNCTION_REGION,True,109.55708778903113,0
312,5.2166666666666535,M1_CROSS_BASELINE,150.0,150.0,nan,84.0,1.5570877890311294,True,False,True,219,2,True,"[{""group_id"":0,""start_angle_deg"":-163.5,""end_angle_deg"":-16.5,""center_angle_deg"":-90.0,""angular_width_deg"":147.0,""beam_count"":147,""mean_range"":100.34743444691452,""max_range"":150.0,""mean_delta_range"":34.78455181854021,""max_delta_range"":106.44291221096887},{""group_id"":1,""start_angle_deg"":80.5,""end_angle_deg"":152.5,""center_angle_deg"":116.5,""angular_width_deg"":72.0,""beam_count"":72,""mean_range"":124.93592557103835,""max_range"":150.0,""mean_delta_range"":74.271295577147,""max_delta_range"":109.55708778903113}]",35.78626561457183,-1.8328511020770466,35.57769393913548,84.0,JUNCTION_REGION,True,109.55708778903113,0
318,5.316666666666653,M1_CROSS_BASELINE,150.0,150.0,nan,84.0,1.5570877890311294,True,False,True,214,2,True,"[{""group_id"":0,""start_angle_deg"":-163.5,""end_angle_deg"":-16.5,""center_angle_deg"":-90.0,""angular_width_deg"":147.0,""beam_count"":147,""mean_range"":99.70505758812786,""max_range"":150.0,""mean_delta_range"":34.14217495975353,""max_delta_range"":106.44291221096887},{""group_id"":1,""start_angle_deg"":86.5,""end_angle_deg"":153.5,""center_angle_deg"":120.0,""angular_width_deg"":67.0,""beam_count"":67,""mean_range"":130.39298606766442,""max_range"":150.0,""mean_delta_range"":78.26466158547417,""max_delta_range"":109.55708778903113}]",36.239110823469886,-1.8330791050619544,39.17775591101743,84.0,JUNCTION_REGION,True,109.55708778903113,0
324,5.416666666666653,M1_CROSS_BASELINE,40.166113914445184,43.833886085554816,84.0,84.0,1.5570877890311294,True,False,True,124,2,True,"[{""group_id"":0,""start_angle_deg"":-152.5,""end_angle_deg"":-91.5,""center_angle_deg"":-122.0,""angular_width_deg"":61.0,""beam_count"":61,""mean_range"":134.5436996947572,""max_range"":150.0,""mean_delta_range"":77.66475245028384,""max_delta_range"":106.13939521908654},{""group_id"":1,""start_angle_deg"":91.5,""end_angle_deg"":154.5,""center_angle_deg"":123.0,""angular_width_deg"":63.0,""beam_count"":63,""mean_range"":133.2825169754208,""max_range"":150.0,""mean_delta_range"":79.95875188227427,""max_delta_range"":109.80940305981244}]",37.079498830915966,-1.8338860855548131,42.84965643581702,84.0,JUNCTION_REGION,True,109.80940305981244,0
330,5.516666666666652,M1_CROSS_BASELINE,40.16587097430174,43.83412902569826,84.0,84.0,1.5570877890311294,True,False,True,117,2,True,"[{""group_id"":0,""start_angle_deg"":-153.5,""end_angle_deg"":-95.5,""center_angle_deg"":-124.5,""angular_width_deg"":58.0,""beam_count"":58,""mean_range"":135.26608068111253,""max_range"":150.0,""mean_delta_range"":76.8093546691336,""max_delta_range"":105.92442033720494},{""group_id"":1,""start_angle_deg"":96.5,""end_angle_deg"":155.5,""center_angle_deg"":126.0,""angular_width_deg"":59.0,""beam_count"":59,""mean_range"":133.758858151481,""max_range"":150.0,""mean_delta_range"":78.62265955327868,""max_delta_range"":109.53249034527863}]",37.785622538200116,-1.8341290256982603,46.601866391816394,84.0,JUNCTION_REGION,True,109.53249034527863,0
336,5.616666666666652,M1_CROSS_BASELINE,40.16610098116376,43.83389901883624,84.0,84.0,1.5570877890311294,True,False,True,109,2,True,"[{""group_id"":0,""start_angle_deg"":-154.5,""end_angle_deg"":-100.5,""center_angle_deg"":-127.5,""angular_width_deg"":54.0,""beam_count"":54,""mean_range"":135.7672283110953,""max_range"":150.0,""mean_delta_range"":75.2288677781402,""max_delta_range"":105.34567526453054},{""group_id"":1,""start_angle_deg"":101.5,""end_angle_deg"":156.5,""center_angle_deg"":129.0,""angular_width_deg"":55.0,""beam_count"":55,""mean_range"":134.26392544566397,""max_range"":150.0,""mean_delta_range"":77.02015282469729,""max_delta_range"":108.93656442950821}]",37.94115682607957,-1.8338990188362434,50.39502226430847,84.0,JUNCTION_REGION,True,108.93656442950821,0
342,5.716666666666652,M1_CROSS_BASELINE,40.16645614102892,43.83354385897108,84.0,84.0,1.5570877890311294,True,False,True,101,2,True,"[{""group_id"":0,""start_angle_deg"":-155.5,""end_angle_deg"":-105.5,""center_angle_deg"":-130.5,""angular_width_deg"":50.0,""beam_count"":50,""mean_range"":136.2490470989574,""max_range"":150.0,""mean_delta_range"":73.29393929124609,""max_delta_range"":104.39998905169759},{""group_id"":1,""start_angle_deg"":106.5,""end_angle_deg"":157.5,""center_angle_deg"":132.0,""angular_width_deg"":51.0,""beam_count"":51,""mean_range"":134.7487211157084,""max_range"":150.0,""mean_delta_range"":75.05887562275791,""max_delta_range"":107.99826792602349}]",37.41455652962392,-1.8335438589710866,54.1635687908113,84.0,JUNCTION_REGION,True,107.99826792602349,0
348,5.816666666666651,M1_CROSS_BASELINE,40.16677276293948,43.83322723706052,84.0,84.0,1.5570877890311294,True,False,True,94,2,True,"[{""group_id"":0,""start_angle_deg"":-156.5,""end_angle_deg"":-109.5,""center_angle_deg"":-133.0,""angular_width_deg"":47.0,""beam_count"":47,""mean_range"":136.96452281328604,""max_range"":150.0,""mean_delta_range"":71.6109675488534,""max_delta_range"":103.35365387843446},{""group_id"":1,""start_angle_deg"":111.5,""end_angle_deg"":158.5,""center_angle_deg"":135.0,""angular_width_deg"":47.0,""beam_count"":47,""mean_range"":135.18074643823203,""max_range"":150.0,""mean_delta_range"":72.65002609181856,""max_delta_range"":106.67874007393411}]",36.41491005284955,-1.833227237060522,57.848952666209065,84.0,JUNCTION_REGION,True,106.67874007393411,0
354,5.916666666666651,M1_CROSS_BASELINE,40.166954419839506,43.833045580160494,84.0,84.0,1.5570877890311294,True,False,True,87,2,True,"[{""group_id"":0,""start_angle_deg"":-157.5,""end_angle_deg"":-113.5,""center_angle_deg"":-135.5,""angular_width_deg"":44.0,""beam_count"":44,""mean_range"":137.63516897332445,""max_range"":150.0,""mean_delta_range"":69.56028626330621,""max_delta_range"":102.0187581105472},{""group_id"":1,""start_angle_deg"":115.5,""end_angle_deg"":158.5,""center_angle_deg"":137.0,""angular_width_deg"":43.0,""beam_count"":43,""mean_range"":136.4534646132914,""max_range"":150.0,""mean_delta_range"":72.18108395853747,""max_delta_range"":105.3101685695081}]",35.39078071386478,-1.833045580160494,61.428790127162216,84.0,JUNCTION_REGION,True,105.3101685695081,0
360,6.016666666666651,M1_CROSS_BASELINE,40.16685403038293,43.83314596961707,84.0,84.0,1.5570877890311294,True,False,True,80,2,True,"[{""group_id"":0,""start_angle_deg"":-157.5,""end_angle_deg"":-117.5,""center_angle_deg"":-137.5,""angular_width_deg"":40.0,""beam_count"":40,""mean_range"":138.85546338243216,""max_range"":150.0,""mean_delta_range"":68.83066615624475,""max_delta_range"":100.35589164733074},{""group_id"":1,""start_angle_deg"":119.5,""end_angle_deg"":159.5,""center_angle_deg"":139.5,""angular_width_deg"":40.0,""beam_count"":40,""mean_range"":137.10204767093487,""max_range"":150.0,""mean_delta_range"":69.7370118308408,""max_delta_range"":103.61931202611603}]",34.81132637920174,-1.8331459696170724,64.92912421186217,84.0,JUNCTION_REGION,True,103.61931202611603,0
366,6.11666666666665,M1_CROSS_BASELINE,40.166413221452615,43.833586778547385,84.0,84.0,1.5570877890311294,True,False,True,74,2,True,"[{""group_id"":0,""start_angle_deg"":-158.5,""end_angle_deg"":-121.5,""center_angle_deg"":-140.0,""angular_width_deg"":37.0,""beam_count"":37,""mean_range"":139.50619593144683,""max_range"":150.0,""mean_delta_range"":66.08678868977567,""max_delta_range"":98.31238112883861},{""group_id"":1,""start_angle_deg"":123.5,""end_angle_deg"":160.5,""center_angle_deg"":142.0,""angular_width_deg"":37.0,""beam_count"":37,""mean_range"":137.7699385113227,""max_range"":150.0,""mean_delta_range"":66.8641380858978,""max_delta_range"":101.55055144525929}]",34.873749184556104,-1.8335867785473887,68.4088239945905,84.0,JUNCTION_REGION,True,101.55055144525929,0
372,6.21666666666665,M1_CROSS_BASELINE,40.16583914783293,43.83416085216707,84.0,84.0,1.5570877890311294,True,False,True,68,2,True,"[{""group_id"":0,""start_angle_deg"":-158.5,""end_angle_deg"":-124.5,""center_angle_deg"":-141.5,""angular_width_deg"":34.0,""beam_count"":34,""mean_range"":141.0428787382086,""max_range"":150.0,""mean_delta_range"":65.75683304699115,""max_delta_range"":96.48837031199223},{""group_id"":1,""start_angle_deg"":126.5,""end_angle_deg"":160.5,""center_angle_deg"":143.5,""angular_width_deg"":34.0,""beam_count"":34,""mean_range"":139.37433359218946,""max_range"":150.0,""mean_delta_range"":66.54059182602904,""max_delta_range"":99.70692056323111}]",35.438954183051735,-1.8341608521670658,71.92632013107217,84.0,JUNCTION_REGION,True,99.70692056323111,0
378,6.3166666666666496,M1_CROSS_BASELINE,40.165433318107134,43.834566681892866,84.0,84.0,1.5570877890311294,True,False,True,64,2,True,"[{""group_id"":0,""start_angle_deg"":-159.5,""end_angle_deg"":-127.5,""center_angle_deg"":-143.5,""angular_width_deg"":32.0,""beam_count"":32,""mean_range"":142.08914696146522,""max_range"":150.0,""mean_delta_range"":63.3552405256537,""max_delta_range"":94.37313643086438},{""group_id"":1,""start_angle_deg"":129.5,""end_angle_deg"":161.5,""center_angle_deg"":145.5,""angular_width_deg"":32.0,""beam_count"":32,""mean_range"":140.50597940120565,""max_range"":150.0,""mean_delta_range"":64.04516743755366,""max_delta_range"":97.56775056735339}]",36.16676152485643,-1.8345666818928648,75.51287575937918,84.0,JUNCTION_REGION,True,97.56775056735339,0
384,6.416666666666649,M1_CROSS_BASELINE,40.16534724296994,43.83465275703006,84.0,84.0,1.5570877890311294,True,False,True,59,2,True,"[{""group_id"":0,""start_angle_deg"":-160.5,""end_angle_deg"":-130.5,""center_angle_deg"":-145.5,""angular_width_deg"":30.0,""beam_count"":30,""mean_range"":143.21165522317838,""max_range"":150.0,""mean_delta_range"":60.59831531914036,""max_delta_range"":91.91851553800188},{""group_id"":1,""start_angle_deg"":132.5,""end_angle_deg"":161.5,""center_angle_deg"":147.0,""angular_width_deg"":29.0,""beam_count"":29,""mean_range"":142.22398460372784,""max_range"":150.0,""mean_delta_range"":63.36049530966362,""max_delta_range"":95.08081773012645}]",36.72013557997904,-1.834652757030057,79.16432582329324,84.0,JUNCTION_REGION,True,95.08081773012645,0
390,6.516666666666649,M1_CROSS_BASELINE,40.165444785857005,43.834555214142995,84.0,84.0,1.5570877890311294,True,False,True,55,2,True,"[{""group_id"":0,""start_angle_deg"":-160.5,""end_angle_deg"":-132.5,""center_angle_deg"":-146.5,""angular_width_deg"":28.0,""beam_count"":28,""mean_range"":145.01358212744967,""max_range"":150.0,""mean_delta_range"":60.68043517492663,""max_delta_range"":90.06380891065967},{""group_id"":1,""start_angle_deg"":135.5,""end_angle_deg"":162.5,""center_angle_deg"":149.0,""angular_width_deg"":27.0,""beam_count"":27,""mean_range"":143.47029765326826,""max_range"":150.0,""mean_delta_range"":60.156724245817344,""max_delta_range"":92.17957129154351}]",36.88084406280701,-1.8345552141429924,82.84940084258946,84.0,JUNCTION_REGION,True,92.17957129154351,0
396,6.6166666666666485,M1_CROSS_BASELINE,40.165599315262924,43.834400684737076,84.0,84.0,1.5570877890311294,True,False,True,51,2,True,"[{""group_id"":0,""start_angle_deg"":-161.5,""end_angle_deg"":-135.5,""center_angle_deg"":-148.5,""angular_width_deg"":26.0,""beam_count"":26,""mean_range"":146.12350328560103,""max_range"":150.0,""mean_delta_range"":57.15829847930781,""max_delta_range"":86.89790183371231},{""group_id"":1,""start_angle_deg"":137.5,""end_angle_deg"":162.5,""center_angle_deg"":150.0,""angular_width_deg"":25.0,""beam_count"":25,""mean_range"":145.37397672523264,""max_range"":150.0,""mean_delta_range"":60.063556604974956,""max_delta_range"":89.97345371208161}]",36.59632494425326,-1.834400684737077,86.52419192053175,84.0,JUNCTION_REGION,True,89.97345371208161,0
402,6.716666666666648,M1_CROSS_BASELINE,40.1657642797568,43.8342357202432,84.0,84.0,1.5570877890311294,True,False,True,47,2,True,"[{""group_id"":0,""start_angle_deg"":-161.5,""end_angle_deg"":-137.5,""center_angle_deg"":-149.5,""angular_width_deg"":24.0,""beam_count"":24,""mean_range"":147.64718024079357,""max_range"":150.0,""mean_delta_range"":56.57586641517656,""max_delta_range"":84.49076263485898},{""group_id"":1,""start_angle_deg"":140.5,""end_angle_deg"":163.5,""center_angle_deg"":152.0,""angular_width_deg"":23.0,""beam_count"":23,""mean_range"":146.55101872407246,""max_range"":150.0,""mean_delta_range"":55.83745559690679,""max_delta_range"":86.1759687895192}]",36.00993335499885,-1.834235720243203,90.15105205520314,84.0,JUNCTION_REGION,True,86.1759687895192,0
408,6.816666666666648,M1_CROSS_BASELINE,40.165915331140724,43.834084668859276,84.0,84.0,1.5570877890311294,True,False,True,44,2,True,"[{""group_id"":0,""start_angle_deg"":-162.5,""end_angle_deg"":-139.5,""center_angle_deg"":-151.0,""angular_width_deg"":23.0,""beam_count"":23,""mean_range"":148.61501492448625,""max_range"":150.0,""mean_delta_range"":53.17019635229559,""max_delta_range"":81.80627005203894},{""group_id"":1,""start_angle_deg"":142.5,""end_angle_deg"":163.5,""center_angle_deg"":153.0,""angular_width_deg"":21.0,""beam_count"":21,""mean_range"":148.09818267052043,""max_range"":150.0,""mean_delta_range"":54.89078904807302,""max_delta_range"":83.2587027808496}]",35.4006795584658,-1.834084668859273,93.71541703120357,84.0,JUNCTION_REGION,True,83.2587027808496,0
414,6.916666666666647,M1_CROSS_BASELINE,40.165920818997115,43.834079181002885,84.0,84.0,1.5570877890311294,True,False,True,41,2,True,"[{""group_id"":0,""start_angle_deg"":-162.5,""end_angle_deg"":-141.5,""center_angle_deg"":-152.0,""angular_width_deg"":21.0,""beam_count"":21,""mean_range"":149.56938360368332,""max_range"":150.0,""mean_delta_range"":51.59872695473332,""max_delta_range"":78.8016532822416},{""group_id"":1,""start_angle_deg"":143.5,""end_angle_deg"":163.5,""center_angle_deg"":153.5,""angular_width_deg"":20.0,""beam_count"":20,""mean_range"":149.32754008736475,""max_range"":150.0,""mean_delta_range"":54.79682872905287,""max_delta_range"":81.66565397423216}]",35.046222688199514,-1.8340791810028827,97.2319918051631,84.0,JUNCTION_REGION,True,81.66565397423216,0
420,7.016666666666647,M1_CROSS_BASELINE,40.16572541477474,43.83427458522526,84.0,84.0,1.5570877890311294,True,False,True,38,2,True,"[{""group_id"":0,""start_angle_deg"":-162.5,""end_angle_deg"":-143.5,""center_angle_deg"":-153.0,""angular_width_deg"":19.0,""beam_count"":19,""mean_range"":150.0,""max_range"":150.0,""mean_delta_range"":49.2969733289495,""max_delta_range"":75.42467778110573},{""group_id"":1,""start_angle_deg"":145.5,""end_angle_deg"":164.5,""center_angle_deg"":155.0,""angular_width_deg"":19.0,""beam_count"":19,""mean_range"":149.88115739279343,""max_range"":150.0,""mean_delta_range"":49.98833285852904,""max_delta_range"":78.17196862571427}]",35.04967579132799,-1.8342745852252555,100.73405925929545,84.0,JUNCTION_REGION,True,78.17196862571427,0
426,7.116666666666647,M1_CROSS_BASELINE,40.1654816504334,43.8345183495666,84.0,84.0,1.5570877890311294,True,False,True,36,2,True,"[{""group_id"":0,""start_angle_deg"":-163.5,""end_angle_deg"":-144.5,""center_angle_deg"":-154.0,""angular_width_deg"":19.0,""beam_count"":19,""mean_range"":150.0,""max_range"":150.0,""mean_delta_range"":45.330538322902115,""max_delta_range"":73.57684944585387},{""group_id"":1,""start_angle_deg"":147.5,""end_angle_deg"":164.5,""center_angle_deg"":156.0,""angular_width_deg"":17.0,""beam_count"":17,""mean_range"":150.0,""max_range"":150.0,""mean_delta_range"":46.9189660952605,""max_delta_range"":74.20452630920488}]",35.31775784494842,-1.8345183495665998,104.25323428091595,84.0,JUNCTION_REGION,False,74.20452630920488,0
432,7.216666666666646,M1_CROSS_BASELINE,40.16537274813374,43.83462725186626,84.0,84.0,1.5570877890311294,True,False,True,33,2,True,"[{""group_id"":0,""start_angle_deg"":-163.5,""end_angle_deg"":-146.5,""center_angle_deg"":-155.0,""angular_width_deg"":17.0,""beam_count"":17,""mean_range"":150.0,""max_range"":150.0,""mean_delta_range"":42.122807393025596,""max_delta_range"":69.51618515434392},{""group_id"":1,""start_angle_deg"":148.5,""end_angle_deg"":164.5,""center_angle_deg"":156.5,""angular_width_deg"":16.0,""beam_count"":16,""mean_range"":150.0,""max_range"":150.0,""mean_delta_range"":45.21390269345543,""max_delta_range"":72.01475054995075}]",35.662082691485,-1.8346272518662574,107.80526472297903,84.0,JUNCTION_REGION,False,72.01475054995075,0
