map_case,frame,timestamp,profile_junction_detected,junction_detection_latched,active_junction_phase,active_viewpoint_state,viewpoint_scan_index,viewpoint_step_fraction,viewpoint_step_target,viewpoint_step_progress,viewpoint_cumulative_advance,trusted_corridor_width,trusted_corridor_orientation_deg,trusted_corridor_sign_source,local_forward_propulsion_active,leader_braking_active,leader_speed,follower_mean_speed,stationary_dwell_steps,provisional_fixed_anchor,pointcloud_ready,pointcloud_called,pointcloud_call_count,pointcloud_opening_count,min_inter_robot_distance,overlap_pair_count,wall_contact_count,outside_free_space_robot_count,nan_inf_state_count,max_speed,leader_connected,leader_communication_connected,leader_connected_component_size,leader_to_front_pack_gap,normalized_leader_gap,leader_displacement_since_detection_eval,anchor_x_eval,anchor_y_eval,gt_phase
M1_CROSS_BASELINE,336,5.616666666666652,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,3.1174465734614203,6,True,True,False,4,2,3.2753461302257407,0,20825,0,0,6.7691021675920515,False,True,680,inf,inf,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,342,5.716666666666652,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,3.09804801258793,6,True,True,False,4,2,3.2757601500677422,0,21303,0,0,6.664306536171308,False,True,680,inf,inf,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,348,5.816666666666651,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,3.061311799757288,6,True,True,False,4,2,3.2716256015817344,0,21782,0,0,6.563707336588138,True,True,680,15.007331767320931,0.39701935892383416,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,354,5.916666666666651,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,3.0338255354658825,6,True,True,False,4,2,3.265174050601597,0,22262,0,0,6.461869932359043,True,True,680,14.619256335992924,0.38675281312150595,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,360,6.016666666666651,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,3.0092722266893253,6,True,True,False,4,2,3.26486215532929,0,22742,0,0,6.3671429424445565,True,True,680,14.24535672600984,0.3768612890478794,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,366,6.11666666666665,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.9858461201240796,6,True,True,False,4,2,3.267611869727352,0,23222,0,0,6.264436620361275,True,True,680,13.887774196634364,0.3674014337733959,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,372,6.21666666666665,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.95850206216587,6,True,True,False,4,2,3.2666305698132,0,23705,0,0,6.14556259288899,True,True,680,13.547847619716864,0.35840866718827685,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,378,6.3166666666666496,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.9273932345254816,6,True,True,False,4,2,3.2682787088824816,0,24197,0,0,6.023981346075605,True,True,680,13.220474919812064,0.34974801375164194,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,384,6.416666666666649,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.902074878209115,6,True,True,False,4,2,3.2689374413985477,0,24688,0,0,5.913847146705104,True,True,680,12.90832206927873,0.3414900018327707,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,390,6.516666666666649,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.8775900867263045,6,True,True,False,4,2,3.2709278751698014,0,25180,0,0,5.800575323374148,True,True,680,12.615915585630157,0.3337543805722264,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,396,6.6166666666666485,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.8539734727076445,6,True,True,False,4,2,3.274344270908923,0,25672,0,0,5.674580859778698,True,True,680,12.339871221034036,0.32645161960407504,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,402,6.716666666666648,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.830485281759063,6,True,True,False,4,2,3.279266150123138,0,26164,0,0,5.54337245197584,True,True,680,12.0793987152775,0.3195608125734789,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,408,6.816666666666648,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.8074362172244567,6,True,True,False,4,2,3.2864392297003193,0,26656,0,0,5.461796755923013,True,True,680,11.836101545591852,0.313124379513012,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,414,6.916666666666647,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.784392024235673,6,True,True,False,4,2,3.296740061232394,0,27148,0,0,5.424130263581437,True,True,680,11.609449635573089,0.30712829723738333,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,420,7.016666666666647,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.7619475683393286,6,True,True,False,4,2,3.3099079966251286,0,27640,0,0,5.25302503888846,True,True,680,11.399486644976614,0.3015737207665771,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,426,7.116666666666647,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.7407057526031195,6,True,True,False,4,2,3.326091685324982,0,28132,0,0,5.191441966001246,True,True,680,11.122395729357345,0.29424327326342187,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,432,7.216666666666646,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.7199762857907785,6,True,True,False,4,2,3.3458218818410153,0,28624,0,0,5.200335345190107,True,True,680,10.630823727334864,0.2812387229453668,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,438,7.316666666666646,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.699197693515774,6,True,True,False,4,2,3.3708950189322575,0,29116,0,0,5.160933817820111,True,True,680,10.154782293716432,0.26864503422530245,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,444,7.416666666666646,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.6778701990934493,6,True,True,False,4,2,3.3981789094249257,0,29608,0,0,5.138933587065833,True,True,680,9.695165786605578,0.256485867370518,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,450,7.516666666666645,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.65675373693252,6,True,True,False,4,2,3.4244111475854377,0,30100,0,0,5.029452830950425,True,True,680,9.249426069989815,0.24469381137539195,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,456,7.616666666666645,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.636197859649177,6,True,True,False,4,2,3.456742499775222,0,30592,0,0,5.117018187862225,True,True,680,8.819166056576135,0.233311271337993,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,462,7.716666666666645,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.6153088817157464,6,True,True,False,4,2,3.49239111164294,0,31084,0,0,5.221897623351135,True,True,680,8.403170893194858,0.22230610828557826,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,468,7.816666666666644,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.5938613933657724,6,True,True,False,4,2,3.5304171924416687,0,31576,0,0,5.407522635930367,True,True,680,8.000972223209073,0.21166593183092788,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,474,7.916666666666644,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.5733810954345735,6,True,True,False,4,2,3.5696208389819364,0,32067,0,0,5.589640904463658,True,True,680,7.613049648631419,0.20140342985797408,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,480,8.016666666666644,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.5505385007645716,6,True,True,False,4,2,3.6039847920514814,0,32558,0,0,5.853989629579568,True,True,680,7.299450964094089,0.1931071683622775,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,486,8.11666666666665,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.5285577419313108,6,True,True,False,4,2,3.6261367907264903,0,33049,0,0,6.094452763390436,True,True,680,7.1430269513808,0.18896896696774604,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,492,8.216666666666654,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.505760515437489,6,True,True,False,4,2,3.6487550667133317,0,33541,0,0,6.250582258670858,True,True,680,7.005749604125911,0.1853372911144421,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,498,8.31666666666666,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.481828858301566,6,True,True,False,4,2,3.664763384485046,0,34032,0,0,5.778352159934541,True,True,680,6.865700106854714,0.18163227795911943,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,504,8.416666666666664,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.458981052801351,6,True,True,False,4,2,3.669210318347274,0,34524,0,0,5.710817770759111,True,True,680,6.746740562807965,0.17848520007428478,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,510,8.51666666666667,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.4367371901674204,6,True,True,False,4,2,3.6697143284719376,0,35016,0,0,5.5087273730910615,True,True,680,6.6448761266378975,0.17579037372057932,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,516,8.616666666666674,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.4146992119218553,6,True,True,False,4,2,3.6790495285028157,0,35508,0,0,4.724457739699371,True,True,680,6.555004365249912,0.17341281389550034,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,522,8.71666666666668,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.394490860698843,6,True,True,False,4,2,3.695750403739969,0,36000,0,0,4.675247058651929,True,True,680,6.472703922437319,0.1712355535036328,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,528,8.816666666666684,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.3742338988856155,6,True,True,False,4,2,3.718382780676676,0,36492,0,0,4.520454011258001,True,True,680,6.398320062347696,0.16926772651713481,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,534,8.91666666666669,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.355317424826892,6,True,True,False,4,2,3.75101999972846,0,36984,0,0,4.456562322151216,True,True,680,6.334295683314172,0.16757395987603632,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,540,9.016666666666694,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.3381437871353086,6,True,True,False,4,2,3.7929138452936866,0,37476,0,0,4.441713307932635,True,True,680,6.27990129718973,0.16613495495210928,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,546,9.1166666666667,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.3222040511211377,6,True,True,False,4,2,3.8453153027754845,0,37968,0,0,4.411019059097202,True,True,680,6.234557992230986,0.16493539661986736,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,552,9.216666666666704,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.3054820862413132,6,True,True,False,4,2,3.8886114254801813,0,38460,0,0,4.468157132094743,True,True,680,6.198400247416965,0.16397884252425834,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,558,9.316666666666709,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.290450377670631,6,True,True,False,4,2,3.9168291066269827,0,38952,0,0,4.59365863691809,True,True,680,6.172229627799925,0.1632864980899451,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,564,9.416666666666714,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.2761253877716294,6,True,True,False,4,2,3.9450004930435223,0,39444,0,0,4.648339006423471,True,True,680,6.15599813461587,0.16285709350835637,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,570,9.516666666666719,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.261729329146777,6,True,True,False,4,2,3.9735701624863724,0,39936,0,0,4.532572235702749,True,True,680,6.149702878733815,0.16269055234745544,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,576,9.616666666666724,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.2477903776118984,6,True,True,False,4,2,4.002625636890237,0,40428,0,0,4.512951127002096,True,True,680,6.15350112179704,0.16279103496817568,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,582,9.716666666666729,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.2334750903549017,6,True,True,False,4,2,4.031879362088804,0,40920,0,0,4.621406547194946,True,True,680,6.143991870084047,0.16253946746254094,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,588,9.816666666666734,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.2196282594517998,6,True,True,False,4,2,4.061904770469027,0,41412,0,0,4.730624529502442,True,True,680,6.0775707971084065,0.16078229621979911,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
M1_CROSS_BASELINE,594,9.916666666666739,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,8.782361096415329,55.53109575861822,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,2.2056219040138387,6,True,True,False,4,2,4.092072670339668,0,41904,0,0,4.80603544935887,True,True,680,6.029034903152133,0.15949827786116755,75.67487199599198,-2.1474277215192537,-97.217754011654,CORRIDOR
