map_case,frame,timestamp,profile_junction_detected,junction_detection_latched,active_junction_phase,active_viewpoint_state,viewpoint_scan_index,viewpoint_step_fraction,viewpoint_step_target,viewpoint_step_progress,viewpoint_cumulative_advance,trusted_corridor_width,trusted_corridor_orientation_deg,trusted_corridor_sign_source,local_forward_propulsion_active,leader_braking_active,leader_speed,follower_mean_speed,stationary_dwell_steps,provisional_fixed_anchor,pointcloud_ready,pointcloud_called,pointcloud_call_count,pointcloud_opening_count,min_inter_robot_distance,overlap_pair_count,wall_contact_count,outside_free_space_robot_count,nan_inf_state_count,max_speed,leader_communication_connected,leader_connected_component_size,leader_to_front_pack_gap,normalized_leader_gap,leader_displacement_since_detection_eval,anchor_x_eval,anchor_y_eval,gt_phase
M0_STRAIGHT,366,6.11666666666665,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,37.15309350268377,32.50150055776565,0,False,False,False,0,0,3.2391538495922907,0,23207,0,0,38.5869964980929,True,680,11.064420305558862,0.2927095318930916,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,372,6.21666666666665,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,37.47875389915334,32.501205791604846,0,False,False,False,0,0,3.233458374700452,0,23689,0,0,38.47888184564682,True,680,11.018860824618038,0.29150425461952484,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,378,6.3166666666666496,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,37.90402208413141,32.501250501025424,0,False,False,False,0,0,3.2286105085250965,0,24175,0,0,38.52114440966372,True,680,11.005572235492757,0.29115270464266557,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,384,6.416666666666649,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,38.23639462081741,32.501405790368665,0,False,False,False,0,0,3.2242881900749865,0,24661,0,0,38.563017569878156,True,680,11.030839278879547,0.2918211449439034,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,390,6.516666666666649,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,38.335770527377335,32.501207144061034,0,False,False,False,0,0,3.2202007904781027,0,25148,0,0,38.60478497336536,True,680,11.083034965162254,0.2932019832053506,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,396,6.6166666666666485,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,38.17504241800589,32.50121259922004,0,False,False,False,0,0,3.2160793072530245,0,25639,0,0,38.62806368371889,True,680,11.120308115884683,0.2941880453937747,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,402,6.716666666666648,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,37.88159547148333,32.501248523433254,0,False,False,False,0,0,3.2142776588762616,0,26131,0,0,38.66173895481518,True,680,11.134653661596442,0.2945675571850911,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,408,6.816666666666648,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,37.59122899568063,32.501255427602516,0,False,False,False,0,0,3.2093474716268817,0,26623,0,0,38.63841620989026,True,680,11.133160138606316,0.2945280459948761,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,414,6.916666666666647,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,37.44122643330115,32.50124264286219,0,False,False,False,0,0,3.208070230129403,0,27115,0,0,38.593974211486724,True,680,11.0934069416354,0.2934763741173387,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,420,7.016666666666647,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,37.516845338198756,32.50110494738622,0,False,False,False,0,0,3.202023371922562,0,27607,0,0,38.496334380832366,True,680,11.056246548729968,0.29249329493994625,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,426,7.116666666666647,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,37.73205863554054,32.50103213120559,0,False,False,False,0,0,3.195738592138159,0,28099,0,0,38.52823694546736,True,680,11.037661593094663,0.2920016294469488,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,432,7.216666666666646,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,37.965114071153586,32.50099416705537,0,False,False,False,0,0,3.1994847345575295,0,28591,0,0,38.27932493658114,True,680,11.04106824493435,0.2920917525114907,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,438,7.316666666666646,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,38.09426310535734,32.50096517724372,0,False,False,False,0,0,3.2095264544986386,0,29083,0,0,38.1882955067636,True,680,11.07425388185366,0.29296967941411806,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,444,7.416666666666646,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,38.03016277789018,32.500974378939354,0,False,False,False,0,0,3.2155236854903846,0,29575,0,0,38.154039470822816,True,680,11.122860757021266,0.2942555755825732,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,450,7.516666666666645,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,37.75841296271923,32.50097867093289,0,False,False,False,0,0,3.2280371154938408,0,30067,0,0,38.0231028426972,True,680,11.175112248342515,0.2956378901677914,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,456,7.616666666666645,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,37.347889726248745,32.50097569720699,0,False,False,False,0,0,3.243503269758526,0,30559,0,0,37.91210932442073,True,680,11.198196973854545,0.2962485971919192,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,462,7.716666666666645,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,36.97108247377301,32.50095214544046,0,False,False,False,0,0,3.2640867153711723,0,31051,0,0,37.79065600224562,True,680,11.18742155753727,0.29596353326818176,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,468,7.816666666666644,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,36.76448810293685,32.50091478568064,0,False,False,False,0,0,3.286639171843142,0,31543,0,0,37.548717852495464,True,680,11.158828193210763,0.2952070950584858,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,474,7.916666666666644,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,36.79766173452059,32.500869669581455,0,False,False,False,0,0,3.317615770079623,0,32035,0,0,37.38748826812235,True,680,11.112866251600735,0.29399117067726815,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,480,8.016666666666644,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,36.99307068555715,32.5008595908684,0,False,False,False,0,0,3.356697824563115,0,32527,0,0,37.324095786368915,True,680,11.110473769066493,0.2939278774885316,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,486,8.11666666666665,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,37.163639349533106,32.500885960810656,0,False,False,False,0,0,3.403565669753487,0,33019,0,0,37.219601982345,True,680,11.117916010454175,0.29412476218132744,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,492,8.216666666666654,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,37.26290426624378,32.500919959049675,0,False,False,False,0,0,3.462906891426368,0,33511,0,0,37.26290426624378,True,680,11.124950580218464,0.2943108619105414,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,498,8.31666666666666,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,37.251103524078,32.50096716258114,0,False,False,False,0,0,3.525001946329342,0,34003,0,0,37.251103524078,True,680,11.168374816447262,0.29545965122876355,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,504,8.416666666666664,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,37.05242057168009,32.5010152392944,0,False,False,False,0,0,3.5940307389471284,0,34495,0,0,37.152419946178746,True,680,11.217721730453826,0.29676512514428116,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,510,8.51666666666667,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,36.73027406002939,32.50101079453232,0,False,False,False,0,0,3.661303946186892,0,34986,0,0,37.10101824124052,True,680,11.222892242720896,0.2969019111830925,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,516,8.616666666666674,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,36.47410295395773,32.50096648998036,0,False,False,False,0,0,3.729508009573163,0,35478,0,0,37.04882897526268,True,680,11.204529507494536,0.29641612453689253,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,522,8.71666666666668,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,36.364974287249886,32.50095695553792,0,False,False,False,0,0,3.7832237423621984,0,35970,0,0,36.979629837797155,True,680,11.192724284197295,0.2961038170422565,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,528,8.816666666666684,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,36.36990560662595,32.500959229012636,0,False,False,False,0,0,3.8047200405240047,0,36462,0,0,36.99913043499532,True,680,11.175136502911599,0.2956385318230582,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,534,8.91666666666669,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,36.49115900006825,32.50088593436434,0,False,False,False,0,0,3.826849046822935,0,36954,0,0,36.953174513272224,True,680,11.147222109803282,0.29490005581490164,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,540,9.016666666666694,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,36.6527250146734,32.50084835273615,0,False,False,False,0,0,3.8503477785213143,0,37446,0,0,36.865788742261046,True,680,11.16637643493029,0.29540678399286485,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,546,9.1166666666667,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,36.685136512909274,32.50085300750117,0,False,False,False,0,0,3.8745069035777298,0,37938,0,0,36.90812438690254,True,680,11.204169257076288,0.2964065941025473,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,552,9.216666666666704,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,36.57628775493156,32.5008510446531,0,False,False,False,0,0,3.9020411973779616,0,38430,0,0,36.841759737597464,True,680,11.213609591942506,0.29665633841117744,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,558,9.316666666666709,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,36.41195573929664,32.500860026139414,0,False,False,False,0,0,3.9291039243952013,0,38922,0,0,36.8413538948758,True,680,11.23410504610804,0.2971985461933344,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,564,9.416666666666714,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,36.20986337243369,32.50087756053092,0,False,False,False,0,0,3.96019695786506,0,39414,0,0,36.85382393606318,True,680,11.248543525744104,0.29758051655407686,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,570,9.516666666666719,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,36.01834411590011,32.50086701126663,0,False,False,False,0,0,3.993026625653467,0,39905,0,0,36.781471686121186,True,680,11.248860321685148,0.297588897399078,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,576,9.616666666666724,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,35.91845795483865,32.50082454961617,0,False,False,False,0,0,4.028518173193887,0,40397,0,0,36.736542825348025,True,680,11.21787005760607,0.29676904914301777,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,582,9.716666666666729,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,36.00129055043389,32.50077296637904,0,False,False,False,0,0,4.067118507836273,0,40889,0,0,36.706918799945306,True,680,11.183649829884263,0.2958637521133403,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,588,9.816666666666734,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,36.160089305190176,32.50073583654831,0,False,False,False,0,0,4.086204962664346,0,41381,0,0,36.65512740729325,True,680,11.201895576506107,0.2963464438229129,0.0,nan,nan,CORRIDOR_ONLY
M0_STRAIGHT,594,9.916666666666739,False,False,LOCAL_FORWARD,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,nan,nan,UNAVAILABLE,True,False,36.22864486930138,32.500718874710785,0,False,False,False,0,0,4.106475758086097,0,41873,0,0,36.54621763812865,True,680,11.215184579032279,0.2966980047363037,0.0,nan,nan,CORRIDOR_ONLY
