frame,timestamp,active_viewpoint_state,viewpoint_scan_index,min_inter_robot_distance,overlap_pair_count,wall_contact_count,outside_free_space_robot_count,nan_inf_state_count,max_speed,follower_mean_speed,leader_connected,leader_communication_connected,leader_connected_component_size,leader_to_front_pack_gap
240,4.016666666666658,VIEWPOINT_REBRAKING,3,2.995409224378248,0,13518,0,0,30.199725160642185,3.5530137082973843,False,True,680,inf
246,4.116666666666657,VIEWPOINT_REBRAKING,3,3.011264626339444,0,13957,0,0,25.815965071043557,3.548392880092033,False,True,680,inf
252,4.216666666666657,VIEWPOINT_REBRAKING,3,3.033389196270314,0,14399,0,0,17.563237790260242,3.5528714229801457,False,True,680,inf
258,4.316666666666657,VIEWPOINT_REBRAKING,3,3.0733921656498664,0,14841,0,0,10.34648316787939,3.550765652019642,False,True,680,inf
264,4.416666666666656,VIEWPOINT_REBRAKING,3,3.1030362734618864,0,15284,0,0,7.91797424950057,3.5405087918740623,False,True,680,inf
270,4.516666666666656,VIEWPOINT_REBRAKING,3,3.1284965028953713,0,15726,0,0,7.750980834178659,3.5193350771688783,False,True,680,inf
276,4.616666666666656,VIEWPOINT_REBRAKING,3,3.163165903688244,0,16172,0,0,7.60823663220597,3.4797942673447575,False,True,680,inf
282,4.716666666666655,VIEWPOINT_SEQUENCE_COMPLETE,3,3.2044366413906418,0,16621,0,0,7.459848393738272,3.445810836939781,False,True,680,inf
288,4.816666666666655,VIEWPOINT_SEQUENCE_COMPLETE,3,3.249696189691923,0,17070,0,0,7.306106605166871,3.4121765920923544,False,True,680,inf
294,4.9166666666666545,VIEWPOINT_SEQUENCE_COMPLETE,3,3.2616755249668525,0,17523,0,0,7.323000987606848,3.3731032053568835,False,True,680,inf
300,5.016666666666654,VIEWPOINT_SEQUENCE_COMPLETE,3,3.2726684279084655,0,17982,0,0,7.360161306023013,3.333771106783093,False,True,680,inf
306,5.116666666666654,VIEWPOINT_SEQUENCE_COMPLETE,3,3.2781954561848767,0,18445,0,0,7.3382318660846835,3.295138120533758,False,True,680,inf
312,5.2166666666666535,VIEWPOINT_SEQUENCE_COMPLETE,3,3.277559019195385,0,18913,0,0,7.2157932079461204,3.257995516941285,False,True,680,inf
318,5.316666666666653,VIEWPOINT_SEQUENCE_COMPLETE,3,3.2746615966294215,0,19387,0,0,7.0749022182287495,3.2173026052723968,False,True,680,inf
324,5.416666666666653,VIEWPOINT_SEQUENCE_COMPLETE,3,3.2751277950520237,0,19865,0,0,6.9911606724271556,3.1821632643591578,False,True,680,inf
330,5.516666666666652,VIEWPOINT_SEQUENCE_COMPLETE,3,3.2730475107383206,0,20345,0,0,6.891229281466375,3.1473885424177475,False,True,680,inf
336,5.616666666666652,VIEWPOINT_SEQUENCE_COMPLETE,3,3.2753461302257407,0,20825,0,0,6.7691021675920515,3.1174465734614203,False,True,680,inf
342,5.716666666666652,VIEWPOINT_SEQUENCE_COMPLETE,3,3.2757601500677422,0,21303,0,0,6.664306536171308,3.09804801258793,False,True,680,inf
348,5.816666666666651,VIEWPOINT_SEQUENCE_COMPLETE,3,3.2716256015817344,0,21782,0,0,6.563707336588138,3.061311799757288,True,True,680,15.007331767320931
354,5.916666666666651,VIEWPOINT_SEQUENCE_COMPLETE,3,3.265174050601597,0,22262,0,0,6.461869932359043,3.0338255354658825,True,True,680,14.619256335992924
360,6.016666666666651,VIEWPOINT_SEQUENCE_COMPLETE,3,3.26486215532929,0,22742,0,0,6.3671429424445565,3.0092722266893253,True,True,680,14.24535672600984
366,6.11666666666665,VIEWPOINT_SEQUENCE_COMPLETE,3,3.267611869727352,0,23222,0,0,6.264436620361275,2.9858461201240796,True,True,680,13.887774196634364
372,6.21666666666665,VIEWPOINT_SEQUENCE_COMPLETE,3,3.2666305698132,0,23705,0,0,6.14556259288899,2.95850206216587,True,True,680,13.547847619716864
378,6.3166666666666496,VIEWPOINT_SEQUENCE_COMPLETE,3,3.2682787088824816,0,24197,0,0,6.023981346075605,2.9273932345254816,True,True,680,13.220474919812064
384,6.416666666666649,VIEWPOINT_SEQUENCE_COMPLETE,3,3.2689374413985477,0,24688,0,0,5.913847146705104,2.902074878209115,True,True,680,12.90832206927873
390,6.516666666666649,VIEWPOINT_SEQUENCE_COMPLETE,3,3.2709278751698014,0,25180,0,0,5.800575323374148,2.8775900867263045,True,True,680,12.615915585630157
396,6.6166666666666485,VIEWPOINT_SEQUENCE_COMPLETE,3,3.274344270908923,0,25672,0,0,5.674580859778698,2.8539734727076445,True,True,680,12.339871221034036
402,6.716666666666648,VIEWPOINT_SEQUENCE_COMPLETE,3,3.279266150123138,0,26164,0,0,5.54337245197584,2.830485281759063,True,True,680,12.0793987152775
408,6.816666666666648,VIEWPOINT_SEQUENCE_COMPLETE,3,3.2864392297003193,0,26656,0,0,5.461796755923013,2.8074362172244567,True,True,680,11.836101545591852
414,6.916666666666647,VIEWPOINT_SEQUENCE_COMPLETE,3,3.296740061232394,0,27148,0,0,5.424130263581437,2.784392024235673,True,True,680,11.609449635573089
420,7.016666666666647,VIEWPOINT_SEQUENCE_COMPLETE,3,3.3099079966251286,0,27640,0,0,5.25302503888846,2.7619475683393286,True,True,680,11.399486644976614
426,7.116666666666647,VIEWPOINT_SEQUENCE_COMPLETE,3,3.326091685324982,0,28132,0,0,5.191441966001246,2.7407057526031195,True,True,680,11.122395729357345
432,7.216666666666646,VIEWPOINT_SEQUENCE_COMPLETE,3,3.3458218818410153,0,28624,0,0,5.200335345190107,2.7199762857907785,True,True,680,10.630823727334864
438,7.316666666666646,VIEWPOINT_SEQUENCE_COMPLETE,3,3.3708950189322575,0,29116,0,0,5.160933817820111,2.699197693515774,True,True,680,10.154782293716432
444,7.416666666666646,VIEWPOINT_SEQUENCE_COMPLETE,3,3.3981789094249257,0,29608,0,0,5.138933587065833,2.6778701990934493,True,True,680,9.695165786605578
450,7.516666666666645,VIEWPOINT_SEQUENCE_COMPLETE,3,3.4244111475854377,0,30100,0,0,5.029452830950425,2.65675373693252,True,True,680,9.249426069989815
456,7.616666666666645,VIEWPOINT_SEQUENCE_COMPLETE,3,3.456742499775222,0,30592,0,0,5.117018187862225,2.636197859649177,True,True,680,8.819166056576135
462,7.716666666666645,VIEWPOINT_SEQUENCE_COMPLETE,3,3.49239111164294,0,31084,0,0,5.221897623351135,2.6153088817157464,True,True,680,8.403170893194858
468,7.816666666666644,VIEWPOINT_SEQUENCE_COMPLETE,3,3.5304171924416687,0,31576,0,0,5.407522635930367,2.5938613933657724,True,True,680,8.000972223209073
474,7.916666666666644,VIEWPOINT_SEQUENCE_COMPLETE,3,3.5696208389819364,0,32067,0,0,5.589640904463658,2.5733810954345735,True,True,680,7.613049648631419
480,8.016666666666644,VIEWPOINT_SEQUENCE_COMPLETE,3,3.6039847920514814,0,32558,0,0,5.853989629579568,2.5505385007645716,True,True,680,7.299450964094089
486,8.11666666666665,VIEWPOINT_SEQUENCE_COMPLETE,3,3.6261367907264903,0,33049,0,0,6.094452763390436,2.5285577419313108,True,True,680,7.1430269513808
492,8.216666666666654,VIEWPOINT_SEQUENCE_COMPLETE,3,3.6487550667133317,0,33541,0,0,6.250582258670858,2.505760515437489,True,True,680,7.005749604125911
498,8.31666666666666,VIEWPOINT_SEQUENCE_COMPLETE,3,3.664763384485046,0,34032,0,0,5.778352159934541,2.481828858301566,True,True,680,6.865700106854714
504,8.416666666666664,VIEWPOINT_SEQUENCE_COMPLETE,3,3.669210318347274,0,34524,0,0,5.710817770759111,2.458981052801351,True,True,680,6.746740562807965
510,8.51666666666667,VIEWPOINT_SEQUENCE_COMPLETE,3,3.6697143284719376,0,35016,0,0,5.5087273730910615,2.4367371901674204,True,True,680,6.6448761266378975
516,8.616666666666674,VIEWPOINT_SEQUENCE_COMPLETE,3,3.6790495285028157,0,35508,0,0,4.724457739699371,2.4146992119218553,True,True,680,6.555004365249912
522,8.71666666666668,VIEWPOINT_SEQUENCE_COMPLETE,3,3.695750403739969,0,36000,0,0,4.675247058651929,2.394490860698843,True,True,680,6.472703922437319
528,8.816666666666684,VIEWPOINT_SEQUENCE_COMPLETE,3,3.718382780676676,0,36492,0,0,4.520454011258001,2.3742338988856155,True,True,680,6.398320062347696
534,8.91666666666669,VIEWPOINT_SEQUENCE_COMPLETE,3,3.75101999972846,0,36984,0,0,4.456562322151216,2.355317424826892,True,True,680,6.334295683314172
540,9.016666666666694,VIEWPOINT_SEQUENCE_COMPLETE,3,3.7929138452936866,0,37476,0,0,4.441713307932635,2.3381437871353086,True,True,680,6.27990129718973
546,9.1166666666667,VIEWPOINT_SEQUENCE_COMPLETE,3,3.8453153027754845,0,37968,0,0,4.411019059097202,2.3222040511211377,True,True,680,6.234557992230986
552,9.216666666666704,VIEWPOINT_SEQUENCE_COMPLETE,3,3.8886114254801813,0,38460,0,0,4.468157132094743,2.3054820862413132,True,True,680,6.198400247416965
558,9.316666666666709,VIEWPOINT_SEQUENCE_COMPLETE,3,3.9168291066269827,0,38952,0,0,4.59365863691809,2.290450377670631,True,True,680,6.172229627799925
564,9.416666666666714,VIEWPOINT_SEQUENCE_COMPLETE,3,3.9450004930435223,0,39444,0,0,4.648339006423471,2.2761253877716294,True,True,680,6.15599813461587
570,9.516666666666719,VIEWPOINT_SEQUENCE_COMPLETE,3,3.9735701624863724,0,39936,0,0,4.532572235702749,2.261729329146777,True,True,680,6.149702878733815
576,9.616666666666724,VIEWPOINT_SEQUENCE_COMPLETE,3,4.002625636890237,0,40428,0,0,4.512951127002096,2.2477903776118984,True,True,680,6.15350112179704
582,9.716666666666729,VIEWPOINT_SEQUENCE_COMPLETE,3,4.031879362088804,0,40920,0,0,4.621406547194946,2.2334750903549017,True,True,680,6.143991870084047
588,9.816666666666734,VIEWPOINT_SEQUENCE_COMPLETE,3,4.061904770469027,0,41412,0,0,4.730624529502442,2.2196282594517998,True,True,680,6.0775707971084065
594,9.916666666666739,VIEWPOINT_SEQUENCE_COMPLETE,3,4.092072670339668,0,41904,0,0,4.80603544935887,2.2056219040138387,True,True,680,6.029034903152133
