verdict,frames_per_case,sample_period,bootstrap_samples,calibration_source,sph_threshold,boundary_threshold,lidar_threshold,persistence_samples,m0_fusion_false_trigger_count,m0_fusion_false_trigger_fraction,m0_fusion_longest_false_trigger,m1_fusion_first_trigger_time,m1_fusion_gt_phase_at_trigger_eval_only,m1_fusion_trigger_lag,m1_fusion_longest_trigger_duration,runtime_feature_contract,front_quantile_used_by_detector,gt_or_global_geometry_used_by_detector,physics_actuation_changed_by_detector
A. SHADOW_JUNCTION_DETECTION_VALID,600,0.1,3,first_half_of_M0_local_observables_only,0.05190502225289483,0.059716571272500886,0.012338797689551723,3,0,0.0,0.0,2.3166666666666633,JUNCTION_REGION,2.2999999999999967,3.3999999999999884,local_front_lateral_span|local_front_lateral_variance|motion_bearing_spread|boundary_count|boundary_fraction|boundary_component_count|boundary_largest_component_fraction|boundary_second_component_fraction|boundary_membership_retention|mean_neighbor_degree|lidar_left_wall_support|lidar_right_wall_support|lidar_forward_range|lidar_free_space_angular_span|lidar_range_profile_change,False,False,False
