map_case,variant,sample_count,detection_success,first_trigger_time,gt_phase_at_first_trigger,gt_opening_approach_time,trigger_lag_from_gt_onset,trigger_episode_count,trigger_fraction,longest_trigger_duration,total_trigger_duration,false_early_trigger_sample_count,first_sph_evidence_time,first_boundary_evidence_time,first_lidar_evidence_time
M0_STRAIGHT,sph_only,100,True,nan,NONE,nan,nan,0,0.0,0.0,0,0,nan,nan,nan
M0_STRAIGHT,lidar_only,100,True,nan,NONE,nan,nan,0,0.0,0.0,0,0,nan,nan,nan
M0_STRAIGHT,fusion,100,True,nan,NONE,nan,nan,0,0.0,0.0,0,0,nan,nan,nan
M1_CROSS_BASELINE,sph_only,81,True,2.3166666666666633,JUNCTION_REGION,0.016666666666666666,2.2999999999999967,2,0.6049382716049383,3.3999999999999884,4.899999999999984,0,0.6166666666666669,2.116666666666664,0.21666666666666665
M1_CROSS_BASELINE,lidar_only,81,True,0.41666666666666663,BOUNDARY_CROSSING,0.016666666666666666,0.39999999999999997,2,0.8518518518518519,5.299999999999985,6.89999999999998,0,0.6166666666666669,2.116666666666664,0.21666666666666665
M1_CROSS_BASELINE,fusion,81,True,2.3166666666666633,JUNCTION_REGION,0.016666666666666666,2.2999999999999967,2,0.6049382716049383,3.3999999999999884,4.899999999999984,0,0.6166666666666669,2.116666666666664,0.21666666666666665
