experiment_id,primary_verdict,secondary_findings,first_forward_side_divergence_stage,representative_unique_pose_count,side_stage_rows,detector_wall_support_stage_present,detector_tangent_stage_present,A0_public_detector_equivalence,full_mouth_public_detector_equivalence,M0_opening_count,M0_false_opening_count_eval,deterministic_replay,production_detector_modified,GT_used_for_detector_candidate_or_grouping,GT_map_used_for_ROI_and_posthoc_evaluation_only
EXP-031,G_MOUTH_VISIBILITY_METRIC_NOT_EQUIVALENT_TO_OPENING_EVIDENCE,"[""MOUTH_LOS_PRESENT"", ""AXIS_LOS_BLOCKED"", ""CANDIDATE_BEAMS_PRESENT"", ""AXIS_NOT_SUPPORTED_BY_ACCEPTED_GROUP"", ""WALL_TANGENT_NOT_DETECTOR_STAGES""]",AXIS_GROUP,2,6,False,False,True,True,2,1,True,False,False,True
