map_case,propulsion_mode,phase,sample_count,gt_mean_forward_progress_mean,gt_mean_forward_progress_min,gt_mean_forward_progress_max,mean_speed_sanity_mean,mean_speed_sanity_min,mean_speed_sanity_max,max_speed_mean,max_speed_min,max_speed_max,min_inter_robot_distance_mean,min_inter_robot_distance_min,min_inter_robot_distance_max,overlap_pair_count_mean,overlap_pair_count_min,overlap_pair_count_max,mean_neighbor_degree_mean,mean_neighbor_degree_min,mean_neighbor_degree_max,reference_front_lateral_span_mean,reference_front_lateral_span_min,reference_front_lateral_span_max,reference_front_lateral_variance_mean,reference_front_lateral_variance_min,reference_front_lateral_variance_max,boundary_fraction_mean,boundary_fraction_min,boundary_fraction_max,boundary_component_count_mean,boundary_component_count_min,boundary_component_count_max,boundary_largest_component_fraction_mean,boundary_largest_component_fraction_min,boundary_largest_component_fraction_max,wall_contact_count_mean,wall_contact_count_min,wall_contact_count_max,max_nan_inf_state_count,max_outside_free_space_robot_count,final_wall_projection_correction_count
M0_STRAIGHT,local_forward,CORRIDOR_ONLY,30,79.64921564443759,0.01062649655816017,172.71186386242385,58.8908517528743,1.0319914277321371,65.223684301765,84.24583516565548,1.8,108.00000000000003,2.7418029498235126,2.2327465206554797,2.958493960187131,0.03333333333333333,0.0,1.0,39.708921568627446,28.58235294117647,79.2,81.43323496432528,75.64936359294867,81.85387178420464,592.7070832977686,513.2952134090904,629.1421128649564,0.14034313725490197,0.13088235294117648,0.14852941176470588,1.0,1.0,1.0,1.0,1.0,1.0,4013.6,0.0,9130.0,0,0,0
