propulsion_mode,robot_count,columns,x_spacing,longitudinal_spacing,robot_diameter,initial_mean_density,reference_density,initial_mean_pressure,initial_mean_pressure_force,initial_mean_repulsion_force,initial_mean_elastic_force,local_forward_drive_force,linear_damping,normal_equilibrium_radius,initial_min_neighbor_distance,initial_overlap_pair_count,initial_mean_neighbor_degree,initial_lateral_span,initial_longitudinal_span
local_forward,680,28,2.8,2.6599999999999997,2.2399999999999998,0.12419789400938512,0.07700269428581877,293.5282014157653,130.1203388855438,111.6013736883965,139.32276590834675,260.0,4.0,7.77,2.6599999999999966,0,79.2,75.6,63.83999999999999
