verdict,m0_forward_progress,m0_min_distance,m0_max_boundary_components,m1_forward_progress,m1_min_distance,m1_max_boundary_components,compression_m1_first_boundary_split_time,local_forward_m1_first_boundary_split_time,m0_max_lateral_span,m1_max_lateral_span,natural_expansion_observed,reason
B. PARTIALLY_VALID,172.71186386242385,2.2327465206554797,1,162.71841018749717,0.23667872324531106,2,2.5166666666666626,1.4166666666666665,81.85387178420464,116.27374191166484,True,"stable corridor travel and Junction-specific expansion were observed, but localized sub-radius pair collisions remain"
