map_case,propulsion_mode,frame,timestamp,initialization_phase,lidar_robot_id,reference_front_size,reference_front_lateral_variance,reference_front_lateral_span,reference_front_longitudinal_span,reference_front_mean_speed,reference_front_mean_abs_lateral_velocity,reference_front_lateral_velocity_variance,local_front_size,local_front_lateral_variance,local_front_lateral_span,local_front_longitudinal_span,local_front_mean_speed,local_front_mean_abs_lateral_velocity,local_front_lateral_velocity_variance,local_front_surface_size,lidar_in_reference_front,lidar_in_local_front,lidar_longitudinal_front_gap,common_forward_x,common_forward_y,motion_bearing_spread,mean_neighbor_degree,median_neighbor_degree,neighbor_degree_std,mean_nearest_neighbor_distance,neighbor_graph_component_count,largest_neighbor_component_fraction,boundary_count,boundary_fraction,boundary_component_count,boundary_largest_component_fraction,boundary_second_component_fraction,boundary_membership_retention,boundary_lateral_span,boundary_longitudinal_span,boundary_angular_spread,boundary_covariance_trace,boundary_anisotropy,lidar_left_wall_support,lidar_right_wall_support,lidar_forward_range,lidar_range_discontinuity,lidar_range_total_variation,lidar_free_space_angular_span,lidar_range_profile_change,outside_free_space_robot_count,wall_contact_count,wall_projection_correction_count,nan_inf_state_count,max_speed,mean_speed_sanity,min_inter_robot_distance,mean_nearest_neighbor_distance_sanity,overlap_pair_count,maximum_pair_penetration,swarm_lateral_span_sanity,swarm_longitudinal_span_sanity,gt_phase,gt_frontmost_crossed,gt_reference_front_crossed,gt_local_front_crossed,gt_mean_forward_progress,gt_frontmost_forward_progress
M0_STRAIGHT,local_forward,60,1.016666666666668,LOCAL_FORWARD,679,218,587.3849100976703,81.77091774861208,50.82303992067555,77.60531242337585,0.557786247896801,0.7437161542789757,36,820.2173860618265,81.75181967353365,21.169604673042297,81.75229459124253,1.3169443666602645,2.6624384754206187,3,True,True,0.0,0.0012018677758021483,0.999999277756664,0.6680914483085659,37.029411764705884,40.0,8.388491044694536,3.0864969220768685,1,1.0,100,0.14705882352941177,1,1.0,0.0,0.98,81.91488285581215,141.4408571120527,353.92302489976396,3941.0887159135527,0.43239061769087356,1.0,0.9574468085106383,150.0,12.461075958515181,1.1999999309716922,33.0,1.1040607905394904,0,2370,0,0,92.34587936944664,65.223684301765,2.636849726374131,3.0864969220768685,0,0.0,81.75901055963888,141.410682248127,CORRIDOR_ONLY,False,False,False,49.16650279138745,89.18719039432077
M0_STRAIGHT,local_forward,66,1.1166666666666676,LOCAL_FORWARD,679,218,589.9057446305789,81.76710264270619,52.61309818008229,76.49749835493274,0.5806489141132114,0.8276837394026113,49,629.204275083451,81.75206415816659,21.31006670638102,80.06627789087794,1.2343076368899926,2.299675744673128,4,True,True,0.0,0.00105942079916216,0.9999994388136277,0.6579386100559822,36.00588235294118,39.0,7.974589835532778,3.108026058268674,1,1.0,101,0.14852941176470588,1,1.0,0.0,0.98,81.90019214860597,145.83578752744813,353.7918140759039,4058.8095170404285,0.43652997406191424,1.0,0.9574468085106383,150.0,12.5015983874749,1.1999996899071388,33.0,1.1618974210998885,0,2688,0,0,90.2922471321416,65.16586210851118,2.701966590003115,3.1080260582686745,0,0.0,81.75901055963888,145.80910198743163,CORRIDOR_ONLY,False,False,False,55.685219652600004,98.16832892487119
M0_STRAIGHT,local_forward,72,1.2166666666666672,LOCAL_FORWARD,679,218,592.5814732553638,81.7634917791739,54.42414122615385,75.69639837397595,0.6177591116256113,0.9326923760969258,47,656.0411079884649,81.75232812957057,22.522160420095695,79.35304997944772,1.318333088066677,2.6826171608786336,4,True,True,0.0,0.0009342234523083911,0.9999995636131753,0.6582502288249167,35.338235294117645,39.0,7.861690983567548,3.1317873908085643,1,1.0,101,0.14852941176470588,1,1.0,0.0,1.0,81.88635027129736,149.96448577438667,353.6482951619263,4191.810801920225,0.4526948589584369,1.0,0.9574468085106383,150.0,12.6833199338231,1.1999894323861358,33.0,0.8166430656663325,0,3006,0,0,89.67644209882975,65.104625557635,2.7601331208694146,3.1317873908085643,0,0.0,81.75901055963888,149.94099921714658,CORRIDOR_ONLY,False,False,False,62.197676917203665,107.16472243049606
M0_STRAIGHT,local_forward,78,1.3166666666666669,LOCAL_FORWARD,679,218,595.4750828173795,81.75939156173447,56.12932035489461,75.04936342488178,0.6484385140526041,1.0542672649848277,47,661.429213955954,81.75266205426125,23.683977389841157,78.82399064302588,1.3279885367673823,2.9955389748902514,4,True,True,0.0,0.0008036416094193815,0.9999996770800297,0.6830925568328536,34.858823529411765,38.0,7.94359222514892,3.1594929259058597,1,1.0,99,0.14558823529411766,1,1.0,0.0,0.9801980198019802,81.87080901256223,153.90694151348663,353.50097474704876,4289.797190828447,0.4587477526587742,1.0,0.9574468085106383,150.0,13.316234508450293,1.199999321202934,33.0,0.5993038358244293,0,3323,0,0,89.32928387855831,65.0591520628075,2.8138129104384753,3.1594929259058597,0,0.0,81.75901055963888,153.88684401462075,CORRIDOR_ONLY,False,False,False,68.70484700328498,116.00621769787281
M0_STRAIGHT,local_forward,84,1.4166666666666665,LOCAL_FORWARD,679,218,598.2663127859523,81.76280639921308,57.575119582978644,74.47953767512324,0.6035563296331152,0.7889936996057862,44,697.0438320280027,81.76274494105829,22.126271692769166,78.59846757550936,1.0105549316422762,1.498769769187289,4,True,True,0.0,0.0007197803211877955,0.9999997409581112,0.6903001356661165,34.33529411764706,38.0,8.062399378412374,3.1923384822390664,1,1.0,95,0.13970588235294118,1,1.0,0.0,0.9393939393939394,81.86709194943691,157.81151967271597,353.3617495835754,4340.441661321736,0.4361406805666705,1.0,0.950354609929078,150.0,12.63659858223653,1.1999918774962728,33.0,0.3570100844299731,0,3644,0,0,88.2301302966846,65.0304034382197,2.86404678735672,3.1923384822390664,0,0.0,81.75948030688625,157.82614934174399,CORRIDOR_ONLY,False,False,False,75.20845612230198,124.52662551271702
M0_STRAIGHT,local_forward,90,1.5166666666666662,LOCAL_FORWARD,679,218,600.859274342384,81.76602376521558,58.77287333130166,73.95092920634438,0.6034204710575031,0.7864861521170696,41,703.5212392193184,81.75886153040418,22.68346879497039,78.59887834718418,0.9532171347348491,1.327289719193393,4,True,True,0.0,0.0007730530054395082,0.9999997011944808,0.7056244940410447,33.955882352941174,37.0,8.12500465797045,3.23227724725668,1,1.0,92,0.13529411764705881,1,1.0,0.0,0.9578947368421052,81.87739076109136,162.0689216279876,353.2335316385455,4398.258381092236,0.4182522728418347,1.0,0.950354609929078,150.0,12.401269883855406,1.1999887362766168,33.0,0.2548069520358479,0,3975,0,0,90.1467872964034,65.01506417322258,2.9136317711975352,3.23227724725668,0,0.0,81.75948030688625,162.08471630295492,CORRIDOR_ONLY,False,False,False,81.71000995139417,132.75344711366796
M0_STRAIGHT,local_forward,96,1.6166666666666658,LOCAL_FORWARD,679,218,603.4397935892282,81.78357336607952,59.88828574086898,73.44346209002131,0.6256545639118665,0.8296206044307515,40,692.9977426706618,81.75885062030031,20.80956499589721,78.56436396020744,0.9662203239439515,1.484445827877087,4,True,True,0.0,0.0008009317703151821,0.9999996792540983,0.7249902291432699,33.54117647058823,37.0,8.195842477136477,3.279552517844298,1,1.0,90,0.1323529411764706,1,1.0,0.0,0.9565217391304348,81.88384910378767,165.8208570178122,353.11754451986036,4446.735909393079,0.40440059628734815,1.0,0.950354609929078,150.0,12.271131858772122,1.1999878581056054,33.0,0.25501219589419366,0,4310,0,0,88.97010452868585,65.00808341527298,2.958493960187131,3.2795525178442984,0,0.0,81.75979151252196,165.83726830027717,CORRIDOR_ONLY,False,False,False,88.2105371968693,140.85529340361688
M0_STRAIGHT,local_forward,102,1.7166666666666655,LOCAL_FORWARD,679,218,605.9227294018732,81.7809550872631,61.05026894410234,72.96979478412254,0.6056714982784206,0.7314779876051264,39,711.6134415306984,81.75844599669735,21.52048470955438,78.45718059168719,0.8900363839203244,1.2753567557020162,4,True,True,0.0,0.0006989409150571779,0.9999997557407687,0.675177648000409,33.029411764705884,36.0,8.222405881340853,3.3299731063885836,1,1.0,89,0.13088235294117648,1,1.0,0.0,0.9777777777777777,81.86960626851418,169.2919880894056,353.0206036742706,4483.861468094103,0.4013837158440186,1.0,0.950354609929078,150.0,12.19708889870708,1.199988420794053,33.0,0.25652219629013095,0,4653,0,0,87.4396151293488,65.00491897446766,2.956065306508833,3.3299731063885836,0,0.0,81.75979151252196,169.30635186392107,CORRIDOR_ONLY,False,False,False,94.7106438282456,148.95952134537953
M0_STRAIGHT,local_forward,108,1.816666666666665,LOCAL_FORWARD,679,218,608.3097190678482,81.78011334085627,62.23722724505073,72.53572941283926,0.6226927427946981,0.7894052601905304,29,405.64758357151675,65.53569815485463,22.165743559024005,78.26357307710971,0.8925093610587111,1.2454357334495263,3,True,True,0.0,0.0006585757312889795,0.9999997831389796,0.6406229204507392,32.51764705882353,36.0,8.196285765273242,3.3799738468690927,1,1.0,89,0.13088235294117648,1,1.0,0.0,0.9775280898876404,81.86474052446326,172.57802700044326,352.9298493760071,4578.746047310229,0.3979508341441936,1.0,0.950354609929078,150.0,13.83842147749877,1.1999937590520013,33.0,0.2512303720807251,0,5000,0,0,85.9854480969451,65.00428847560917,2.953687915922502,3.3799738468690923,0,0.0,81.75979151252196,172.59159846302742,CORRIDOR_ONLY,False,False,False,101.21064211522096,157.04350199498776
M0_STRAIGHT,local_forward,114,1.9166666666666647,LOCAL_FORWARD,679,218,610.5874318663155,81.77827569953509,63.473965281342444,72.14384323857306,0.5976706648991464,0.6551607682422316,26,433.3396874582856,65.76204647613585,21.469193320965115,78.33500684152723,0.8361824013207326,1.1081203339931376,3,True,True,0.0,0.0005878154576151538,0.999999827236479,0.5708519457566898,32.00588235294118,36.0,8.255655500980225,3.4284694194350966,1,1.0,89,0.13088235294117648,1,1.0,0.0,1.0,81.85465292814315,175.76100584366014,352.8520046084292,4688.970390806169,0.41165324830247585,1.0,0.950354609929078,150.0,13.392713929405033,1.1999980877960668,33.0,0.2521892479907064,0,5353,0,0,84.77858831459011,65.00399574536843,2.951457263805246,3.4284694194350966,0,0.0,81.75979151252196,175.77314729313701,CORRIDOR_ONLY,False,False,False,107.71066047368596,165.04608140871036
M0_STRAIGHT,local_forward,120,2.0166666666666644,LOCAL_FORWARD,679,218,612.6369496099161,81.77676063741863,64.65821914806261,71.78996892048815,0.5852603764428085,0.6111723273574804,26,434.60702555808285,65.96751983210586,22.261025231881113,77.87026427463573,0.7660509607379317,0.9300158810860124,3,True,True,0.0,0.0005290271072111849,0.9999998600651501,0.5370242917885875,31.63529411764706,35.0,8.309770378116607,3.472297268779309,1,1.0,89,0.13088235294117648,1,1.0,0.0,1.0,81.84622859406548,178.74093962780785,352.7820491780762,4795.563535258035,0.4243437193557899,1.0,0.9432624113475178,150.0,12.995584384186202,1.1999998871309716,33.0,0.22496507941712734,0,5711,0,0,81.53893548103561,65.0041517681577,2.9493022363297765,3.4722972687793083,0,0.0,81.75979151252196,178.75189937060765,CORRIDOR_ONLY,False,False,False,114.21072884877066,172.94802303078137
M0_STRAIGHT,local_forward,126,2.116666666666664,LOCAL_FORWARD,679,218,608.4347625030663,81.77141735892941,65.63859398216157,71.46930389904071,0.5909159207229104,0.6943017457409828,25,452.3964215525588,66.15781234178169,20.96169142588547,77.72307082922123,0.6831454375877937,0.7502521332713757,3,True,True,0.0,0.00035464219900251164,0.9999999371144533,0.5620645542593208,31.305882352941175,35.0,8.397686697449013,3.5161418542950793,1,1.0,89,0.13088235294117648,1,1.0,0.0,1.0,81.8180422852263,181.39307969679896,352.71775914398063,4899.421114478959,0.4360518706636765,1.0,0.9432624113475178,150.0,12.99599766188382,1.1999996747345307,33.0,0.1957961601640253,0,6070,0,0,80.7980094122986,65.00480303706429,2.947195979747297,3.5161418542950793,0,0.0,81.75979151252196,181.40045769656868,CORRIDOR_ONLY,False,False,False,120.7108428837339,180.72887705300343
M0_STRAIGHT,local_forward,132,2.2166666666666637,LOCAL_FORWARD,679,218,610.5415373115064,81.77488498271208,66.46806202528987,71.16807898510467,0.5701111010038414,0.6233977946217661,17,633.3977312564215,66.33525194350673,20.20244161678598,77.57502576026468,0.6245409618061302,0.5961370637297544,2,True,True,0.0,0.00045099286850633,0.9999998983027111,0.5757316020829553,30.961764705882352,34.0,8.481208109901573,3.56009449540228,1,1.0,91,0.1338235294117647,1,1.0,0.0,1.0,81.83532822779426,183.7717367100143,352.66096578358633,4971.331734351796,0.44208232111558704,1.0,0.9432624113475178,150.0,13.184231068165843,1.1999980391863663,33.0,0.17514890703827019,0,6429,0,0,80.39665686371538,65.00509202765856,2.9452359188442956,3.56009449540228,0,0.0,81.75979151252196,183.7811748817404,CORRIDOR_ONLY,False,False,False,127.21098395227119,188.3721486874336
M0_STRAIGHT,local_forward,138,2.3166666666666633,LOCAL_FORWARD,679,218,612.605074685134,81.77283490033508,67.20500927982326,70.89603091498086,0.5574931590535845,0.5607739660742833,24,829.9327453331152,81.75746642967329,19.99194883038565,77.1124154653553,0.5276529432847178,0.4426320940181638,3,True,True,0.0,0.0003821107893539279,0.9999999269956696,0.5502612857464502,30.644117647058824,33.5,8.542960334701128,3.6054853016230135,1,1.0,91,0.1338235294117647,1,1.0,0.0,1.0,81.82440136761736,185.9904059648922,352.61013169647805,5070.74403960264,0.45234700523333354,1.0,0.9432624113475178,150.0,13.524947912588061,1.1999928865379512,33.0,0.20884376355782056,0,6792,0,0,79.74520468423066,65.00485455962131,2.9436188599313495,3.6054853016230135,0,0.0,81.75980163338562,185.99555774372033,CORRIDOR_ONLY,False,False,False,133.711134331249,195.88605776085598
M0_STRAIGHT,local_forward,144,2.416666666666663,LOCAL_FORWARD,679,218,614.6230231328182,81.7739576232803,67.96039000700128,70.6550515106505,0.5427252593963086,0.5336497283837991,24,829.9519985996843,81.75758655624038,19.711377748225445,76.67364731224617,0.4333324405723536,0.31937600550819734,3,True,True,0.0,0.00040754197411554575,0.9999999169547662,0.5559954803780105,30.323529411764707,33.0,8.551472484952498,3.6512416123281914,1,1.0,91,0.1338235294117647,1,1.0,0.0,1.0,81.82969371607791,188.09319850140102,352.5671935318452,5168.651763720397,0.46208358707118224,1.0,0.950354609929078,150.0,14.075808827502783,1.1999843489844824,32.0,0.27522243929266477,0,7164,0,0,78.97914776339681,65.00484192250177,2.935756593314556,3.6512416123281914,0,0.0,81.75980163338562,188.09872559678018,CORRIDOR_ONLY,False,False,False,140.21128426901257,203.29421875970775
M0_STRAIGHT,local_forward,150,2.5166666666666626,LOCAL_FORWARD,679,218,617.9858918857889,81.77194141085448,68.61923471602809,70.45460281533204,0.5346085212407221,0.520969618741741,24,829.8338983176867,81.75744915424674,19.427305630277793,76.29198794869787,0.4086698322565159,0.3327622557187778,3,True,True,0.0,0.0003436989740943466,0.9999999409355058,0.5293733089771094,30.03529411764706,32.0,8.540659926043089,3.695966192276144,1,1.0,93,0.13676470588235295,1,1.0,0.0,1.0,81.81922780509929,190.1006189331979,352.52929966873467,5221.337021415002,0.4659638220826838,1.0,0.9432624113475178,150.0,13.27106950662261,1.1999957585243393,33.0,0.2764528820035033,0,7542,0,0,78.5749376732699,65.00447525548127,2.9246123318176562,3.695966192276144,0,0.0,81.75980163338562,190.10529334711015,CORRIDOR_ONLY,False,False,False,146.71142662199802,210.63360056827685
M0_STRAIGHT,local_forward,156,2.6166666666666623,LOCAL_FORWARD,679,218,619.7422982883454,81.77257225236048,69.34230217743034,70.27882337502032,0.5324769659938086,0.5514788396254356,24,829.5474614329013,81.75755127592817,19.168620531035348,75.95395036808013,0.4097253938352308,0.3474250939002071,3,True,True,0.0,0.00035614560093800247,0.9999999365801534,0.5137516803584072,29.68235294117647,32.0,8.509457388805888,3.7409032472399506,1,1.0,93,0.13676470588235295,1,1.0,0.0,1.0,81.82218086807009,192.09752116363683,352.4948059777302,5314.31302977944,0.47479638141243896,1.0,0.9432624113475178,150.0,12.809147373551042,1.1999996904003731,33.0,0.21213326963390647,0,7930,0,0,78.20559676961905,65.00419794925412,2.9137991875228564,3.7409032472399506,0,0.0,81.75980163338562,192.10236891890395,CORRIDOR_ONLY,False,False,False,153.21155619052115,217.96659146774914
M0_STRAIGHT,local_forward,162,2.716666666666662,LOCAL_FORWARD,679,218,621.4025287645896,81.77457991402741,70.12738453598753,70.13118059456738,0.525272360443732,0.5650410544795664,25,797.8239329608082,81.7577931756708,18.95276352166846,75.57307880572948,0.4553282314262034,0.4213293829357634,4,True,True,0.0,0.0004068710602373889,0.9999999172279668,0.513987033184685,29.308823529411764,32.0,8.452040047755224,3.7847709268571426,1,1.0,93,0.13676470588235295,1,1.0,0.0,1.0,81.83213554881823,194.0721200102032,352.4647633158196,5405.640849541507,0.4831385824175561,1.0,0.9432624113475178,150.0,12.683602664562272,1.1999999834246236,33.0,0.09628575281350081,0,8322,0,0,77.68820002816608,65.00406616623616,2.909581425348736,3.7847709268571426,0,0.0,81.75980163338562,194.0776558902267,CORRIDOR_ONLY,False,False,False,159.7116714678204,225.32427379763146
M0_STRAIGHT,local_forward,168,2.8166666666666615,LOCAL_FORWARD,679,218,622.6965767022763,81.77445101914351,71.12694845334494,70.01048339800826,0.4772399450576643,0.4076729618679007,24,816.0473347887855,81.75776772453861,18.942075641761278,75.2860369912287,0.4699214771739766,0.44161634392174287,3,True,True,0.18091285608923613,0.00037844951164314554,0.9999999283879811,0.4887000168018683,28.93235294117647,31.0,8.452365509072708,3.8292066466015497,1,1.0,94,0.13823529411764707,1,1.0,0.0,1.0,81.82774417484755,196.14261292163678,352.4357274881679,5461.771342995106,0.4871434297825869,1.0,0.9432624113475178,150.0,12.836002590340001,1.199999591102291,33.0,0.07211876505187681,0,8723,0,0,77.12773587953232,65.00366546296522,2.9142917002283975,3.8292066466015497,0,0.0,81.75980163338562,196.1448067818503,CORRIDOR_ONLY,False,False,False,166.21177341143175,232.8625702122165
