map_case,phase,start_time,end_time,duration,max_component_count,mean_largest_fraction,max_second_fraction,mean_boundary_fraction,mean_min_angular_separation,mean_retention
M3_ANGLED_Y,JUNCTION_REGION,28.200000000000003,29.900000000000002,1.8,3,0.4152576489533012,0.30434782608695654,0.9976851851851853,105.04400379980217,1.0
M5_UNEQUAL_WIDTH,JUNCTION_REGION,16.6,17.3,0.8,2,0.8333333333333334,0.16666666666666666,0.5,179.83420709535102,1.0
M5_UNEQUAL_WIDTH,JUNCTION_REGION,18.8,19.6,0.9,3,0.6600427740274484,0.3448275862068966,0.5787037037037037,163.9598083070707,0.9802854304770013
M5_UNEQUAL_WIDTH,JUNCTION_REGION,20.8,21.400000000000002,0.7000000000000001,2,0.5897788367546433,0.41935483870967744,0.6607142857142857,176.35261629971038,1.0
M5_UNEQUAL_WIDTH,JUNCTION_REGION,23.200000000000003,29.900000000000002,6.800000000000001,5,0.6738405647848371,0.21621621621621623,0.7922794117647057,50.621869529140156,0.9980942883226166
