step_index,target_advance,actual_advance,overshoot_ratio,brake_start_speed,predicted_stop_distance,braking_distance,dwell_distance,support_gap_start,support_gap_anchor,direct_support_anchor,support_guard_triggered,stop_reason,communication_component,min_robot_distance,overlap_pairs,outside_count,nan_inf_count,leader_max_speed,follower_mean_speed_max
1,8.4,9.286307770929852,0.10551282987260141,14.10997125698196,8.781377395076714,8.725925867484847,0.055451527591912964,4.778658145234795,6.087876657577601,True,False,PREDICTED_STOPPING_DISTANCE,680,2.842080354395528,0,0,0,25.413288820536117,6.878322991731382
2,8.4,8.352290720535962,-0.005679676126671285,14.700097374908834,7.71854422109791,7.66419115930475,0.054353061793165125,5.827127997205306,6.834771690663155,True,False,PREDICTED_STOPPING_DISTANCE,680,2.8569720219340673,0,0,0,22.926316510011524,4.260726341235292
3,8.4,8.522408413732308,0.014572430206227041,18.55590108566903,7.386683549574683,7.335557613922148,0.05112593565256418,6.617062145253274,7.1806140217023655,True,False,PREDICTED_STOPPING_DISTANCE,680,2.952921172107237,0,0,0,23.24190218412676,3.6290223946171354
