map_case,frame,timestamp,profile_junction_detected,junction_detection_latched,active_junction_phase,active_viewpoint_state,viewpoint_scan_index,viewpoint_step_fraction,viewpoint_step_target,viewpoint_step_progress,viewpoint_cumulative_advance,trusted_corridor_width,trusted_corridor_orientation_deg,trusted_corridor_sign_source,local_forward_propulsion_active,leader_braking_active,leader_speed,follower_mean_speed,stationary_dwell_steps,provisional_fixed_anchor,pointcloud_ready,pointcloud_called,pointcloud_call_count,pointcloud_opening_count,min_inter_robot_distance,overlap_pair_count,wall_contact_count,outside_free_space_robot_count,nan_inf_state_count,max_speed,leader_connected,leader_communication_connected,leader_connected_component_size,leader_to_front_pack_gap,normalized_leader_gap,leader_displacement_since_detection_eval,anchor_x_eval,anchor_y_eval,gt_phase,viewpoint_step_actual_progress,viewpoint_remaining_progress,viewpoint_predicted_stopping_distance,viewpoint_brake_trigger_reason
M1_CROSS_BASELINE,66,1.1166666666666676,True,True,LIDAR_BRAKING,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,True,6.059328408339286,8.500751281041824,0,False,False,False,0,0,2.649618165280812,0,2652,0,0,28.40792497230094,True,True,680,6.006411843490465,0.1588997842193245,19.69469533281165,nan,nan,CORRIDOR,0.0,0.0,0.0,NONE
M1_CROSS_BASELINE,72,1.2166666666666672,True,True,LIDAR_BRAKING,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,True,2.0929475948490355,7.836591762876165,0,False,False,False,0,0,2.717918633235242,0,2964,0,0,25.53968622641126,True,True,680,5.554805872786195,0.14695253631709512,20.045873830194857,nan,nan,CORRIDOR,0.0,0.0,0.0,NONE
M1_CROSS_BASELINE,78,1.3166666666666669,True,True,LIDAR_BRAKING,WAITING_INITIAL_SCAN,0,0.1,0.0,0.0,0.0,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,True,0.32612144251851904,7.330722425627323,4,False,False,False,0,0,2.7823201617515534,0,3278,0,0,27.553603853805342,True,True,680,5.11281569131122,0.1352596743733127,20.139290664204314,nan,nan,CORRIDOR,0.0,0.0,0.0,NONE
M1_CROSS_BASELINE,84,1.4166666666666665,True,True,VIEWPOINT_ADVANCE,VIEWPOINT_ADVANCE,1,0.1,8.4,0.0,0.0,84.0,0.0,PRE_HOLD_LOCAL_MOTION,True,False,0.0,6.878322991731382,0,False,False,True,1,2,2.842080354395528,0,3596,0,0,27.182857912171265,True,True,680,4.778658145234795,0.12641952765171416,20.142523653043746,-1.7620542030564665,-152.74884977027222,CORRIDOR,0.0,8.4,0.0,NONE
M1_CROSS_BASELINE,90,1.5166666666666662,True,True,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,1,0.1,8.4,0.5049303758530925,1.1484676096673354,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,True,20.742466170635364,6.465164290391529,0,False,False,False,1,2,2.898665187019478,0,3920,0,0,26.51238664013005,True,True,680,5.022082676586625,0.13285933006842923,21.290937698418837,-1.7620542030564665,-152.74884977027222,CORRIDOR,1.1484676096673354,7.251532390332665,8.137840161262476,PREDICTED_STOPPING_DISTANCE
M1_CROSS_BASELINE,96,1.6166666666666658,True,True,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,1,0.1,8.4,0.5049303758530925,3.6329375186689674,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,True,25.413288820536117,6.106752694783166,0,False,False,False,1,2,2.938308146363462,0,4251,0,0,25.413288820536117,True,True,680,5.988430057803164,0.15842407560325833,23.77536784892472,-1.7620542030564665,-152.74884977027222,CORRIDOR,3.6329375186689674,4.767062481331033,5.6533702522608404,PREDICTED_STOPPING_DISTANCE
M1_CROSS_BASELINE,102,1.7166666666666655,True,True,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,1,0.1,8.4,0.5049303758530925,5.8958828992856525,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,True,20.021248863894122,5.793859268677095,0,False,False,False,1,2,2.9499783946106137,0,4586,0,0,24.919394652353215,True,True,680,6.785130670012694,0.17950081137599722,26.03830141219749,-1.7620542030564665,-152.74884977027222,CORRIDOR,5.8958828992856525,2.504117100714348,3.3904248716441465,PREDICTED_STOPPING_DISTANCE
M1_CROSS_BASELINE,108,1.816666666666665,True,True,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,1,0.1,8.4,0.5049303758530925,7.484895091934646,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,True,13.01533220311608,5.498605861201008,0,False,False,False,1,2,2.9474343567506214,0,4928,0,0,24.368439578282253,True,True,680,7.1681100899199075,0.18963254206137323,27.627310487627835,-1.7620542030564665,-152.74884977027222,CORRIDOR,7.484895091934646,0.9151049080653539,1.8014126789951916,PREDICTED_STOPPING_DISTANCE
M1_CROSS_BASELINE,114,1.9166666666666647,True,True,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,1,0.1,8.4,0.5049303758530925,8.443088347615571,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,True,7.396701485027533,5.216980442896548,0,False,False,False,1,2,2.938464736428748,0,5270,0,0,21.509886765858774,True,True,680,7.049425460983478,0.186492737063055,28.58550291793995,-1.7620542030564665,-152.74884977027222,CORRIDOR,8.443088347615571,0.0,0.84321942331427,PREDICTED_STOPPING_DISTANCE
M1_CROSS_BASELINE,120,2.0166666666666644,True,True,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,1,0.1,8.4,0.5049303758530925,8.952662303568559,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,True,3.7058961720141577,4.942033360415016,0,False,False,False,1,2,2.9286786694995004,0,5614,0,0,18.500632934896046,True,True,680,6.712425322019855,0.17757738947142473,29.095076622352156,-1.7620542030564665,-152.74884977027222,CORRIDOR,8.952662303568559,0.0,0.3336454673613013,PREDICTED_STOPPING_DISTANCE
M1_CROSS_BASELINE,126,2.116666666666664,True,True,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,1,0.1,8.4,0.5049303758530925,9.189260407096981,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,True,1.5904918273348718,4.686328241179759,0,False,False,False,1,2,2.9181038258462735,0,5968,0,0,16.30525800092103,True,True,680,6.408526142355994,0.16953772863375646,29.33167462960229,-1.7620542030564665,-152.74884977027222,CORRIDOR,9.189260407096981,0.0,0.0970473638328594,PREDICTED_STOPPING_DISTANCE
M1_CROSS_BASELINE,132,2.2166666666666637,True,True,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,1,0.1,8.4,0.5049303758530925,9.279451308127676,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,True,0.5210594173644326,4.45656105664305,5,False,False,False,1,2,2.9067771969234815,0,6327,0,0,15.685056592436094,True,True,680,6.131406710711633,0.162206526738403,29.421865492921455,-1.7620542030564665,-152.74884977027222,CORRIDOR,9.279451308127676,0.0,0.021506234768187228,PREDICTED_STOPPING_DISTANCE
M1_CROSS_BASELINE,138,2.3166666666666633,True,True,VIEWPOINT_ADVANCE,VIEWPOINT_ADVANCE,2,0.1,8.4,0.0,9.286307770929852,84.0,0.0,PRE_HOLD_LOCAL_MOTION,True,False,0.0,4.260726341235292,0,False,False,True,2,2,2.895934832864819,0,6687,0,0,15.315331352526002,True,True,680,5.827127997205306,0.1541568253228917,29.42872195272862,-1.7228805919971657,-143.46254199934236,CORRIDOR,0.0,8.4,0.0,NONE
M1_CROSS_BASELINE,144,2.416666666666663,True,True,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,2,0.1,8.4,0.6337464994380468,10.211919836916223,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,True,17.613543382173454,4.107515274107873,0,False,False,False,2,2,2.894429032400491,0,7048,0,0,17.613543382173454,True,True,680,5.960645341133245,0.1576890301887102,30.354661520810037,-1.7228805919971657,-143.46254199934236,CORRIDOR,0.9256120659863711,7.474387934013629,7.42667865454958,PREDICTED_STOPPING_DISTANCE
M1_CROSS_BASELINE,150,2.5166666666666626,True,True,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,2,0.1,8.4,0.6337464994380468,12.410478861861918,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,True,22.926316510011524,4.021902929020978,0,False,False,False,2,2,2.8805969517714547,0,7411,0,0,22.926316510011524,True,True,680,6.888517983487325,0.18223592548908268,32.55433244741315,-1.7228805919971657,-143.46254199934236,CORRIDOR,3.124171090932066,5.2758289090679344,5.228119629603876,PREDICTED_STOPPING_DISTANCE
M1_CROSS_BASELINE,156,2.6166666666666623,True,True,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,2,0.1,8.4,0.6337464994380468,14.47401302135384,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,True,18.396638937503777,3.959805527041159,0,False,False,False,2,2,2.8736269926212197,0,7785,0,0,18.396638937503777,True,True,680,7.422332372630389,0.19635799927593622,34.6185002447512,-1.7228805919971657,-143.46254199934236,CORRIDOR,5.1877052504239884,3.212294749576012,3.1645854701119585,PREDICTED_STOPPING_DISTANCE
M1_CROSS_BASELINE,162,2.716666666666662,True,True,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,2,0.1,8.4,0.6337464994380468,15.943363151485926,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,True,12.093889703328484,3.9042428552631026,0,False,False,False,2,2,2.8690164516650185,0,8168,0,0,12.765507279080895,True,True,680,7.571081635437423,0.200293164958662,36.08797905683699,-1.7228805919971657,-143.46254199934236,CORRIDOR,6.6570553805560735,1.7429446194439269,1.695235339979914,PREDICTED_STOPPING_DISTANCE
M1_CROSS_BASELINE,168,2.8166666666666615,True,True,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,2,0.1,8.4,0.6337464994380468,16.838214340510802,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,True,6.937161628040669,3.8502690892091462,0,False,False,False,2,2,2.8569720219340673,0,8562,0,0,12.202731799339203,True,True,680,7.453779952131206,0.19718994582357688,36.98280733752905,-1.7228805919971657,-143.46254199934236,CORRIDOR,7.55190656958095,0.8480934304190502,0.800384150955062,PREDICTED_STOPPING_DISTANCE
M1_CROSS_BASELINE,174,2.916666666666661,True,True,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,2,0.1,8.4,0.6337464994380468,17.318546886036387,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,True,3.5100623897417274,3.788721114217312,0,False,False,False,2,2,2.870164169704177,0,8958,0,0,11.818121805260889,True,True,680,7.260025206950651,0.1920641589140384,37.463106864249774,-1.7228805919971657,-143.46254199934236,CORRIDOR,8.032239115106535,0.3677608848934657,0.32005160542947914,PREDICTED_STOPPING_DISTANCE
M1_CROSS_BASELINE,180,3.016666666666661,True,True,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,2,0.1,8.4,0.6337464994380468,17.544108640421314,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,True,1.5273183935415848,3.7302260255200848,0,False,False,False,2,2,2.9032939694725584,0,9357,0,0,11.537749091494327,True,True,680,7.094422747067915,0.18768314145682316,37.68865058814458,-1.7228805919971657,-143.46254199934236,CORRIDOR,8.257800869491462,0.14219913050853883,0.09448985104454556,PREDICTED_STOPPING_DISTANCE
M1_CROSS_BASELINE,186,3.1166666666666605,True,True,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,2,0.1,8.4,0.6337464994380468,17.63175597379464,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,True,0.5151483269356476,3.6780293671115616,5,False,False,False,2,2,2.9331859165264413,0,9759,0,0,11.265276727453339,True,True,680,6.878517192224959,0.1819713542916656,37.776290956455256,-1.7228805919971657,-143.46254199934236,CORRIDOR,8.345448202864787,0.054551797135212965,0.022226339108649008,PREDICTED_STOPPING_DISTANCE
M1_CROSS_BASELINE,192,3.21666666666666,True,True,VIEWPOINT_ADVANCE,VIEWPOINT_ADVANCE,3,0.1,8.4,0.0,17.638598491465814,84.0,0.0,PRE_HOLD_LOCAL_MOTION,True,False,0.0,3.6290223946171354,0,False,False,True,3,2,2.952921172107237,0,10162,0,0,11.020890228605653,True,True,680,6.617062145253274,0.17505455410722948,37.783132941821115,-2.092378503255408,-135.1102512788064,CORRIDOR,0.0,8.4,0.0,NONE
M1_CROSS_BASELINE,198,3.3166666666666598,True,True,VIEWPOINT_ADVANCE,VIEWPOINT_ADVANCE,3,0.1,8.4,0.8269394615309125,18.465537952996726,84.0,0.0,PRE_HOLD_LOCAL_MOTION,True,False,15.879329247980253,3.581873105798291,0,False,False,False,3,2,2.981245011786421,0,10573,0,0,15.879329247980253,True,True,680,6.834673820766609,0.1808114767398574,38.61041834687534,-2.092378503255408,-135.1102512788064,CORRIDOR,0.8269394615309125,7.573060538469088,7.166240915122135,NONE
M1_CROSS_BASELINE,204,3.4166666666666594,True,True,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,3,0.1,8.4,1.135724864157595,20.63151384952866,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,True,23.24190218412676,3.5698235503035445,0,False,False,False,3,2,2.9852141694918237,0,10987,0,0,23.24190218412676,True,True,680,7.42897058079992,0.19653361324867513,40.77758897579785,-2.092378503255408,-135.1102512788064,CORRIDOR,2.992915358062845,5.407084641937155,5.529493055669443,PREDICTED_STOPPING_DISTANCE
M1_CROSS_BASELINE,210,3.516666666666659,True,True,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,3,0.1,8.4,1.135724864157595,22.765318154716596,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,True,19.238501076327832,3.5670916954926173,0,False,False,False,3,2,2.9847448715017024,0,11406,0,0,19.238501076327832,True,True,680,7.09071982030417,0.18758518043132727,42.912064355798414,-2.092378503255408,-135.1102512788064,CORRIDOR,5.126719663250782,3.2732803367492185,3.3956887504815083,PREDICTED_STOPPING_DISTANCE
M1_CROSS_BASELINE,216,3.6166666666666587,True,True,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,3,0.1,8.4,1.135724864157595,24.317370421126782,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,True,12.86697961674134,3.559492714871168,0,False,False,False,3,2,2.98503884669019,0,11826,0,0,12.86697961674134,True,True,680,7.229709978398347,0.19126216874069701,44.46424770637015,-2.092378503255408,-135.1102512788064,CORRIDOR,6.678771929660968,1.7212280703390324,1.8436364840713315,PREDICTED_STOPPING_DISTANCE
M1_CROSS_BASELINE,222,3.7166666666666583,True,True,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,3,0.1,8.4,1.135724864157595,25.276534636948284,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,True,7.481834515801972,3.5552373853423176,0,False,False,False,3,2,2.9851025473528625,0,12246,0,0,9.735328960990035,True,True,680,7.283310341803015,0.19268016777256655,45.423371826408705,-2.092378503255408,-135.1102512788064,CORRIDOR,7.63793614548247,0.76206385451753,0.8844722682498273,PREDICTED_STOPPING_DISTANCE
M1_CROSS_BASELINE,228,3.816666666666658,True,True,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,3,0.1,8.4,1.135724864157595,25.79835052722386,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,True,3.8393037452425682,3.5547199376427168,0,False,False,False,3,2,2.985141628075551,0,12666,0,0,9.448030212156048,True,True,680,7.273223409862076,0.19241331772121895,45.94513754811015,-2.092378503255408,-135.1102512788064,CORRIDOR,8.159752035758046,0.24024796424195394,0.3626563779742598,PREDICTED_STOPPING_DISTANCE
M1_CROSS_BASELINE,234,3.9166666666666576,True,True,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,3,0.1,8.4,1.135724864157595,26.04733553485002,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,True,1.702818485542709,3.562105935562995,0,False,False,False,3,2,2.988475171864498,0,13089,0,0,9.154138861405979,True,True,680,7.233633674870829,0.19136597023467802,46.194094094354256,-2.092378503255408,-135.1102512788064,CORRIDOR,8.408737043384207,0.0,0.11367137034810326,PREDICTED_STOPPING_DISTANCE
M1_CROSS_BASELINE,240,4.016666666666658,True,True,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,3,0.1,8.4,1.135724864157595,26.146637070671346,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,True,0.596866869576528,3.549378466233438,4,False,False,False,3,2,2.9969485191736833,0,13519,0,0,8.936545387909579,True,True,680,7.19200154524926,0.19026459114416033,46.293383956931,-2.092378503255408,-135.1102512788064,CORRIDOR,8.508038579205532,0.0,0.02717873305034497,PREDICTED_STOPPING_DISTANCE
M1_CROSS_BASELINE,246,4.116666666666657,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,1.135724864157595,26.16100690519812,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,3.5396458807840157,6,True,True,True,4,2,3.0137700463782946,0,13962,0,0,8.71363435271794,True,True,680,7.162314259192171,0.1894792132061421,46.30775210321722,-2.3250545352036447,-126.5878428650741,CORRIDOR,8.522408413732308,0.0,0.0,PREDICTED_STOPPING_DISTANCE
M1_CROSS_BASELINE,252,4.216666666666657,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,1.135724864157595,26.16100690519812,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,3.5408920631861553,6,True,True,False,4,2,3.038678439462312,0,14404,0,0,8.457354943935032,True,True,680,7.162302587595965,0.1894789044337557,46.30775210321722,-2.3250545352036447,-126.5878428650741,CORRIDOR,8.522408413732308,0.0,0.0,PREDICTED_STOPPING_DISTANCE
M1_CROSS_BASELINE,258,4.316666666666657,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,1.135724864157595,26.16100690519812,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,3.5348267618825084,6,True,True,False,4,2,3.0828492204340745,0,14846,0,0,8.226890335567631,True,True,680,7.299428199514486,0.19310656612472185,46.30775210321722,-2.3250545352036447,-126.5878428650741,CORRIDOR,8.522408413732308,0.0,0.0,PREDICTED_STOPPING_DISTANCE
M1_CROSS_BASELINE,264,4.416666666666656,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,1.135724864157595,26.16100690519812,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,3.5163340048684337,6,True,True,False,4,2,3.1036840746464107,0,15289,0,0,8.014631315874198,True,True,680,6.993151562403465,0.18500400958739327,46.30775210321722,-2.3250545352036447,-126.5878428650741,CORRIDOR,8.522408413732308,0.0,0.0,PREDICTED_STOPPING_DISTANCE
M1_CROSS_BASELINE,270,4.516666666666656,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,1.135724864157595,26.16100690519812,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,3.484910530255193,6,True,True,False,4,2,3.1292281849236057,0,15731,0,0,7.821920213067662,True,True,680,6.699604516912561,0.17723821473313653,46.30775210321722,-2.3250545352036447,-126.5878428650741,CORRIDOR,8.522408413732308,0.0,0.0,PREDICTED_STOPPING_DISTANCE
M1_CROSS_BASELINE,276,4.616666666666656,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,1.135724864157595,26.16100690519812,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,3.434497595120387,6,True,True,False,4,2,3.1635714747295567,0,16178,0,0,7.644434880301845,True,True,680,6.429038785059112,0.17008039113912995,46.30775210321722,-2.3250545352036447,-126.5878428650741,CORRIDOR,8.522408413732308,0.0,0.0,PREDICTED_STOPPING_DISTANCE
M1_CROSS_BASELINE,282,4.716666666666655,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,1.135724864157595,26.16100690519812,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,3.3896454037204196,6,True,True,False,4,2,3.2043643422790216,0,16627,0,0,7.458978449858629,True,True,680,6.194881516772952,0.16388575441198286,46.30775210321722,-2.3250545352036447,-126.5878428650741,CORRIDOR,8.522408413732308,0.0,0.0,PREDICTED_STOPPING_DISTANCE
M1_CROSS_BASELINE,288,4.816666666666655,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,1.135724864157595,26.16100690519812,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,3.3481455086609104,6,True,True,False,4,2,3.249413750501158,0,17076,0,0,7.265538081568001,True,True,680,5.9813286649007305,0.1582362080661569,46.30775210321722,-2.3250545352036447,-126.5878428650741,CORRIDOR,8.522408413732308,0.0,0.0,PREDICTED_STOPPING_DISTANCE
M1_CROSS_BASELINE,294,4.9166666666666545,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,1.135724864157595,26.16100690519812,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,3.3032167248586517,6,True,True,False,4,2,3.260987452457138,0,17527,0,0,7.075202997622979,True,True,680,5.787334808386611,0.15310409545996329,46.30775210321722,-2.3250545352036447,-126.5878428650741,CORRIDOR,8.522408413732308,0.0,0.0,PREDICTED_STOPPING_DISTANCE
M1_CROSS_BASELINE,300,5.016666666666654,True,True,VIEWPOINT_SEQUENCE_COMPLETE,VIEWPOINT_SEQUENCE_COMPLETE,3,0.1,8.4,1.135724864157595,26.16100690519812,84.0,0.0,PRE_HOLD_LOCAL_MOTION,False,False,0.0,3.257784249910218,6,True,True,False,4,2,3.272430432594966,0,17985,0,0,6.88772317534018,True,True,680,5.612527949356044,0.14847957537978954,46.30775210321722,-2.3250545352036447,-126.5878428650741,CORRIDOR,8.522408413732308,0.0,0.0,PREDICTED_STOPPING_DISTANCE
