verdict,scan_count,initial_opening_count,initial_outgoing_match,best_outgoing_match,best_wall_fitted_points,visibility_improved,safe_movement_maintained,plus90_first_scan,plus90_first_advance,minus90_first_scan,minus90_first_advance,profile_detection_time,initial_anchor_time,m0_negative_control_pass,deterministic_replay_pass,GT_used_for_control,global_pose_used_for_control,movement_physics_modified,detectors_modified
SAFE_ACTIVE_VIEWPOINT_VISIBILITY_INEFFECTIVE,4,2,1,1,10,False,True,,,,,0.6166666666666669,1.4166666666666665,True,True,False,False,False,False
