frame,time,map_case,lidar_x_eval,lidar_y_eval,corridor_width,max_range,local_lateral_offset,opening_group_count,junction_detected,detector_state,leader_speed,measured_profile_summary,expected_profile_summary,max_abs_valid_profile_delta,GT_phase_eval_only,nan_inf_state_count,noise_std,dropout,occlusion
360,6.016666666666651,M0_STRAIGHT,-1.788303572096787,226.3303201778742,84.0,150.0,1.7883035720967868,0,False,LIDAR_PROFILE_CLEAR,37.11520354100635,"{""min"":40.21169642790321,""mean"":79.10609958097007,""max"":150.0}","{""min"":40.21169642790321,""mean"":79.10609958097007,""max"":150.0}",2.2737367544323206e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
366,6.11666666666665,M0_STRAIGHT,-1.7880941262212737,230.04118001148146,84.0,150.0,1.7880941262212744,0,False,LIDAR_PROFILE_CLEAR,37.15309350268377,"{""min"":40.211905873778726,""mean"":79.106103802416,""max"":150.0}","{""min"":40.211905873778726,""mean"":79.106103802416,""max"":150.0}",2.5579538487363607e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
372,6.21666666666665,M0_STRAIGHT,-1.7879090575054593,233.77383234976804,84.0,150.0,1.787909057505459,0,False,LIDAR_PROFILE_CLEAR,37.47875389915334,"{""min"":40.21209094249454,""mean"":79.1061075325328,""max"":150.0}","{""min"":40.21209094249454,""mean"":79.1061075325328,""max"":150.0}",2.5579538487363607e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
378,6.3166666666666496,M0_STRAIGHT,-1.787733086452548,237.5465535367275,84.0,150.0,1.7877330864525476,0,False,LIDAR_PROFILE_CLEAR,37.90402208413141,"{""min"":40.21226691354745,""mean"":79.10611107928342,""max"":150.0}","{""min"":40.21226691354745,""mean"":79.10611107928342,""max"":150.0}",2.5579538487363607e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
384,6.416666666666649,M0_STRAIGHT,-1.7875593376390193,241.3577551664051,84.0,150.0,1.787559337639017,0,False,LIDAR_PROFILE_CLEAR,38.23639462081741,"{""min"":40.21244066236098,""mean"":79.10611458124411,""max"":150.0}","{""min"":40.21244066236098,""mean"":79.10611458124411,""max"":150.0}",1.9895196601282805e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
390,6.516666666666649,M0_STRAIGHT,-1.7874475178034857,245.18943718076991,84.0,150.0,1.7874475178034857,0,False,LIDAR_PROFILE_CLEAR,38.335770527377335,"{""min"":40.212552482196514,""mean"":79.10611683500724,""max"":150.0}","{""min"":40.212552482196514,""mean"":79.10611683500724,""max"":150.0}",2.2737367544323206e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
396,6.6166666666666485,M0_STRAIGHT,-1.7873987774519684,249.01538753657567,84.0,150.0,1.787398777451969,0,False,LIDAR_PROFILE_CLEAR,38.17504241800589,"{""min"":40.21260122254803,""mean"":79.10611781738399,""max"":150.0}","{""min"":40.21260122254803,""mean"":79.10611781738399,""max"":150.0}",2.2737367544323206e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
402,6.716666666666648,M0_STRAIGHT,-1.787410391894646,252.81621117911718,84.0,150.0,1.787410391894646,0,False,LIDAR_PROFILE_CLEAR,37.88159547148333,"{""min"":40.212589608105354,""mean"":79.10611758329134,""max"":150.0}","{""min"":40.212589608105354,""mean"":79.10611758329134,""max"":150.0}",2.2737367544323206e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
408,6.816666666666648,M0_STRAIGHT,-1.7874497252950463,256.58694124051084,84.0,150.0,1.7874497252950476,0,False,LIDAR_PROFILE_CLEAR,37.59122899568063,"{""min"":40.21255027470495,""mean"":79.10611679051456,""max"":150.0}","{""min"":40.21255027470495,""mean"":79.10611679051456,""max"":150.0}",2.5579538487363607e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
414,6.916666666666647,M0_STRAIGHT,-1.7875786336756088,260.3355706696991,84.0,150.0,1.7875786336756079,0,False,LIDAR_PROFILE_CLEAR,37.44122643330115,"{""min"":40.21242136632439,""mean"":79.10611419232657,""max"":150.0}","{""min"":40.21242136632439,""mean"":79.10611419232657,""max"":150.0}",2.2737367544323206e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
420,7.016666666666647,M0_STRAIGHT,-1.7878811354699566,264.082457608627,84.0,150.0,1.7878811354699593,0,False,LIDAR_PROFILE_CLEAR,37.516845338198756,"{""min"":40.21211886453004,""mean"":79.10610809531,""max"":150.0}","{""min"":40.21211886453004,""mean"":79.10610809531,""max"":150.0}",2.2737367544323206e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
426,7.116666666666647,M0_STRAIGHT,-1.7882261772124899,267.84606102970645,84.0,150.0,1.7882261772124934,0,False,LIDAR_PROFILE_CLEAR,37.73205863554054,"{""min"":40.21177382278751,""mean"":79.10610114088773,""max"":150.0}","{""min"":40.21177382278751,""mean"":79.10610114088773,""max"":150.0}",2.2737367544323206e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
432,7.216666666666646,M0_STRAIGHT,-1.7885730300410063,271.63321966582424,84.0,150.0,1.7885730300410074,0,False,LIDAR_PROFILE_CLEAR,37.965114071153586,"{""min"":40.21142696995899,""mean"":79.10609414996244,""max"":150.0}","{""min"":40.21142696995899,""mean"":79.10609414996244,""max"":150.0}",2.2737367544323206e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
438,7.316666666666646,M0_STRAIGHT,-1.7888949846066415,275.43856546809167,84.0,150.0,1.7888949846066424,0,False,LIDAR_PROFILE_CLEAR,38.09426310535734,"{""min"":40.21110501539336,""mean"":79.10608766086929,""max"":150.0}","{""min"":40.21110501539336,""mean"":79.1060876608693,""max"":150.0}",2.2737367544323206e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
444,7.416666666666646,M0_STRAIGHT,-1.7891705522142771,279.24598921554815,84.0,150.0,1.78917055221428,0,False,LIDAR_PROFILE_CLEAR,38.03016277789018,"{""min"":40.21082944778572,""mean"":79.10608210671953,""max"":150.0}","{""min"":40.21082944778572,""mean"":79.10608210671953,""max"":150.0}",2.2737367544323206e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
450,7.516666666666645,M0_STRAIGHT,-1.789409450957538,283.0347185941889,84.0,150.0,1.7894094509575353,0,False,LIDAR_PROFILE_CLEAR,37.75841296271923,"{""min"":40.210590549042465,""mean"":79.106077291642,""max"":150.0}","{""min"":40.210590549042465,""mean"":79.106077291642,""max"":150.0}",1.9895196601282805e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
456,7.616666666666645,M0_STRAIGHT,-1.7896433193407635,286.78713861316146,84.0,150.0,1.7896433193407617,0,False,LIDAR_PROFILE_CLEAR,37.347889726248745,"{""min"":40.21035668065924,""mean"":79.10607257795292,""max"":150.0}","{""min"":40.21035668065924,""mean"":79.10607257795292,""max"":150.0}",2.5579538487363607e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
462,7.716666666666645,M0_STRAIGHT,-1.7899307653751353,290.4989406884559,84.0,150.0,1.7899307653751322,0,False,LIDAR_PROFILE_CLEAR,36.97108247377301,"{""min"":40.21006923462487,""mean"":79.10606678438982,""max"":150.0}","{""min"":40.21006923462487,""mean"":79.10606678438982,""max"":150.0}",2.2737367544323206e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
468,7.816666666666644,M0_STRAIGHT,-1.7902894370777123,294.1822791198085,84.0,150.0,1.7902894370777105,0,False,LIDAR_PROFILE_CLEAR,36.76448810293685,"{""min"":40.20971056292229,""mean"":79.1060595552515,""max"":150.0}","{""min"":40.20971056292229,""mean"":79.1060595552515,""max"":150.0}",2.2737367544323206e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
474,7.916666666666644,M0_STRAIGHT,-1.7907220693975148,297.85866079101186,84.0,150.0,1.7907220693975177,0,False,LIDAR_PROFILE_CLEAR,36.79766173452059,"{""min"":40.20927793060248,""mean"":79.10605083541424,""max"":150.0}","{""min"":40.20927793060248,""mean"":79.10605083541424,""max"":150.0}",1.9895196601282805e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
480,8.016666666666644,M0_STRAIGHT,-1.7911778269444754,301.54938411047635,84.0,150.0,1.7911778269444767,0,False,LIDAR_PROFILE_CLEAR,36.99307068555715,"{""min"":40.20882217305552,""mean"":79.10604164948091,""max"":150.0}","{""min"":40.20882217305552,""mean"":79.10604164948093,""max"":150.0}",2.2737367544323206e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
486,8.11666666666665,M0_STRAIGHT,-1.7915316758908544,305.2592418521201,84.0,150.0,1.7915316758908517,0,False,LIDAR_PROFILE_CLEAR,37.163639349533106,"{""min"":40.20846832410915,""mean"":79.10603451754673,""max"":150.0}","{""min"":40.20846832410915,""mean"":79.10603451754673,""max"":150.0}",2.2737367544323206e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
492,8.216666666666654,M0_STRAIGHT,-1.7917654532467004,308.9819876590653,84.0,150.0,1.791765453246697,0,False,LIDAR_PROFILE_CLEAR,37.26290426624378,"{""min"":40.2082345467533,""mean"":79.10602980569233,""max"":150.0}","{""min"":40.2082345467533,""mean"":79.10602980569234,""max"":150.0}",2.2737367544323206e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
498,8.31666666666666,M0_STRAIGHT,-1.7919566350096963,312.70887189319023,84.0,150.0,1.7919566350096972,0,False,LIDAR_PROFILE_CLEAR,37.251103524078,"{""min"":40.2080433649903,""mean"":79.10602595236517,""max"":150.0}","{""min"":40.2080433649903,""mean"":79.1060259523652,""max"":150.0}",2.2737367544323206e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
504,8.416666666666664,M0_STRAIGHT,-1.7921125735882315,316.42396721372774,84.0,150.0,1.7921125735882342,0,False,LIDAR_PROFILE_CLEAR,37.05242057168009,"{""min"":40.207887426411766,""mean"":79.10602280937525,""max"":150.0}","{""min"":40.207887426411766,""mean"":79.10602280937525,""max"":150.0}",2.2737367544323206e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
510,8.51666666666667,M0_STRAIGHT,-1.7922433386931773,320.11065580019874,84.0,150.0,1.7922433386931758,0,False,LIDAR_PROFILE_CLEAR,36.73027406002939,"{""min"":40.207756661306824,""mean"":79.10602017376439,""max"":150.0}","{""min"":40.207756661306824,""mean"":79.10602017376439,""max"":150.0}",1.9895196601282805e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
516,8.616666666666674,M0_STRAIGHT,-1.7923882528573172,323.76760877479194,84.0,150.0,1.7923882528573145,0,False,LIDAR_PROFILE_CLEAR,36.47410295395773,"{""min"":40.207611747142685,""mean"":79.10601725297491,""max"":150.0}","{""min"":40.207611747142685,""mean"":79.10601725297491,""max"":150.0}",1.9895196601282805e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
522,8.71666666666668,M0_STRAIGHT,-1.792593249543694,327.4075471212927,84.0,150.0,1.7925932495436925,0,False,LIDAR_PROFILE_CLEAR,36.364974287249886,"{""min"":40.20740675045631,""mean"":79.10601312120373,""max"":150.0}","{""min"":40.20740675045631,""mean"":79.10601312120374,""max"":150.0}",2.2737367544323206e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
528,8.816666666666684,M0_STRAIGHT,-1.7927563398896458,331.04348016329794,84.0,150.0,1.7927563398896424,0,False,LIDAR_PROFILE_CLEAR,36.36990560662595,"{""min"":40.20724366011036,""mean"":79.10600983406775,""max"":150.0}","{""min"":40.20724366011036,""mean"":79.10600983406773,""max"":150.0}",2.5579538487363607e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
534,8.91666666666669,M0_STRAIGHT,-1.7929068542694353,334.68663128855593,84.0,150.0,1.7929068542694324,0,False,LIDAR_PROFILE_CLEAR,36.49115900006825,"{""min"":40.20709314573057,""mean"":79.10600680040419,""max"":150.0}","{""min"":40.20709314573057,""mean"":79.10600680040419,""max"":150.0}",2.2737367544323206e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
540,9.016666666666694,M0_STRAIGHT,-1.793108804508156,338.34557740875425,84.0,150.0,1.793108804508158,0,False,LIDAR_PROFILE_CLEAR,36.6527250146734,"{""min"":40.20689119549184,""mean"":79.1060027300351,""max"":150.0}","{""min"":40.20689119549184,""mean"":79.1060027300351,""max"":150.0}",1.9895196601282805e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
546,9.1166666666667,M0_STRAIGHT,-1.7932557170753696,342.0141974243262,84.0,150.0,1.7932557170753682,0,False,LIDAR_PROFILE_CLEAR,36.685136512909274,"{""min"":40.20674428292463,""mean"":79.1059997689672,""max"":150.0}","{""min"":40.20674428292463,""mean"":79.1059997689672,""max"":150.0}",2.2737367544323206e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
552,9.216666666666704,M0_STRAIGHT,-1.7933644959421955,345.6770618448518,84.0,150.0,1.7933644959421926,0,False,LIDAR_PROFILE_CLEAR,36.57628775493156,"{""min"":40.20663550405781,""mean"":79.10599757649574,""max"":150.0}","{""min"":40.20663550405781,""mean"":79.10599757649574,""max"":150.0}",2.2737367544323206e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
558,9.316666666666709,M0_STRAIGHT,-1.7934445560589642,349.3254564109265,84.0,150.0,1.7934445560589651,0,False,LIDAR_PROFILE_CLEAR,36.41195573929664,"{""min"":40.206555443941035,""mean"":79.1059959628595,""max"":150.0}","{""min"":40.206555443941035,""mean"":79.10599596285948,""max"":150.0}",2.2737367544323206e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
564,9.416666666666714,M0_STRAIGHT,-1.793483464652494,352.95503795796725,84.0,150.0,1.7934834646524962,0,False,LIDAR_PROFILE_CLEAR,36.20986337243369,"{""min"":40.206516535347504,""mean"":79.10599517864485,""max"":150.0}","{""min"":40.206516535347504,""mean"":79.10599517864485,""max"":150.0}",2.2737367544323206e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
570,9.516666666666719,M0_STRAIGHT,-1.7934657388721529,356.5645179617504,84.0,150.0,1.7934657388721504,0,False,LIDAR_PROFILE_CLEAR,36.01834411590011,"{""min"":40.20653426112785,""mean"":79.1059955359134,""max"":150.0}","{""min"":40.20653426112785,""mean"":79.10599553591338,""max"":150.0}",2.2737367544323206e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
576,9.616666666666724,M0_STRAIGHT,-1.793397604503407,360.159267523796,84.0,150.0,1.7933976045034044,0,False,LIDAR_PROFILE_CLEAR,35.91845795483865,"{""min"":40.206602395496596,""mean"":79.10599690918251,""max"":150.0}","{""min"":40.206602395496596,""mean"":79.10599690918251,""max"":150.0}",2.2737367544323206e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
582,9.716666666666729,M0_STRAIGHT,-1.7934016063126743,363.75454118313047,84.0,150.0,1.7934016063126776,0,False,LIDAR_PROFILE_CLEAR,36.00129055043389,"{""min"":40.20659839368732,""mean"":79.10599682852482,""max"":150.0}","{""min"":40.20659839368732,""mean"":79.10599682852481,""max"":150.0}",2.5579538487363607e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
588,9.816666666666734,M0_STRAIGHT,-1.7934138786896932,367.3641817717559,84.0,150.0,1.793413878689691,0,False,LIDAR_PROFILE_CLEAR,36.160089305190176,"{""min"":40.20658612131031,""mean"":79.10599658117128,""max"":150.0}","{""min"":40.20658612131031,""mean"":79.10599658117128,""max"":150.0}",2.2737367544323206e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
594,9.916666666666739,M0_STRAIGHT,-1.7933659394967134,370.9850717895687,84.0,150.0,1.7933659394967165,0,False,LIDAR_PROFILE_CLEAR,36.22864486930138,"{""min"":40.20663406050328,""mean"":79.10599754740045,""max"":150.0}","{""min"":40.20663406050328,""mean"":79.10599754740045,""max"":150.0}",2.2737367544323206e-13,CORRIDOR_ONLY,0,0.0,0.0,0.0
