frame,time,map_case,lidar_x_eval,lidar_y_eval,corridor_width,max_range,local_lateral_offset,opening_group_count,junction_detected,detector_state,leader_speed,measured_profile_summary,expected_profile_summary,max_abs_valid_profile_delta,GT_phase_eval_only,nan_inf_state_count,noise_std,dropout,occlusion
414,6.916666666666647,M1_CROSS_BASELINE,-1.5531290253837027,190.8385437774301,84.0,150.0,1.5531290253837042,0,False,LIDAR_PROFILE_CLEAR,1.5958928759594069,"{""min"":1.1614562225699103,""mean"":41.502030606972966,""max"":150.0}","{""min"":40.446870974616296,""mean"":79.11083959618188,""max"":150.0}",147.7503996631232,JUNCTION_REGION,0,0.0,0.0,0.0
420,7.016666666666647,M1_CROSS_BASELINE,-1.6038112094093957,190.8385437774301,84.0,150.0,1.6038112094093933,0,False,LIDAR_PROFILE_CLEAR,1.613381728396986,"{""min"":1.1614562225699103,""mean"":41.50151984948113,""max"":150.0}","{""min"":40.39618879059061,""mean"":79.10981808119817,""max"":150.0}",147.92374812060734,JUNCTION_REGION,0,0.0,0.0,0.0
426,7.116666666666647,M1_CROSS_BASELINE,-1.666572555012521,190.8385437774301,84.0,150.0,1.6665725550125217,0,False,LIDAR_PROFILE_CLEAR,1.6864871912584403,"{""min"":1.1614562225699103,""mean"":41.50088736238371,""max"":150.0}","{""min"":40.33342744498748,""mean"":79.10855310700336,""max"":150.0}",148.13841097815933,JUNCTION_REGION,0,0.0,0.0,0.0
432,7.216666666666646,M1_CROSS_BASELINE,-1.7495350352828989,190.8385437774301,84.0,150.0,1.7495350352828964,0,False,LIDAR_PROFILE_CLEAR,1.7698121389572146,"{""min"":1.1614562225699103,""mean"":41.50005129524977,""max"":150.0}","{""min"":40.250464964717104,""mean"":79.10688097273548,""max"":150.0}",148.42216784973843,JUNCTION_REGION,0,0.0,0.0,0.0
438,7.316666666666646,M1_CROSS_BASELINE,-1.8311276265385001,190.8385437774301,84.0,150.0,1.8311276265385033,0,False,LIDAR_PROFILE_CLEAR,1.6709370791635645,"{""min"":1.1614562225699103,""mean"":41.499229033382726,""max"":150.0}","{""min"":40.1688723734615,""mean"":79.1052364490014,""max"":150.0}",148.70123928496156,JUNCTION_REGION,0,0.0,0.0,0.0
444,7.416666666666646,M1_CROSS_BASELINE,-1.8828015510911058,190.8385437774301,84.0,150.0,1.8828015510911058,0,False,LIDAR_PROFILE_CLEAR,1.589890475695138,"{""min"":1.1614562225699103,""mean"":41.49845132315782,""max"":150.0}","{""min"":40.117198448908894,""mean"":79.10368102855159,""max"":150.0}",144.3351396199707,JUNCTION_REGION,0,0.0,0.0,0.0
450,7.516666666666645,M1_CROSS_BASELINE,-1.9274050229127946,190.8385437774301,84.0,150.0,1.9274050229127937,0,False,LIDAR_PROFILE_CLEAR,1.581101389403115,"{""min"":1.1614562225699103,""mean"":41.49757805422125,""max"":150.0}","{""min"":40.072594977087206,""mean"":79.10193449067843,""max"":150.0}",144.17332021893384,JUNCTION_REGION,0,0.0,0.0,0.0
456,7.616666666666645,M1_CROSS_BASELINE,-1.9565436747381149,190.8385437774301,84.0,150.0,1.9565436747381142,0,False,LIDAR_PROFILE_CLEAR,1.5442903957243899,"{""min"":1.1614562225699103,""mean"":41.49700756321565,""max"":150.0}","{""min"":40.043456325261886,""mean"":79.10079350866725,""max"":150.0}",144.06760649323454,JUNCTION_REGION,0,0.0,0.0,0.0
462,7.716666666666645,M1_CROSS_BASELINE,-1.976365783713746,190.8385437774301,84.0,150.0,1.9763657837137458,0,False,LIDAR_PROFILE_CLEAR,1.5323727182750524,"{""min"":1.1614562225699103,""mean"":41.49661947611573,""max"":150.0}","{""min"":40.023634216286254,""mean"":79.1000173344674,""max"":150.0}",143.99569276834455,JUNCTION_REGION,0,0.0,0.0,0.0
468,7.816666666666644,M1_CROSS_BASELINE,-1.9885059708284516,190.8385437774301,84.0,150.0,1.9885059708284487,0,False,LIDAR_PROFILE_CLEAR,1.5305722826040047,"{""min"":1.1614562225699103,""mean"":41.49638178949946,""max"":150.0}","{""min"":40.01149402917155,""mean"":79.09954196123486,""max"":150.0}",143.95164871241926,JUNCTION_REGION,0,0.0,0.0,0.0
474,7.916666666666644,M1_CROSS_BASELINE,-2.0010754428738644,190.8385437774301,84.0,150.0,2.001075442873862,0,False,LIDAR_PROFILE_CLEAR,1.5299370522087548,"{""min"":1.1614562225699103,""mean"":41.49613569812948,""max"":150.0}","{""min"":39.99892455712614,""mean"":79.0990497784949,""max"":150.0}",143.90604722996358,JUNCTION_REGION,0,0.0,0.0,0.0
480,8.016666666666644,M1_CROSS_BASELINE,-2.010941255847553,190.8385437774301,84.0,150.0,2.0109412558475555,0,False,LIDAR_PROFILE_CLEAR,1.5277258028384837,"{""min"":1.1614562225699103,""mean"":41.495942540340366,""max"":150.0}","{""min"":39.989058744152445,""mean"":79.09866346291666,""max"":150.0}",143.87025450170856,JUNCTION_REGION,0,0.0,0.0,0.0
486,8.11666666666665,M1_CROSS_BASELINE,-2.0165097589422394,190.8385437774301,84.0,150.0,2.0165097589422416,0,False,LIDAR_PROFILE_CLEAR,1.5258141949143793,"{""min"":1.1614562225699103,""mean"":41.495833517419555,""max"":150.0}","{""min"":39.98349024105776,""mean"":79.09844541707506,""max"":150.0}",143.8500522215126,JUNCTION_REGION,0,0.0,0.0,0.0
492,8.216666666666654,M1_CROSS_BASELINE,-2.016749711679934,190.8385437774301,84.0,150.0,2.0167497116799353,0,False,LIDAR_PROFILE_CLEAR,1.5256309547096583,"{""min"":1.1614562225699103,""mean"":41.49582881950562,""max"":150.0}","{""min"":39.983250288320065,""mean"":79.09843602124718,""max"":150.0}",143.8491816837113,JUNCTION_REGION,0,0.0,0.0,0.0
498,8.31666666666666,M1_CROSS_BASELINE,-2.011660969716532,190.8385437774301,84.0,150.0,2.01166096971653,0,False,LIDAR_PROFILE_CLEAR,1.5264087774614203,"{""min"":1.1614562225699103,""mean"":41.495928449424575,""max"":150.0}","{""min"":39.98833903028347,""mean"":79.0986352810851,""max"":150.0}",143.86764341197858,JUNCTION_REGION,0,0.0,0.0,0.0
504,8.416666666666664,M1_CROSS_BASELINE,-2.0067527930702607,190.8385437774301,84.0,150.0,2.0067527930702624,0,False,LIDAR_PROFILE_CLEAR,1.5261476317534945,"{""min"":1.1614562225699103,""mean"":41.49602454414603,""max"":150.0}","{""min"":39.99324720692974,""mean"":79.098827470528,""max"":150.0}",143.88545005735043,JUNCTION_REGION,0,0.0,0.0,0.0
510,8.51666666666667,M1_CROSS_BASELINE,-2.002469258833868,190.8385437774301,84.0,150.0,2.0024692588338695,0,False,LIDAR_PROFILE_CLEAR,1.5260609378882988,"{""min"":1.1614562225699103,""mean"":41.49610840930797,""max"":150.0}","{""min"":39.99753074116613,""mean"":79.09899520085189,""max"":150.0}",143.90099052799417,JUNCTION_REGION,0,0.0,0.0,0.0
516,8.616666666666674,M1_CROSS_BASELINE,-1.9965697285428443,190.8385437774301,84.0,150.0,1.9965697285428448,0,False,LIDAR_PROFILE_CLEAR,1.5269041090153828,"{""min"":1.1614562225699103,""mean"":41.49622391324372,""max"":150.0}","{""min"":40.003430271457155,""mean"":79.09922620872338,""max"":150.0}",143.9223937600544,JUNCTION_REGION,0,0.0,0.0,0.0
522,8.71666666666668,M1_CROSS_BASELINE,-1.9831645620184368,190.8385437774301,84.0,150.0,1.9831645620184375,0,False,LIDAR_PROFILE_CLEAR,1.5394360115537893,"{""min"":1.1614562225699103,""mean"":41.496486366255496,""max"":150.0}","{""min"":40.01683543798156,""mean"":79.09975111474694,""max"":150.0}",143.9710271047064,JUNCTION_REGION,0,0.0,0.0,0.0
528,8.816666666666684,M1_CROSS_BASELINE,-1.9598247703768512,190.8385437774301,84.0,150.0,1.9598247703768479,0,False,LIDAR_PROFILE_CLEAR,1.537639075425385,"{""min"":1.1614562225699103,""mean"":41.49694332429473,""max"":150.0}","{""min"":40.04017522962315,""mean"":79.10066503082541,""max"":150.0}",144.0557028249926,JUNCTION_REGION,0,0.0,0.0,0.0
534,8.91666666666669,M1_CROSS_BASELINE,-1.9513622658144374,190.8385437774301,84.0,150.0,1.9513622658144385,0,False,LIDAR_PROFILE_CLEAR,1.525577253072912,"{""min"":1.1614562225699103,""mean"":41.49710900741441,""max"":150.0}","{""min"":40.04863773418556,""mean"":79.10099639706475,""max"":150.0}",144.0864044130895,JUNCTION_REGION,0,0.0,0.0,0.0
540,9.016666666666694,M1_CROSS_BASELINE,-1.9510510212859875,190.8385437774301,84.0,150.0,1.9510510212859842,0,False,LIDAR_PROFILE_CLEAR,1.5254203017680952,"{""min"":1.1614562225699103,""mean"":41.49711510111446,""max"":150.0}","{""min"":40.048948978714016,""mean"":79.10100858446486,""max"":150.0}",144.0875335943194,JUNCTION_REGION,0,0.0,0.0,0.0
546,9.1166666666667,M1_CROSS_BASELINE,-1.9544748556190328,190.8385437774301,84.0,150.0,1.9544748556190328,0,False,LIDAR_PROFILE_CLEAR,1.5271818683490581,"{""min"":1.1614562225699103,""mean"":41.497048067584444,""max"":150.0}","{""min"":40.04552514438097,""mean"":79.10087451740483,""max"":150.0}",144.07511207647798,JUNCTION_REGION,0,0.0,0.0,0.0
552,9.216666666666704,M1_CROSS_BASELINE,-1.968122917767131,190.8385437774301,84.0,150.0,1.9681229177671327,0,False,LIDAR_PROFILE_CLEAR,1.5364518571489787,"{""min"":1.1614562225699103,""mean"":41.49678085904144,""max"":150.0}","{""min"":40.03187708223287,""mean"":79.10034010031882,""max"":150.0}",144.02559751736587,JUNCTION_REGION,0,0.0,0.0,0.0
558,9.316666666666709,M1_CROSS_BASELINE,-1.9949926259935027,190.8385437774301,84.0,150.0,1.994992625993504,0,False,LIDAR_PROFILE_CLEAR,1.5629856585663304,"{""min"":1.1614562225699103,""mean"":41.49625479054116,""max"":150.0}","{""min"":40.005007374006496,""mean"":79.09928796331826,""max"":150.0}",143.9281154175731,JUNCTION_REGION,0,0.0,0.0,0.0
564,9.416666666666714,M1_CROSS_BASELINE,-2.0447644208451865,190.8385437774301,84.0,150.0,2.0447644208451834,0,False,LIDAR_PROFILE_CLEAR,1.6420882000833197,"{""min"":1.1614562225699103,""mean"":41.49528033360795,""max"":150.0}","{""min"":39.95523557915482,""mean"":79.09733904945186,""max"":150.0}",143.74754557171838,JUNCTION_REGION,0,0.0,0.0,0.0
570,9.516666666666719,M1_CROSS_BASELINE,-2.1196271546202015,190.8385437774301,84.0,150.0,2.119627154620204,0,False,LIDAR_PROFILE_CLEAR,1.7489143453423701,"{""min"":1.1614562225699103,""mean"":41.49381463380383,""max"":150.0}","{""min"":39.880372845379796,""mean"":79.09440764984359,""max"":150.0}",143.47594692155312,JUNCTION_REGION,0,0.0,0.0,0.0
576,9.616666666666724,M1_CROSS_BASELINE,-2.2239575481741976,190.8385437774301,84.0,150.0,2.223957548174198,0,False,LIDAR_PROFILE_CLEAR,1.9216954806810271,"{""min"":1.1614562225699103,""mean"":41.49177200151289,""max"":150.0}","{""min"":39.7760424518258,""mean"":79.09032238526171,""max"":150.0}",143.0974409195464,JUNCTION_REGION,0,0.0,0.0,0.0
582,9.716666666666729,M1_CROSS_BASELINE,-2.3283172116560484,190.8385437774301,84.0,150.0,2.3283172116560493,0,False,LIDAR_PROFILE_CLEAR,1.7432520120882866,"{""min"":1.1614562225699103,""mean"":41.489728796160755,""max"":150.0}","{""min"":39.67168278834395,""mean"":79.08623597455745,""max"":150.0}",142.7188287275504,JUNCTION_REGION,0,0.0,0.0,0.0
588,9.816666666666734,M1_CROSS_BASELINE,-2.389352319659695,190.8385437774301,84.0,150.0,2.389352319659693,0,False,LIDAR_PROFILE_CLEAR,1.6115158461295003,"{""min"":1.1614562225699103,""mean"":41.488533820485486,""max"":150.0}","{""min"":39.61064768034031,""mean"":79.08384602320689,""max"":150.0}",142.49739608529214,JUNCTION_REGION,0,0.0,0.0,0.0
594,9.916666666666739,M1_CROSS_BASELINE,-2.435526902571925,190.8385437774301,84.0,150.0,2.4355269025719224,0,False,LIDAR_PROFILE_CLEAR,1.5784111484909054,"{""min"":1.1614562225699103,""mean"":41.487629791555236,""max"":150.0}","{""min"":39.56447309742808,""mean"":79.08203796534639,""max"":150.0}",142.5751583296047,JUNCTION_REGION,0,0.0,0.0,0.0
