experiment_id,source_equivalence_pass,deterministic_replay,common_frame_transform_max_error,common_frame_definition,association_aggregation,distance_tolerance_W,width_difference_tolerance_W,orientation_tolerance_deg,termination_cluster_count,accepted_source_gap_count,fused_candidate_count,left_partial_complete_associated,right_partial_complete_associated,left_supporting_view_count,left_complete_support_count,left_partial_support_count,right_supporting_view_count,right_complete_support_count,right_partial_support_count,incoming_supporting_view_count,incoming_complete_support_count,false_candidate_count,false_supporting_view_counts,false_gap_pair_associated,false_gap_center_separation_W,false_gap_orientation_difference_deg,true_false_support_clear_separation,multiview_support_alone_insufficient,sensitivity_stable,M0_negative_passed,GT_used_for_association_or_support,GT_used_posthoc_only,movement_executed,primary_verdict,secondary_finding,production_fusion_implemented,new_viewpoint_search_performed,wall_topology_threshold_modified,detector_threshold_modified
EXP-036,True,True,0.0,"x=Anchor-forward,y=Anchor-left,origin=A0",coordinate_median_and_axial_circular_mean,0.075,0.1,12.0,5,7,5,True,True,3,1,2,3,1,2,3,3,2,"[3, 3]",False,0.01859074969841305,89.98695652536684,False,True,True,True,False,True,False,B_MULTIVIEW_RECOVERS_TRUE_BRANCHES_BUT_FALSE_GAPS_REMAIN_AMBIGUOUS,MULTIVIEW_SUPPORT_ALONE_INSUFFICIENT,False,False,False,False
