verdict,A0_outgoing_match_eval,max_valid_single_view_outgoing_match_eval,single_view_3of3_possible_eval,any_multiview_union_3of3_eval,M0_existing_axis_false_opening_count_eval,M0_false_opening_regression_eval,M0_lateral_false_opening_eval,deterministic_replay,actual_swarm_movement_performed,detector_thresholds_changed,GT_used_for_candidate_direction,GT_map_used_for_validity_and_posthoc_evaluation_only,A0_left_right_asymmetry,A0_local_preferred_side_diagnostic_only
D_NO_TRANSLATION_GAIN_WITHIN_VALID_TESTED_RANGE,1,1,False,False,1,False,False,True,False,False,False,True,0.026441475870746977,RIGHT
