timestamp,phase,threshold,component_id,robot_count,centroid_x,centroid_y,centroid_range,centroid_bearing_deg,bearing_std_deg,spatial_span,forward_zero_count,front_cohort_count,retention_fraction,matched_previous_component_id,lifetime_samples,radial_rate
0.21666666666666665,SPH_CORRIDOR,180,180-1,38,-1.8941455187682374,-37.81087426592684,37.85828839237187,-92.86784949693286,32.9319090026283,79.45832418024736,0,0,1.0,180-1,2,1.4210854715202004e-13
0.21666666666666665,SPH_CORRIDOR,180,180-2,4,54.79995370876845,-70.75652338605413,89.49592464556355,-52.24271078255526,3.4530262394560767,18.578047676491433,0,4,0.5,180-2,2,41.27903519879567
0.21666666666666665,SPH_CORRIDOR,180,180-3,1,59.175029396786826,-8.037208809768462,59.7183458374594,-7.734637893340559,0.0,0.0,0,1,1.0,180-3,2,-11.053354932761081
0.31666666666666665,SPH_CORRIDOR,90,90-1,101,26.530486701053324,-40.84526878285483,48.70526364304399,-56.994811498958214,34.12053694531682,101.0670081544013,0,42,1.0,90-1,3,-2.384065276261751
0.31666666666666665,SPH_CORRIDOR,120,120-1,101,26.530486701053324,-40.84526878285483,48.70526364304399,-56.994811498958214,34.12053694531682,101.0670081544013,0,42,1.0,120-1,3,-2.384065276261751
0.31666666666666665,SPH_CORRIDOR,150,150-1,100,26.270520235279278,-40.68353742118375,48.42819891894676,-57.14851620347916,34.28388325322422,101.0670081544013,0,41,1.0,150-1,3,-2.231881112764569
0.31666666666666665,SPH_CORRIDOR,180,180-1,38,-1.4985185559278242,-37.828619352780215,37.85828839237186,-92.2684920067877,32.89328566001928,79.19847041898039,0,0,1.0,180-1,3,-7.105427357601002e-14
0.31666666666666665,SPH_CORRIDOR,180,180-2,5,53.84164216041099,-69.93511142945945,88.26008294342725,-52.40804617436195,2.733076680318147,17.990007027865165,0,5,0.5,180-2,3,-12.358417021362982
0.31666666666666665,SPH_CORRIDOR,180,180-3,2,57.42536668380238,-10.259379191342648,58.334617511053544,-10.12936054944436,1.281755435715926,2.6177400845206824,0,2,0.5,180-3,3,-13.837283264058584
0.41666666666666663,SPH_CORRIDOR,90,90-1,103,26.164557786978182,-40.64153094429282,48.33547477457971,-57.227023666051466,33.391394657570956,99.12498629118063,0,42,0.9805825242718447,90-1,4,-3.697888684642834
0.41666666666666663,SPH_CORRIDOR,120,120-1,101,26.487884726353393,-40.677096049590745,48.54105664593856,-56.928853973979095,33.3782753273675,99.12498629118063,0,42,1.0,120-1,4,-1.6420699710543118
0.41666666666666663,SPH_CORRIDOR,150,150-1,98,26.482167890158625,-40.55270386010397,48.43373830841307,-56.85422298720008,33.54238780485428,99.12498629118063,0,41,0.98,150-1,4,0.05539389466306943
0.41666666666666663,SPH_CORRIDOR,180,180-1,38,-1.3178061624444164,-37.83534573541282,37.858288392371854,-91.99480722822851,32.875727095716805,79.07917258390408,0,0,1.0,180-1,4,-7.105427357601002e-14
0.41666666666666663,SPH_CORRIDOR,180,180-2,3,52.78135554873163,-68.8495010117213,86.75324364612908,-52.52553010686324,3.452746295200589,17.31110585442002,0,3,0.6,180-2,4,-15.068392972981712
0.41666666666666663,SPH_CORRIDOR,180,180-3,2,56.12983367877112,-11.614195650805183,57.318825610977854,-11.690471980177884,1.263588673534743,2.549170813506661,0,2,1.0,180-3,4,-10.157919000756905
0.5166666666666666,SPH_CORRIDOR,90,90-1,103,27.797353503510774,-39.517382091829,48.31476326332098,-54.87664438163508,32.734524067466126,96.80164168943922,0,41,1.0,90-1,5,-0.20711511258731718
0.5166666666666666,SPH_CORRIDOR,120,120-1,101,28.12162420339374,-39.53932409820718,48.5199329964497,-54.578352825856165,32.70721315695514,96.80164168943922,0,41,1.0,120-1,5,-0.21123649488863805
