experiment_id,case_id,ready_frame,first_open_frame,first_detection_frame,bilateral_entry_frame,candidate_b_trigger_frame,braking_start_frame,stop_frame,anchor_frame,anchor_x_eval_only,anchor_y_eval_only,inside_junction_eval_only,outgoing_visible_eval_only,outgoing_total_eval_only,side_visible_eval_only,final_pipeline_state,post_anchor_lidar_sample_count,exp042_equivalent,exp047_equivalent,deterministic_replay,runtime_gt_or_map_used_for_transition,candidate_b_reimplemented,detector_output_altered,brake_law_altered,pointcloud_runtime_trigger_used
EXP-048,M1_PRE_CORRIDOR_BOOTSTRAP,6,30,36,174,180,181,216,221,-1.777661529818736,-40.329315371814026,True,3,3,2,PROVISIONAL_ANCHOR,43,True,True,,False,False,False,False,False
