case_id,frame,time,pipeline_state,corridor_state,side_walls_valid,current_width,stable_width,offset,orientation,stable_model_initialized,stable_update_count,expected_profile_source,open_candidate_count,opening_group_count,left_group_center,right_group_center,left_in_lateral_sector,right_in_lateral_sector,bilateral_streak,junction_detected,junction_detected_latched,brake_ready,braking_active,speed,stationary_dwell_steps,provisional_anchor,anchor_hold_duration,post_anchor_lidar_sample_count,x_eval_only,y_eval_only,inside_junction_eval_only
M1_PRE_CORRIDOR_BOOTSTRAP,102,1.7166666666666655,CONTROLLED_APPROACH,READY,True,84.00000000000001,84.0,1.5570877890311081,0.0,True,4,CURRENT_MODEL,31,2,-24.5,23.0,False,False,0,True,True,False,False,39.875452417853616,0,False,0.0,0,-1.7401491870458499,-110.43350948487776,False
M1_PRE_CORRIDOR_BOOTSTRAP,108,1.816666666666665,CONTROLLED_APPROACH,READY,True,84.0,84.0,1.5570877890311081,0.0,True,4,CURRENT_MODEL,35,2,-25.5,24.0,False,False,0,True,True,False,False,43.14484590204985,0,False,0.0,0,-1.7445680172964442,-106.27984251527074,False
M1_PRE_CORRIDOR_BOOTSTRAP,114,1.9166666666666647,CONTROLLED_APPROACH,READY,True,84.0,84.0,1.5570877890311081,0.0,True,4,CURRENT_MODEL,38,2,-26.5,24.5,False,False,0,True,True,False,False,47.807858655062546,0,False,0.0,0,-1.7505727250039873,-101.6910849599836,False
M1_PRE_CORRIDOR_BOOTSTRAP,120,2.0166666666666644,CONTROLLED_APPROACH,READY,True,84.0,84.0,1.5570877890311081,0.0,True,4,CURRENT_MODEL,41,2,-28.0,26.5,False,False,0,True,True,False,False,51.12775309131657,0,False,0.0,0,-1.7545429914233175,-96.70012147197242,False
M1_PRE_CORRIDOR_BOOTSTRAP,126,2.116666666666664,CONTROLLED_APPROACH,READY,True,83.99999999999999,84.0,1.5570877890311081,0.0,True,4,CURRENT_MODEL,46,2,-30.0,28.0,False,False,0,True,True,False,False,52.17304113686742,0,False,0.0,0,-1.7562140871529783,-91.50634008540604,False
M1_PRE_CORRIDOR_BOOTSTRAP,132,2.2166666666666637,CONTROLLED_APPROACH,READY,True,84.0,84.0,1.5570877890311081,0.0,True,4,CURRENT_MODEL,51,2,-31.5,30.0,False,False,0,True,True,False,False,50.700520992080065,0,False,0.0,0,-1.7571524826858491,-86.35485790794884,False
M1_PRE_CORRIDOR_BOOTSTRAP,138,2.3166666666666633,CONTROLLED_APPROACH,READY,True,84.0,84.0,1.5570877890311081,0.0,True,4,CURRENT_MODEL,55,2,-33.5,32.0,False,False,0,True,True,False,False,47.34939595943886,0,False,0.0,0,-1.7580573907572994,-81.47257295829957,False
M1_PRE_CORRIDOR_BOOTSTRAP,144,2.416666666666663,CONTROLLED_APPROACH,READY,True,84.0,84.0,1.5570877890311081,0.0,True,4,CURRENT_MODEL,62,2,-36.0,34.0,False,False,0,True,True,False,False,44.1020997861804,0,False,0.0,0,-1.7592804768876116,-76.93573224906203,False
M1_PRE_CORRIDOR_BOOTSTRAP,150,2.5166666666666626,CONTROLLED_APPROACH,READY,True,84.0,84.0,1.5570877890311081,0.0,True,4,CURRENT_MODEL,68,2,-38.0,36.0,False,False,0,True,True,False,False,42.475357531881556,0,False,0.0,0,-1.761853853879204,-72.63658904805315,False
M1_PRE_CORRIDOR_BOOTSTRAP,156,2.6166666666666623,CONTROLLED_APPROACH,READY,True,84.0,84.0,1.5570877890311081,0.0,True,4,CURRENT_MODEL,73,2,-40.0,38.5,False,False,0,True,True,False,False,42.71315696066607,0,False,0.0,0,-1.765729984175145,-68.38789655811775,False
M1_PRE_CORRIDOR_BOOTSTRAP,162,2.716666666666662,CONTROLLED_APPROACH,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,188,2,-90.0,41.0,True,False,0,True,True,False,False,43.951357373388795,0,False,0.0,0,-1.7698811491071271,-64.04762977815983,False
M1_PRE_CORRIDOR_BOOTSTRAP,168,2.8166666666666615,CONTROLLED_APPROACH,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,192,2,-90.0,44.0,True,False,0,True,True,False,False,45.09408469458366,0,False,0.0,0,-1.772917438740551,-59.581514065527564,False
M1_PRE_CORRIDOR_BOOTSTRAP,174,2.916666666666661,CONTROLLED_APPROACH,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,197,2,-90.0,47.5,True,True,1,True,True,False,False,45.40340591148305,0,False,0.0,0,-1.7749076898365133,-55.045323758019336,False
M1_PRE_CORRIDOR_BOOTSTRAP,180,3.016666666666661,BRAKING,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,202,2,-90.0,51.0,True,True,2,True,True,True,False,44.5562864067257,0,False,0.0,0,-1.7763053486121192,-50.54493105295288,False
M1_PRE_CORRIDOR_BOOTSTRAP,186,3.1166666666666605,BRAKING,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,206,2,-90.0,54.0,True,True,3,True,True,True,True,35.82828476588125,0,False,0.0,0,-1.7772128631726756,-46.52637025670945,False
M1_PRE_CORRIDOR_BOOTSTRAP,192,3.21666666666666,BRAKING,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,209,2,-90.0,56.5,True,True,4,True,True,True,True,23.57105136259438,0,False,0.0,0,-1.7775633553609813,-43.66313831977629,False
M1_PRE_CORRIDOR_BOOTSTRAP,198,3.3166666666666598,BRAKING,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,212,2,-90.0,58.0,True,True,5,True,True,True,True,13.526490579795484,0,False,0.0,0,-1.7776481759639122,-41.91863065238354,True
M1_PRE_CORRIDOR_BOOTSTRAP,204,3.4166666666666594,BRAKING,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,58.5,True,True,6,True,True,True,True,6.847066975503136,0,False,0.0,0,-1.7776660269346005,-40.98184233485609,True
M1_PRE_CORRIDOR_BOOTSTRAP,210,3.516666666666659,BRAKING,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,7,True,True,True,True,2.981103956156841,0,False,0.0,0,-1.7776681386166897,-40.54171457474945,True
M1_PRE_CORRIDOR_BOOTSTRAP,216,3.6166666666666587,BRAKING,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,8,True,True,True,True,1.0067329251659745,1,False,0.0,0,-1.777664899408297,-40.37055230083319,True
M1_PRE_CORRIDOR_BOOTSTRAP,222,3.7166666666666583,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,9,True,True,True,False,0.0,6,True,0.016666666666666607,1,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,228,3.816666666666658,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,10,True,True,True,False,0.0,6,True,0.11666666666666625,2,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,234,3.9166666666666576,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,11,True,True,True,False,0.0,6,True,0.2166666666666659,3,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,240,4.016666666666658,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,12,True,True,True,False,0.0,6,True,0.316666666666666,4,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,246,4.116666666666657,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,13,True,True,True,False,0.0,6,True,0.41666666666666563,5,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,252,4.216666666666657,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,14,True,True,True,False,0.0,6,True,0.5166666666666653,6,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,258,4.316666666666657,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,15,True,True,True,False,0.0,6,True,0.6166666666666649,7,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,264,4.416666666666656,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,16,True,True,True,False,0.0,6,True,0.7166666666666646,8,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,270,4.516666666666656,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,17,True,True,True,False,0.0,6,True,0.8166666666666642,9,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,276,4.616666666666656,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,18,True,True,True,False,0.0,6,True,0.9166666666666639,10,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,282,4.716666666666655,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,19,True,True,True,False,0.0,6,True,1.0166666666666635,11,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,288,4.816666666666655,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,20,True,True,True,False,0.0,6,True,1.1166666666666631,12,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,294,4.9166666666666545,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,21,True,True,True,False,0.0,6,True,1.2166666666666628,13,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,300,5.016666666666654,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,22,True,True,True,False,0.0,6,True,1.3166666666666624,14,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,306,5.116666666666654,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,23,True,True,True,False,0.0,6,True,1.416666666666662,15,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,312,5.2166666666666535,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,24,True,True,True,False,0.0,6,True,1.5166666666666617,16,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,318,5.316666666666653,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,25,True,True,True,False,0.0,6,True,1.6166666666666614,17,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,324,5.416666666666653,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,26,True,True,True,False,0.0,6,True,1.716666666666661,18,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,330,5.516666666666652,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,27,True,True,True,False,0.0,6,True,1.8166666666666607,19,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,336,5.616666666666652,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,28,True,True,True,False,0.0,6,True,1.9166666666666603,20,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,342,5.716666666666652,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,29,True,True,True,False,0.0,6,True,2.01666666666666,21,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,348,5.816666666666651,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,30,True,True,True,False,0.0,6,True,2.1166666666666596,22,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,354,5.916666666666651,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,31,True,True,True,False,0.0,6,True,2.2166666666666592,23,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,360,6.016666666666651,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,32,True,True,True,False,0.0,6,True,2.316666666666659,24,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,366,6.11666666666665,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,33,True,True,True,False,0.0,6,True,2.4166666666666585,25,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,372,6.21666666666665,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,34,True,True,True,False,0.0,6,True,2.516666666666658,26,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,378,6.3166666666666496,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,35,True,True,True,False,0.0,6,True,2.616666666666658,27,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,384,6.416666666666649,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,36,True,True,True,False,0.0,6,True,2.7166666666666575,28,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,390,6.516666666666649,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,37,True,True,True,False,0.0,6,True,2.816666666666657,29,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,396,6.6166666666666485,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,38,True,True,True,False,0.0,6,True,2.9166666666666567,30,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,402,6.716666666666648,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,39,True,True,True,False,0.0,6,True,3.0166666666666564,31,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,408,6.816666666666648,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,40,True,True,True,False,0.0,6,True,3.116666666666656,32,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,414,6.916666666666647,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,41,True,True,True,False,0.0,6,True,3.2166666666666557,33,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,420,7.016666666666647,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,42,True,True,True,False,0.0,6,True,3.3166666666666553,34,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,426,7.116666666666647,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,43,True,True,True,False,0.0,6,True,3.416666666666655,35,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,432,7.216666666666646,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,44,True,True,True,False,0.0,6,True,3.5166666666666546,36,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,438,7.316666666666646,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,45,True,True,True,False,0.0,6,True,3.6166666666666543,37,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,444,7.416666666666646,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,46,True,True,True,False,0.0,6,True,3.716666666666654,38,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,450,7.516666666666645,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,47,True,True,True,False,0.0,6,True,3.8166666666666536,39,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,456,7.616666666666645,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,48,True,True,True,False,0.0,6,True,3.916666666666653,40,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,462,7.716666666666645,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,49,True,True,True,False,0.0,6,True,4.016666666666653,41,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,468,7.816666666666644,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,50,True,True,True,False,0.0,6,True,4.116666666666653,42,-1.777661529818736,-40.329315371814026,True
M1_PRE_CORRIDOR_BOOTSTRAP,474,7.916666666666644,PROVISIONAL_ANCHOR,READY,False,nan,84.0,1.5570877890311081,0.0,True,4,STABLE_MODEL_HELD,213,2,-90.0,59.5,True,True,51,True,True,True,False,0.0,6,True,4.216666666666653,43,-1.777661529818736,-40.329315371814026,True
