case,endpoint_id,segment_id,endpoint_type,x_local,y_local,termination_score,range_jump,neighbor_support,corner_angle,valid
M1_A0,0,[0],SCAN_LIMIT,-143.13922958031213,-43.76205420305638,0.0038153285469795556,0.3204875979462827,142,0.0,False
M1_A0,1,[0],WALL_TERMINATION,108.31488503647641,-43.76205420305638,0.39498373022656996,33.178633339031876,142,0.0,True
M1_A0,2,[1],SCAN_LIMIT,-140.32639336274863,40.23794579694361,0.3851442503020557,32.35211702537268,145,0.0,False
M1_A0,3,[1],WALL_TERMINATION,110.5528474823414,40.23794579694361,0.0478396684314206,4.018532148239331,145,0.0,True
M0_STRAIGHT,0,[0],SCAN_LIMIT,-143.0593193480535,-43.73762319329243,0.004810107965215796,0.4040490690781269,147,0.0,False
M0_STRAIGHT,1,[0],SCAN_LIMIT,143.05931934805346,-43.73762319329243,0.004810107965215796,0.4040490690781269,147,0.0,False
M0_STRAIGHT,2,[1],SCAN_LIMIT,-140.41159441907703,40.26237680670755,0.046784494492930505,3.9298975374061627,149,0.0,False
M0_STRAIGHT,3,[1],SCAN_LIMIT,140.41159441907698,40.262376806707564,0.04678449449292949,3.9298975374060774,149,0.0,False
