verdict,baseline_visualizer_equivalent,exp042_bootstrap_timing_equivalent,m0_negative_control_pass,all_regressions_pass,deterministic_replay_match,bootstrap_anchor_before_entry,bootstrap_anchor_inside_junction,bootstrap_all_outgoing_visible_eval_only,runtime_gt_or_map_used,stationary_pointcloud_runtime_integrated,detector_changed,braking_changed,simulator_changed
B_EARLY_DETECTION_STOPS_TOO_EARLY,True,True,True,True,True,True,False,False,False,False,False,False,False
