frame,time,profile_junction_detected,detection_latched,phase,forward_propulsion_enabled,leader_braking,leader_speed,stationary,stationary_dwell,stationary_dwell_target,anchor_active,pointcloud_ready,first_detection_time,detection_latch_time,hold_entry_time,braking_start_time,stationary_confirmation_time,anchor_entry_time,distance_since_detection_eval,distance_during_braking_eval,distance_since_anchor_eval,anchor_heading_drift_eval,leader_gap,connected_component_size,follower_mean_speed,follower_moving_fraction,mean_lateral_sph_force,lateral_span,min_robot_distance,overlap_pairs,max_speed,nan_inf_state_count,outside_free_space_robot_count,GT_phase_eval_only
366,6.11666666666665,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,3.564088310890422,680,2.8965911518654885,0.7496318114874816,25.62572968525872,81.75994597867691,3.2828004318677806,0,6.272712888318409,0,0,CORRIDOR
372,6.21666666666665,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,3.573654888735843,680,2.871597818148171,0.7511045655375552,25.310415637909678,81.75994597867691,3.285790607858145,0,5.933066964380898,0,0,CORRIDOR
378,6.3166666666666496,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,3.586201677124693,680,2.843090374626924,0.7466863033873343,25.277025226392247,81.75994597867691,3.2839010572368084,0,5.779504300633278,0,0,CORRIDOR
384,6.416666666666649,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,3.59623212610761,680,2.8194624077335813,0.7452135493372607,25.08647159867661,81.75994597867691,3.2901420728164914,0,5.728029227459088,0,0,CORRIDOR
390,6.516666666666649,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,3.609388134398299,680,2.7982621712138904,0.7422680412371134,24.88035895225037,81.75994597867691,3.2908026365693566,0,5.649302214198684,0,0,CORRIDOR
396,6.6166666666666485,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,3.5976225896027993,680,2.776892250372995,0.7422680412371134,24.674522752753653,81.75994597867691,3.3000108585423105,0,5.631500184964541,0,0,CORRIDOR
402,6.716666666666648,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,3.5862000892147576,680,2.7549314636926194,0.7363770250368189,24.569281341852044,81.75994597867691,3.3049481362862907,0,5.530041356574139,0,0,CORRIDOR
408,6.816666666666648,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,3.598445495498945,680,2.733795912273113,0.7363770250368189,24.394250848360823,81.75994597867691,3.318481335136087,0,5.43714026573066,0,0,CORRIDOR
414,6.916666666666647,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,3.611952779574646,680,2.7135166245460307,0.7378497790868925,24.348697786029472,81.75994597867691,3.327489019451769,0,5.350453059692927,0,0,CORRIDOR
420,7.016666666666647,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,3.632865724904662,680,2.6939621338950746,0.7334315169366715,24.167585060926275,81.75994597867691,3.346907257063985,0,5.295064266856888,0,0,CORRIDOR
426,7.116666666666647,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,3.6630327044454742,680,2.675056393042578,0.7334315169366715,24.12059376040496,81.75994597867691,3.359894494846729,0,5.219757555863055,0,0,CORRIDOR
432,7.216666666666646,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,3.7037304555225354,680,2.656710980157943,0.7363770250368189,23.94827212670138,81.75994597867691,3.384928185459433,0,5.197254919254498,0,0,CORRIDOR
438,7.316666666666646,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,3.753755475672517,680,2.6385952067121123,0.7363770250368189,23.91006777997151,81.75994597867691,3.4060853004067093,0,5.130449080538001,0,0,CORRIDOR
444,7.416666666666646,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,3.810968908371789,680,2.621601497644526,0.7363770250368189,23.744732347723623,81.75998709824921,3.432380739935044,0,5.04182515351495,0,0,CORRIDOR
450,7.516666666666645,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,3.874772868448534,680,2.604709318910316,0.7407952871870398,23.647088159458995,81.75998709824921,3.454881332457986,0,5.097342818015332,0,0,CORRIDOR
456,7.616666666666645,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,3.9427938736943933,680,2.5885614477348273,0.7466863033873343,23.530925835182842,81.75998709824921,3.482102195262207,0,5.150781860301826,0,0,CORRIDOR
462,7.716666666666645,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,4.0195556493810445,680,2.5724772089515975,0.7496318114874816,23.506174377305257,81.75998709824921,3.5124157135812997,0,5.219604666619178,0,0,CORRIDOR
468,7.816666666666644,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,4.10850065520127,680,2.557475017591045,0.7466863033873343,23.44178035420697,81.75998709824921,3.542947574256846,0,5.429649371455531,0,0,CORRIDOR
474,7.916666666666644,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,4.202123914194962,680,2.5425195944344763,0.7540500736377025,23.32607354391843,81.75998709824921,3.575264048154565,0,5.618908212981288,0,0,CORRIDOR
480,8.016666666666644,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,4.309702473952825,680,2.527521534673123,0.7525773195876289,23.30071511569729,81.75998709824921,3.6079021465091725,0,5.881970395541421,0,0,CORRIDOR
486,8.11666666666665,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,4.42515613243456,680,2.5139510004905734,0.7555228276877761,23.19053953285138,81.75998709824921,3.641829856947977,0,6.129344670603752,0,0,CORRIDOR
492,8.216666666666654,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,4.5439572602285585,680,2.500411699513351,0.7584683357879234,23.053367717486474,81.75998709824921,3.677811691193766,0,6.222149915864737,0,0,CORRIDOR
498,8.31666666666666,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,5.013738677559775,680,2.486865019340237,0.759941089837997,22.964115257769798,81.75998709824921,3.7154483656538764,0,5.76400491283457,0,0,CORRIDOR
504,8.416666666666664,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,5.014663407061911,680,2.473721016695011,0.759941089837997,22.73982339458392,81.75998709824921,3.7547252721304143,0,5.76035753337477,0,0,CORRIDOR
510,8.51666666666667,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,5.030627127309181,680,2.454067703631974,0.7628865979381443,22.512372810045647,81.75998709824921,3.7957904637200617,0,5.474675209679518,0,0,CORRIDOR
516,8.616666666666674,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,5.061577659483236,680,2.4375125222118736,0.7673048600883653,22.428924830077925,81.75998709824921,3.8378197853543443,0,4.761846802481465,0,0,CORRIDOR
522,8.71666666666668,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,5.1108867718356175,680,2.4200559288203864,0.7717231222385862,22.191387290837508,81.75998709824921,3.87749581853241,0,4.759504432813436,0,0,CORRIDOR
528,8.816666666666684,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,5.038499824458347,680,2.401329497291143,0.7687776141384389,22.007204204334265,81.75998709824921,3.9057437871448712,0,4.78321672927853,0,0,CORRIDOR
534,8.91666666666669,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,4.904292220678418,680,2.38432860728958,0.7658321060382917,21.912505951774165,81.75998709824921,3.9279598382671357,0,4.665227993573293,0,0,CORRIDOR
540,9.016666666666694,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,4.7835989258789,680,2.367537000052032,0.7643593519882179,21.741911826510997,81.75998709824921,3.9571560003595816,0,4.535628850215972,0,0,CORRIDOR
546,9.1166666666667,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,4.676242577264349,680,2.35037138658352,0.7614138438880707,21.57493527625399,81.75998709824921,3.986520878064249,0,4.366508381104107,0,0,CORRIDOR
552,9.216666666666704,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,4.583140124086913,680,2.3323154704751796,0.7614138438880707,21.476450310312167,81.75998709824921,4.017249228613903,0,4.3843756030313275,0,0,CORRIDOR
558,9.316666666666709,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,4.504592666127877,680,2.314198442039282,0.7584683357879234,21.409601314103313,81.75998709824921,4.049550203467264,0,4.420926036709395,0,0,CORRIDOR
564,9.416666666666714,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,4.450701186334813,680,2.297092347853756,0.7614138438880707,21.329975822488123,81.75998709824921,4.0830530779379925,0,4.484459570650933,0,0,CORRIDOR
570,9.516666666666719,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,4.412459786302374,680,2.2806733729543636,0.7569955817378498,21.260752650166683,81.75998709824921,4.110273510219661,0,4.55608449840563,0,0,CORRIDOR
576,9.616666666666724,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,4.392367350110807,680,2.2645605078063724,0.748159057437408,21.230738200588547,81.75998709824921,4.134763639448398,0,4.464216440947698,0,0,CORRIDOR
582,9.716666666666729,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,4.393971750918362,680,2.2495094623433562,0.7437407952871871,21.242335682810825,81.75998709824921,4.157518577977676,0,4.421381138371712,0,0,CORRIDOR
588,9.816666666666734,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,4.421071300386435,680,2.234997082093375,0.7393225331369662,21.181298503152078,81.75998709824921,4.177944949380726,0,4.5711873104891225,0,0,CORRIDOR
594,9.916666666666739,True,True,PROVISIONAL_FIXED_ANCHOR,False,False,0.0,True,6,6,True,True,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.6333333333333336,1.35,1.35,20.142523653043746,18.730045770259014,0.0,0.0,4.470613398616219,680,2.2213069932057854,0.7349042709867453,21.151770968926,81.75998709824921,4.201039650850205,0,4.698621792433955,0,0,CORRIDOR
