map_case,sample_count,first_profile_detection_time,detection_latch_time,hold_entry_time,braking_start_time,stationary_confirmation_time,anchor_entry_time,detection_to_anchor_latency,leader_speed_at_detection,leader_distance_after_detection,leader_distance_during_braking,max_anchor_drift,max_anchor_heading_drift_deg,post_anchor_follower_mean_speed,post_anchor_follower_moving_fraction,post_anchor_mean_lateral_sph_force,pre_detection_max_overlap_pairs,braking_max_overlap_pairs,braking_min_robot_distance,max_overlap_pairs,max_nan_inf,max_outside_free_space,pointcloud_ready_before_anchor_count,pointcloud_ready_final
M0_STRAIGHT,100,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,nan,11,0,0,0,False
M1_CROSS_BASELINE_REAR_START,100,0.6166666666666669,0.6166666666666669,0.6166666666666669,0.7166666666666672,1.4166666666666665,1.4166666666666665,0.7999999999999996,85.79494863914204,20.142523653043746,18.72681277694947,0.0,0.0,3.243662399917586,0.77090111997808,28.476379004924713,11,0,2.2765243459293316,11,0,0,0,True
