frame,timestamp,shadow_lidar_geometry_change,lidar_side_wall_loss,lidar_free_span_growth,lidar_range_profile_change,lidar_left_support_baseline,lidar_left_support_current,lidar_left_support_delta,lidar_left_support_changed,lidar_right_support_baseline,lidar_right_support_current,lidar_right_support_delta,lidar_right_support_changed,lidar_free_span_baseline,lidar_free_span_current,lidar_free_span_delta,lidar_free_span_changed,lidar_forward_baseline,lidar_forward_current,lidar_forward_delta,lidar_profile_change_score,lidar_profile_change_threshold,lidar_profile_changed,lidar_range_delta_diagnostic_threshold,wall_loss_sectors,free_space_increase_sectors,largest_range_increase_sector
402,6.716666666666648,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.09929078014184639,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
408,6.816666666666648,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.0992907801418452,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
414,6.916666666666647,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.0992907801418446,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
420,7.016666666666647,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.09929078014184431,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
426,7.116666666666647,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.09929078014184416,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
432,7.216666666666646,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.09929078014184409,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
438,7.316666666666646,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.09929078014184405,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
444,7.416666666666646,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.09929078014184403,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
450,7.516666666666645,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.09929078014184402,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
456,7.616666666666645,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.099290780141844,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
462,7.716666666666645,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.099290780141844,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
468,7.816666666666644,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.099290780141844,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
474,7.916666666666644,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.099290780141844,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
480,8.016666666666644,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.099290780141844,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
486,8.11666666666665,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.099290780141844,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
492,8.216666666666654,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.099290780141844,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
498,8.31666666666666,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.099290780141844,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
504,8.416666666666664,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.099290780141844,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
510,8.51666666666667,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.099290780141844,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
516,8.616666666666674,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.099290780141844,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
522,8.71666666666668,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.099290780141844,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
528,8.816666666666684,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.099290780141844,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
534,8.91666666666669,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.099290780141844,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
540,9.016666666666694,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.099290780141844,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
546,9.1166666666667,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.099290780141844,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
552,9.216666666666704,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.099290780141844,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
558,9.316666666666709,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.099290780141844,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
564,9.416666666666714,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.099290780141844,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
570,9.516666666666719,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.099290780141844,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
576,9.616666666666724,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.099290780141844,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
582,9.716666666666729,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.099290780141844,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
588,9.816666666666734,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.099290780141844,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
594,9.916666666666739,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.099290780141844,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
