frame,timestamp,shadow_lidar_geometry_change,lidar_side_wall_loss,lidar_free_span_growth,lidar_range_profile_change,lidar_left_support_baseline,lidar_left_support_current,lidar_left_support_delta,lidar_left_support_changed,lidar_right_support_baseline,lidar_right_support_current,lidar_right_support_delta,lidar_right_support_changed,lidar_free_span_baseline,lidar_free_span_current,lidar_free_span_delta,lidar_free_span_changed,lidar_forward_baseline,lidar_forward_current,lidar_forward_delta,lidar_profile_change_score,lidar_profile_change_threshold,lidar_profile_changed,lidar_range_delta_diagnostic_threshold,wall_loss_sectors,free_space_increase_sectors,largest_range_increase_sector
102,1.7166666666666655,True,0.1985815602836879,0.0,4.1195524181231145,0.8368794326241135,0.8085106382978723,-0.028368794326241176,True,0.8297872340425532,0.8014184397163121,-0.028368794326241065,True,33.0,33.0,0.0,False,150.0,143.96743672442796,-6.032563275572045,0.24153245084707303,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-127,-100),(101,127)]","[(-162,-128),(128,155)]","[(-163,-100)]"
108,1.816666666666665,True,0.17730496453900713,0.0,4.130953772821392,0.8368794326241135,0.8297872340425532,-0.007092198581560294,True,0.8297872340425532,0.8226950354609929,-0.007092198581560294,True,33.0,33.0,0.0,False,150.0,139.98839653444097,-10.011603465559034,0.22318855360244472,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-129,-105),(106,129)]","[(-162,-130),(130,156)]","[(-163,-105)]"
114,1.9166666666666647,True,0.15602836879432624,0.0,4.474572395362932,0.8368794326241135,0.8581560283687943,0.021276595744680882,False,0.8297872340425532,0.8439716312056738,0.014184397163120588,False,33.0,33.0,0.0,False,150.0,135.62913775070382,-14.37086224929618,0.20452370251626192,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-131,-110),(112,131)]","[(-162,-132),(132,157)]","[(-163,-110)]"
120,2.0166666666666644,True,0.14184397163120566,0.0,4.490939022520497,0.8368794326241135,0.8794326241134752,0.042553191489361764,False,0.8297872340425532,0.8581560283687943,0.028368794326241176,False,33.0,33.0,0.0,False,150.0,130.85774968160464,-19.142250318395355,0.1881536338154688,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-134,-115),(118,134)]","[(-162,-135),(135,158)]","[(-163,-115)]"
126,2.116666666666664,True,0.12056737588652477,0.0,4.13429080974739,0.8368794326241135,0.900709219858156,0.06382978723404253,False,0.8297872340425532,0.8794326241134752,0.04964539007092206,False,33.0,33.0,0.0,False,150.0,125.83295699741264,-24.167043002587363,0.1681414742168214,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-136,-120),(123,136)]","[(-162,-137),(137,159)]","[(-163,-120)]"
132,2.2166666666666637,True,0.1063829787234043,0.0,3.995896389225252,0.8368794326241135,0.9148936170212766,0.07801418439716312,False,0.8297872340425532,0.8936170212765957,0.06382978723404253,False,33.0,33.0,0.0,False,150.0,120.80991336149552,-29.190086638504482,0.15058188110086368,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-139,-125),(128,139)]","[(-162,-140),(140,159)]","[(-163,-125)]"
138,2.3166666666666633,True,0.099290780141844,0.0,3.251673666839779,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,116.05609923403527,-33.94390076596473,0.1357752428441531,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-142,-129),(132,142)]","[(-162,-143),(143,160)]","[(-163,-129)]"
144,2.416666666666663,True,0.099290780141844,0.0,0.8360300208813982,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.12031977822926987,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
150,2.5166666666666626,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.10980527918555694,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
156,2.6166666666666623,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.10454802966370047,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
162,2.716666666666662,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.10191940490277224,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
168,2.8166666666666615,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.10060509252230812,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
174,2.916666666666661,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.09994793633207606,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
180,3.016666666666661,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.09961935823696003,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
186,3.1166666666666605,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.09945506918940202,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
192,3.21666666666666,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.099372924665623,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
198,3.3166666666666598,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.0993318524037335,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
204,3.4166666666666594,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.09931131627278875,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
210,3.516666666666659,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.09930104820731638,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
216,3.6166666666666587,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.0992959141745802,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
222,3.7166666666666583,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.0992933471582121,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
228,3.816666666666658,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.09929206365002805,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
234,3.9166666666666576,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.09929142189593602,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
240,4.016666666666658,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.09929110101889002,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
246,4.116666666666657,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.09929094058036701,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
252,4.216666666666657,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.09929086036110552,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
258,4.316666666666657,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.09929082025147476,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
264,4.416666666666656,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.09929080019665938,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
270,4.516666666666656,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.09929079016925169,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
276,4.616666666666656,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.09929078515554784,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
282,4.716666666666655,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.09929078264869592,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
288,4.816666666666655,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.09929078139526996,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
294,4.9166666666666545,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.09929078076855699,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
300,5.016666666666654,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.0992907804552005,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
306,5.116666666666654,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.09929078029852226,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
312,5.2166666666666535,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.09929078022018313,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
318,5.316666666666653,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.09929078018101356,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
324,5.416666666666653,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.09929078016142878,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
330,5.516666666666652,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.09929078015163639,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
336,5.616666666666652,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.0992907801467402,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
342,5.716666666666652,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.0992907801442921,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
348,5.816666666666651,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.09929078014306805,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
354,5.916666666666651,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.09929078014245603,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
360,6.016666666666651,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.09929078014215001,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
366,6.11666666666665,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.099290780141997,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
372,6.21666666666665,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.0992907801419205,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
378,6.3166666666666496,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.09929078014188225,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
384,6.416666666666649,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.09929078014186313,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
390,6.516666666666649,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.09929078014185357,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
396,6.6166666666666485,True,0.099290780141844,0.0,0.0,0.8368794326241135,0.9219858156028369,0.08510638297872342,False,0.8297872340425532,0.900709219858156,0.07092198581560283,False,33.0,33.0,0.0,False,150.0,114.68359827724517,-35.31640172275483,0.09929078014184878,0.012338797689551723,True,1.8508196534327586,"[(-163,-163),(-143,-130),(133,143)]","[(-162,-144),(144,160)]","[(-163,-130)]"
