map_case,profile_detection_count,pointcloud_ready_count,primary_pointcloud_call_count,pointcloud_called_before_ready_count,profile_detection_time,anchor_time,detection_to_anchor_latency,detection_to_anchor_displacement,pointcloud_call_time,max_anchor_drift,max_nan_inf,max_outside,anchor_opening_count,anchor_GT_outgoing_branch_count_eval_only,anchor_matched_outgoing_count_eval_only,anchor_missed_outgoing_count_eval_only,anchor_incoming_opening_count_eval_only,anchor_false_opening_count_eval_only,anchor_mean_center_error_deg_eval_only,anchor_valid_lidar_point_count,anchor_max_range_no_return_count,anchor_front_hit_support,anchor_left_hit_support,anchor_right_hit_support,anchor_wall_tangent_available_count,anchor_total_fitted_wall_point_count,anchor_mean_usable_wall_sides,anchor_GT_outgoing_local_angles_eval_only,anchor_GT_incoming_local_angle_eval_only,anchor_x_eval_only,anchor_y_eval_only,anchor_heading_local_deg
M0_STRAIGHT,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1_CROSS_BASELINE_REAR_START,94,86,1,0,0.6166666666666669,1.4166666666666665,0.7999999999999996,20.142523653043746,1.4166666666666665,0.0,0,0,2,3,1,2,1,0,1.0,287,73,50,89,89,2,10,2.0,"[0.0, 90.0, -90.0]",-180.0,-1.7620542030564665,-152.74884977027222,90.0
