map_case,frame,timestamp,profile_junction_detected,junction_detection_latched,braking_active,leader_speed,stationary_dwell_steps,provisional_fixed_anchor,pointcloud_ready,pointcloud_called,pointcloud_opening_count,primary_pointcloud_call_count,pointcloud_called_before_ready_count,anchor_entry_time,anchor_x_eval_only,anchor_y_eval_only,anchor_heading_local_deg,detection_to_anchor_distance_eval_only,anchor_drift_eval_only,GT_phase_eval_only,nan_inf,outside
M0_STRAIGHT,222,3.7166666666666583,False,False,False,41.34835073387863,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,228,3.816666666666658,False,False,False,41.71010449085224,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,234,3.9166666666666576,False,False,False,41.182497721949744,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,240,4.016666666666658,False,False,False,39.94293932407128,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,246,4.116666666666657,False,False,False,38.471240910668854,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,252,4.216666666666657,False,False,False,37.37491353750742,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,258,4.316666666666657,False,False,False,37.12899334740833,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,264,4.416666666666656,False,False,False,37.69799579555256,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,270,4.516666666666656,False,False,False,38.62235752134913,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,276,4.616666666666656,False,False,False,39.38470873992971,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,282,4.716666666666655,False,False,False,39.64975203792746,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,288,4.816666666666655,False,False,False,39.31365354133355,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,294,4.9166666666666545,False,False,False,38.5313976613078,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,300,5.016666666666654,False,False,False,37.652285488295064,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,306,5.116666666666654,False,False,False,37.08704048810338,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,312,5.2166666666666535,False,False,False,37.06118621444785,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,318,5.316666666666653,False,False,False,37.48212803399574,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,324,5.416666666666653,False,False,False,38.06271772381326,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,330,5.516666666666652,False,False,False,38.52133047559469,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,336,5.616666666666652,False,False,False,38.67238839806682,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,342,5.716666666666652,False,False,False,38.45332739562511,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,348,5.816666666666651,False,False,False,37.96273330835621,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,354,5.916666666666651,False,False,False,37.429394623805734,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,360,6.016666666666651,False,False,False,37.11520354100635,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,366,6.11666666666665,False,False,False,37.15309350268377,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,372,6.21666666666665,False,False,False,37.47875389915334,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,378,6.3166666666666496,False,False,False,37.90402208413141,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,384,6.416666666666649,False,False,False,38.23639462081741,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,390,6.516666666666649,False,False,False,38.335770527377335,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,396,6.6166666666666485,False,False,False,38.17504241800589,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,402,6.716666666666648,False,False,False,37.88159547148333,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,408,6.816666666666648,False,False,False,37.59122899568063,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,414,6.916666666666647,False,False,False,37.44122643330115,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,420,7.016666666666647,False,False,False,37.516845338198756,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,426,7.116666666666647,False,False,False,37.73205863554054,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,432,7.216666666666646,False,False,False,37.965114071153586,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,438,7.316666666666646,False,False,False,38.09426310535734,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,444,7.416666666666646,False,False,False,38.03016277789018,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,450,7.516666666666645,False,False,False,37.75841296271923,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,456,7.616666666666645,False,False,False,37.347889726248745,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,462,7.716666666666645,False,False,False,36.97108247377301,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,468,7.816666666666644,False,False,False,36.76448810293685,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,474,7.916666666666644,False,False,False,36.79766173452059,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,480,8.016666666666644,False,False,False,36.99307068555715,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,486,8.11666666666665,False,False,False,37.163639349533106,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,492,8.216666666666654,False,False,False,37.26290426624378,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,498,8.31666666666666,False,False,False,37.251103524078,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,504,8.416666666666664,False,False,False,37.05242057168009,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,510,8.51666666666667,False,False,False,36.73027406002939,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,516,8.616666666666674,False,False,False,36.47410295395773,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,522,8.71666666666668,False,False,False,36.364974287249886,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,528,8.816666666666684,False,False,False,36.36990560662595,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,534,8.91666666666669,False,False,False,36.49115900006825,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,540,9.016666666666694,False,False,False,36.6527250146734,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,546,9.1166666666667,False,False,False,36.685136512909274,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,552,9.216666666666704,False,False,False,36.57628775493156,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,558,9.316666666666709,False,False,False,36.41195573929664,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,564,9.416666666666714,False,False,False,36.20986337243369,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,570,9.516666666666719,False,False,False,36.01834411590011,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,576,9.616666666666724,False,False,False,35.91845795483865,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,582,9.716666666666729,False,False,False,36.00129055043389,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,588,9.816666666666734,False,False,False,36.160089305190176,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
M0_STRAIGHT,594,9.916666666666739,False,False,False,36.22864486930138,0,False,False,False,0,0,0,nan,nan,nan,nan,0.0,0.0,CORRIDOR_ONLY,0,0
