verdict,baseline_reproduced,clean_bootstrap_before_side_opening_fit_sector_los,stable_model_before_detection,timing_improvement_frames,timing_improvement_seconds,spatial_improvement_world,m0_open_candidate_count,m0_opening_group_count,m0_detection_count,deterministic_replay_match,threshold_changed,margin_changed,grouping_changed,detector_changed,simulator_physics_changed,gt_or_map_used_for_runtime_decision
A_BOOTSTRAP_FAILURE_CONFIRMED_AND_RECOVERED,True,True,True,90,1.4999999999999971,240.28212939768014,0,0,0,True,False,False,False,False,False,False
