case_id,map_case,physics_frame,time,leader_progress_eval_only,leader_x_eval_only,leader_y_eval_only,side_walls_valid,parallel_error_deg,current_width,current_offset,current_orientation,stable_width,stable_offset,stable_orientation,stable_model_update_count,stable_model_initialized,expected_profile_source,open_candidate_count,opening_group_count,junction_detected,gt_side_opening_in_fit_sector_eval_only,distance_to_junction_entry_eval_only,progress_relative_to_junction_entry_eval_only
BASELINE_M1,M1_CROSS_BASELINE,102,1.7166666666666655,105.55570311268437,-2.1925081159399737,49.415703112684376,False,55.778716647105455,nan,nan,-1.2520812126361989,nan,nan,nan,0,False,MAX_RANGE_FALLBACK,0,0,False,71,-91.41570311268438,91.41570311268438
BASELINE_M1,M1_CROSS_BASELINE,108,1.816666666666665,109.48812516037978,-2.1972261829489854,53.34812516037978,False,52.81752654911418,nan,nan,-1.2748922940855891,nan,nan,nan,0,False,MAX_RANGE_FALLBACK,0,0,False,61,-95.34812516037978,95.34812516037978
BASELINE_M1,M1_CROSS_BASELINE,114,1.9166666666666647,113.8143745030975,-2.2021368376236663,57.6743745030975,False,47.8467775295573,nan,nan,-1.2515245664874612,nan,nan,nan,0,False,MAX_RANGE_FALLBACK,0,0,False,50,-99.67437450309751,99.67437450309751
BASELINE_M1,M1_CROSS_BASELINE,120,2.0166666666666644,118.55122306113631,-2.2043280483323495,62.411223061136305,False,25.13508635378375,nan,nan,-0.8305723854179661,nan,nan,nan,0,False,MAX_RANGE_FALLBACK,0,0,False,39,-104.4112230611363,104.4112230611363
BASELINE_M1,M1_CROSS_BASELINE,126,2.116666666666664,123.530883345553,-2.2048559153023706,67.390883345553,True,0.0,84.0,2.2048559153023426,0.0,nan,nan,nan,0,False,CURRENT_MODEL,76,2,True,29,-109.390883345553,109.390883345553
BOOTSTRAP_M1,M1_CROSS_BASELINE,0,0.016666666666666666,0.02999963554805163,-1.4001210697211428,-216.11000036445193,True,0.0,84.0,1.4001210697211057,0.0,nan,nan,nan,0,False,CURRENT_MODEL,0,0,False,0,174.11000036445193,-174.11000036445193
BOOTSTRAP_M1,M1_CROSS_BASELINE,6,0.11666666666666665,1.9483932372434651,-1.4091189450888937,-214.19160676275652,True,0.0,84.0,1.409118945088828,0.0,84.0,1.409118945088828,0.0,1,True,CURRENT_MODEL,0,0,False,0,172.19160676275652,-172.19160676275652
BOOTSTRAP_M1,M1_CROSS_BASELINE,12,0.21666666666666665,8.049388886869792,-1.4646870524810047,-208.0906111131302,True,0.0,84.0,1.4646870524810716,0.0,84.0,1.4646870524810716,0.0,2,True,CURRENT_MODEL,0,0,False,0,166.0906111131302,-166.0906111131302
BOOTSTRAP_M1,M1_CROSS_BASELINE,18,0.31666666666666665,16.55148947434364,-1.512970236242673,-199.58851052565635,True,0.0,84.0,1.5129702362427402,0.0,84.0,1.5129702362427402,0.0,3,True,CURRENT_MODEL,0,0,False,0,157.58851052565635,-157.58851052565635
BOOTSTRAP_M1,M1_CROSS_BASELINE,24,0.41666666666666663,25.82133943436841,-1.5570877890311259,-190.31866056563157,True,0.0,83.99999999999999,1.5570877890311081,0.0,84.0,1.5570877890311081,0.0,4,True,CURRENT_MODEL,0,0,False,0,148.31866056563157,-148.31866056563157
BOOTSTRAP_M1,M1_CROSS_BASELINE,30,0.5166666666666666,34.65804268729593,-1.6253387910568955,-181.48195731270405,True,0.0,84.0,1.6253387910569401,0.0,84.0,1.5570877890311081,0.0,4,True,CURRENT_MODEL,2,0,False,0,139.48195731270405,-139.48195731270405
BOOTSTRAP_M1,M1_CROSS_BASELINE,36,0.6166666666666669,43.24875394787284,-1.690422239914758,-172.89124605212714,True,0.0,84.0,1.690422239914799,0.0,84.0,1.5570877890311081,0.0,4,True,CURRENT_MODEL,4,2,True,0,130.89124605212714,-130.89124605212714
BOOTSTRAP_M1,M1_CROSS_BASELINE,42,0.7166666666666672,51.632938918402004,-1.7176026200690448,-164.50706108159798,True,0.0,84.0,1.7176026200690906,0.0,84.0,1.5570877890311081,0.0,4,True,CURRENT_MODEL,6,2,True,0,122.50706108159798,-122.50706108159798
BOOTSTRAP_M1,M1_CROSS_BASELINE,48,0.8166666666666675,59.17380313938642,-1.7113073075602405,-156.96619686061356,True,0.0,84.0,1.7113073075602259,0.0,84.0,1.5570877890311081,0.0,4,True,CURRENT_MODEL,8,2,True,0,114.96619686061356,-114.96619686061356
BOOTSTRAP_M1,M1_CROSS_BASELINE,54,0.9166666666666679,65.46128910839724,-1.7097958756559746,-150.67871089160275,True,0.0,83.99999999999999,1.7097958756559137,0.0,84.0,1.5570877890311081,0.0,4,True,CURRENT_MODEL,10,2,True,0,108.67871089160275,-108.67871089160275
BOOTSTRAP_M1,M1_CROSS_BASELINE,60,1.016666666666668,71.02993898147233,-1.7205723848550107,-145.11006101852766,True,0.0,84.0,1.7205723848550427,0.0,84.0,1.5570877890311081,0.0,4,True,CURRENT_MODEL,12,2,True,0,103.11006101852766,-103.11006101852766
BOOTSTRAP_M1,M1_CROSS_BASELINE,66,1.1166666666666676,76.53019917920525,-1.7291541566601936,-139.60980082079473,True,0.0,84.0,1.7291541566601438,0.0,84.0,1.5570877890311081,0.0,4,True,CURRENT_MODEL,15,2,True,0,97.60980082079473,-97.60980082079473
BOOTSTRAP_M1,M1_CROSS_BASELINE,72,1.2166666666666672,82.10804334239876,-1.7339990283488587,-134.03195665760123,True,0.0,84.0,1.7339990283488973,0.0,84.0,1.5570877890311081,0.0,4,True,CURRENT_MODEL,17,2,True,0,92.03195665760123,-92.03195665760123
BOOTSTRAP_M1,M1_CROSS_BASELINE,78,1.3166666666666669,87.62326262627064,-1.736463549010176,-128.51673737372934,True,0.0,84.00000000000001,1.7364635490102103,0.0,84.0,1.5570877890311081,0.0,4,True,CURRENT_MODEL,19,2,True,0,86.51673737372934,-86.51673737372934
BOOTSTRAP_M1,M1_CROSS_BASELINE,84,1.4166666666666665,92.82531306522571,-1.7376231932924309,-123.31468693477427,True,0.0,84.00000000000001,1.7376231932925066,0.0,84.0,1.5570877890311081,0.0,4,True,CURRENT_MODEL,23,2,True,0,81.31468693477427,-81.31468693477427
BOOTSTRAP_M1,M1_CROSS_BASELINE,90,1.5166666666666662,97.52310984335276,-1.738083278602946,-118.61689015664723,True,0.0,84.0,1.7380832786029643,0.0,84.0,1.5570877890311081,0.0,4,True,CURRENT_MODEL,25,2,True,0,76.61689015664723,-76.61689015664723
BOOTSTRAP_M1,M1_CROSS_BASELINE,96,1.6166666666666658,101.727766573703,-1.7385313343287923,-114.41223342629699,True,0.0,84.0,1.7385313343288296,0.0,84.0,1.5570877890311081,0.0,4,True,CURRENT_MODEL,29,2,True,0,72.41223342629699,-72.41223342629699
BOOTSTRAP_M1,M1_CROSS_BASELINE,102,1.7166666666666655,105.70649051512223,-1.7401491870458499,-110.43350948487776,True,0.0,84.00000000000001,1.740149187045887,0.0,84.0,1.5570877890311081,0.0,4,True,CURRENT_MODEL,31,2,True,0,68.43350948487776,-68.43350948487776
BOOTSTRAP_M1,M1_CROSS_BASELINE,108,1.816666666666665,109.86015748472924,-1.7445680172964442,-106.27984251527074,True,0.0,84.0,1.7445680172963982,0.0,84.0,1.5570877890311081,0.0,4,True,CURRENT_MODEL,35,2,True,0,64.27984251527074,-64.27984251527074
BOOTSTRAP_M1,M1_CROSS_BASELINE,114,1.9166666666666647,114.44891504001639,-1.7505727250039873,-101.6910849599836,True,0.0,84.0,1.750572725004048,0.0,84.0,1.5570877890311081,0.0,4,True,CURRENT_MODEL,38,2,True,0,59.6910849599836,-59.6910849599836
BOOTSTRAP_M1,M1_CROSS_BASELINE,120,2.0166666666666644,119.43987852802756,-1.7545429914233175,-96.70012147197242,True,0.0,84.0,1.7545429914233814,0.0,84.0,1.5570877890311081,0.0,4,True,CURRENT_MODEL,41,2,True,0,54.70012147197242,-54.70012147197242
BOOTSTRAP_M1,M1_CROSS_BASELINE,126,2.116666666666664,124.63365991459395,-1.7562140871529783,-91.50634008540604,True,0.0,83.99999999999999,1.7562140871528982,0.0,84.0,1.5570877890311081,0.0,4,True,CURRENT_MODEL,46,2,True,0,49.50634008540604,-49.50634008540604
M0_NEGATIVE_CONTROL,M0_STRAIGHT,0,0.016666666666666666,0.029999635548058734,-1.4001210697211428,-56.11000036445194,True,0.0,84.0,1.4001210697211057,0.0,nan,nan,nan,0,False,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,6,0.11666666666666665,1.9483932372434722,-1.4091189450888946,-54.19160676275653,True,0.0,84.0,1.409118945088828,0.0,84.0,1.409118945088828,0.0,1,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,12,0.21666666666666665,8.049388886869806,-1.4646870524810078,-48.090611113130194,True,0.0,84.0,1.4646870524810716,0.0,84.0,1.4646870524810716,0.0,2,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,18,0.31666666666666665,16.551489474343633,-1.5129702362426791,-39.58851052565637,True,0.0,84.0,1.5129702362427402,0.0,84.0,1.5129702362427402,0.0,3,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,24,0.41666666666666663,25.8213394343684,-1.5570877890311379,-30.3186605656316,True,0.0,84.0,1.5570877890312325,0.0,84.0,1.5570877890312325,0.0,4,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,30,0.5166666666666666,34.658042687295875,-1.6253387910569186,-21.481957312704125,True,0.0,84.0,1.6253387910569401,0.0,84.0,1.6253387910569401,0.0,5,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,36,0.6166666666666669,43.24875394787277,-1.6904222399147937,-12.89124605212723,True,0.0,84.0,1.6904222399148168,0.0,84.0,1.6904222399148168,0.0,6,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,42,0.7166666666666672,51.632938918401976,-1.7176026200690946,-4.507061081598024,True,0.0,84.0,1.7176026200690941,0.0,84.0,1.7176026200690941,0.0,7,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,48,0.8166666666666675,59.17380313938641,-1.7113073075603027,3.0338031393864084,True,0.0,84.0,1.7113073075602472,0.0,84.0,1.7113073075602472,0.0,8,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,54,0.9166666666666679,65.46128910839727,-1.7097958756560423,9.321289108397265,True,0.0,84.00000000000001,1.709795875656134,0.0,84.0,1.709795875656134,0.0,9,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,60,1.016666666666668,71.02993898147233,-1.720572384855082,14.889938981472326,True,0.0,84.0,1.7205723848551244,0.0,84.0,1.7205723848551244,0.0,10,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,66,1.1166666666666676,76.53019917920523,-1.7291541566602666,20.39019917920523,True,0.0,84.0,1.7291541566602113,0.0,84.0,1.7291541566602113,0.0,11,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,72,1.2166666666666672,82.10804334239873,-1.7339990283489326,25.968043342398726,True,0.0,84.0,1.7339990283489755,0.0,84.0,1.7339990283489755,0.0,12,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,78,1.3166666666666669,87.62326262627049,-1.736463549010251,31.483262626270488,True,0.0,84.0,1.7364635490102884,0.0,84.0,1.7364635490102884,0.0,13,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,84,1.4166666666666665,92.8253130652254,-1.737623193292506,36.68531306522541,True,0.0,84.00000000000003,1.737623193292574,0.0,84.0,1.737623193292574,0.0,14,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,90,1.5166666666666662,97.52310984335222,-1.7380832786030214,41.38310984335222,True,0.0,84.0,1.7380832786029785,0.0,84.0,1.7380832786029785,0.0,15,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,96,1.6166666666666658,101.72776657370218,-1.7385313343288678,45.58776657370219,True,0.0,84.0,1.7385313343288615,0.0,84.0,1.7385313343288615,0.0,16,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,102,1.7166666666666655,105.70649051512116,-1.7401491870459238,49.56649051512116,True,0.0,84.0,1.740149187045965,0.0,84.0,1.740149187045965,0.0,17,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,108,1.816666666666665,109.86015748472795,-1.744568017296511,53.720157484727956,True,0.0,84.0,1.7445680172964764,0.0,84.0,1.7445680172964764,0.0,18,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,114,1.9166666666666647,114.44891504001498,-1.7505727250040453,58.30891504001498,True,0.0,84.0,1.7505727250040692,0.0,84.0,1.7505727250040692,0.0,19,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,120,2.0166666666666644,119.43987852802624,-1.7545429914233706,63.29987852802625,True,0.0,84.0,1.754542991423449,0.0,84.0,1.754542991423449,0.0,20,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,126,2.116666666666664,124.63365991459298,-1.7562140871530287,68.49365991459298,True,0.0,84.00000000000001,1.7562140871531184,0.0,84.0,1.7562140871531184,0.0,21,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,132,2.2166666666666637,129.78514209205073,-1.757152482685898,73.64514209205073,True,0.0,84.0,1.7571524826858251,0.0,84.0,1.7571524826858251,0.0,22,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,138,2.3166666666666633,134.66742704170053,-1.7580573907573478,78.52742704170053,True,0.0,84.0,1.758057390757255,0.0,84.0,1.758057390757255,0.0,23,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,144,2.416666666666663,139.20426775093807,-1.7592804768876598,83.06426775093806,True,0.0,84.00000000000001,1.7592804768877386,0.0,84.0,1.7592804768877386,0.0,24,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,150,2.5166666666666626,143.50341095194642,-1.761853853879254,87.3634109519464,True,0.0,84.0,1.7618538538791846,0.0,84.0,1.7618538538791846,0.0,25,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,156,2.6166666666666623,147.75210344188122,-1.765729984175199,91.6121034418812,True,0.0,84.0,1.7657299841752412,0.0,84.0,1.7657299841752412,0.0,26,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,162,2.716666666666662,152.09237022183885,-1.769881149107188,95.95237022183886,True,0.0,84.0,1.769881149107249,0.0,84.0,1.769881149107249,0.0,27,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,168,2.8166666666666615,156.55848593447138,-1.7729174387406188,100.41848593447139,True,0.0,84.0,1.7729174387405742,0.0,84.0,1.7729174387405742,0.0,28,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,174,2.916666666666661,161.09467624198035,-1.7749076898365843,104.95467624198035,True,0.0,84.0,1.774907689836617,0.0,84.0,1.774907689836617,0.0,29,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,180,3.016666666666661,165.59506894704782,-1.7763053486121918,109.45506894704783,True,0.0,84.00000000000001,1.7763053486122544,0.0,84.0,1.7763053486122544,0.0,30,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,186,3.1166666666666605,169.94957910399404,-1.7773359063966423,113.80957910399403,True,0.0,84.0,1.7773359063967007,0.0,84.0,1.7773359063967007,0.0,31,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,192,3.21666666666666,174.0931853262918,-1.7780974651300132,117.95318532629179,True,0.0,84.0,1.778097465130024,0.0,84.0,1.778097465130024,0.0,32,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,198,3.3166666666666598,178.0415048317886,-1.7788896182740626,121.90150483178859,True,0.0,84.0,1.778889618274114,0.0,84.0,1.778889618274114,0.0,33,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,204,3.4166666666666594,181.89042112398647,-1.780214608898203,125.75042112398648,True,0.0,84.00000000000001,1.7802146088982909,0.0,84.0,1.7802146088982909,0.0,34,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,210,3.516666666666659,185.7623993589292,-1.7820036368407948,129.62239935892921,True,0.0,84.0,1.7820036368407557,0.0,84.0,1.7820036368407557,0.0,35,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,216,3.6166666666666587,189.74035268611777,-1.78376971827677,133.6003526861178,True,0.0,84.0,1.7837697182767513,0.0,84.0,1.7837697182767513,0.0,36,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,222,3.7166666666666583,193.83545301879417,-1.7849921799116564,137.69545301879418,True,0.0,84.0,1.7849921799115975,0.0,84.0,1.7849921799115975,0.0,37,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,228,3.816666666666658,197.99830959281763,-1.7857273273699539,141.85830959281765,True,0.0,84.0,1.7857273273698802,0.0,84.0,1.7857273273698802,0.0,38,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,234,3.9166666666666576,202.1456016400204,-1.7862025548956737,146.0056016400204,True,0.0,84.0,1.7862025548956737,0.0,84.0,1.7862025548956737,0.0,39,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,240,4.016666666666658,206.19567025577498,-1.7865369708126249,150.055670255775,True,0.0,84.0,1.7865369708125591,0.0,84.0,1.7865369708125591,0.0,40,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,246,4.116666666666657,210.10365396092988,-1.7867718400209782,153.9636539609299,True,0.0,84.00000000000001,1.7867718400210606,0.0,84.0,1.7867718400210606,0.0,41,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,252,4.216666666666657,213.8812795363151,-1.7870195200311125,157.7412795363151,True,0.0,84.0,1.7870195200311798,0.0,84.0,1.7870195200311798,0.0,42,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,258,4.316666666666657,217.59683038596734,-1.7875559015942204,161.45683038596735,True,0.0,84.0,1.7875559015942528,0.0,84.0,1.7875559015942528,0.0,43,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,264,4.416666666666656,221.3377967677157,-1.7882812205417669,165.1977967677157,True,0.0,83.99999999999999,1.7882812205417338,0.0,84.0,1.7882812205417338,0.0,44,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,270,4.516666666666656,225.16094792468851,-1.7888813297561286,169.0209479246885,True,0.0,84.0,1.7888813297562223,0.0,84.0,1.7888813297562223,0.0,45,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,276,4.616666666666656,229.07061647474495,-1.7891708506880373,172.93061647474494,True,0.0,84.00000000000003,1.7891708506881017,0.0,84.0,1.7891708506881017,0.0,46,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,282,4.716666666666655,233.02939059858562,-1.7892934490875139,176.8893905985856,True,0.0,84.0,1.7892934490874737,0.0,84.0,1.7892934490874737,0.0,47,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,288,4.816666666666655,236.97936696938712,-1.7893966733847635,180.83936696938713,True,0.0,83.99999999999999,1.7893966733846653,0.0,84.0,1.7893966733846653,0.0,48,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,294,4.9166666666666545,240.86750679250565,-1.7894614236649566,184.72750679250564,True,0.0,83.99999999999999,1.789461423664875,0.0,84.0,1.789461423664875,0.0,49,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,300,5.016666666666654,244.66843594156956,-1.7894644928138037,188.52843594156954,True,0.0,84.0,1.7894644928137602,0.0,84.0,1.7894644928137602,0.0,50,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,306,5.116666666666654,248.39677435314894,-1.7894435196563099,192.25677435314893,True,0.0,84.0,1.7894435196562952,0.0,84.0,1.7894435196562952,0.0,51,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,312,5.2166666666666535,252.09952626557708,-1.7894489656719645,195.95952626557707,True,0.0,84.0,1.7894489656719266,0.0,84.0,1.7894489656719266,0.0,52,True,CURRENT_MODEL,0,0,False,0,nan,nan
M0_NEGATIVE_CONTROL,M0_STRAIGHT,318,5.316666666666653,255.82761966838797,-1.7894354612895682,199.68761966838798,True,0.0,84.0,1.7894354612895143,0.0,84.0,1.7894354612895143,0.0,53,True,CURRENT_MODEL,0,0,False,0,nan,nan
