targeted_verdict,frames,saved_before_window_source,saved_before_window_samples,leader_max_gap,leader_disconnected_duration,leader_min_component_size,before_window_max_overlap_pairs,after_max_overlap_pairs,overlap_regression,before_window_max_lateral_span,after_max_lateral_span,lateral_expansion_retention,frozen_fusion_episode_count,frozen_fusion_first_time,max_nan_inf,max_outside,frozen_sph_threshold,frozen_boundary_threshold,frozen_lidar_threshold
PASS,300,/Users/gaheeyang/Projects/PDFS-Multi-Robot/junction_detection/integration/output/junction_shadow_detection/junction_shadow_timeline_m1.csv,50,11.832205386749948,0.0,680,11,11,False,247.30362805971208,247.30824539345724,1.0000186707076697,2,2.3166666666666633,0,0,0.05190502225289483,0.08701475362117486,0.012338797689551723
