map_case,noise_model,threshold_mode,physics_frames,sample_count,worst_wall_range,tau,w_tau_lower_bound,w_tau_upper_bound,threshold_interval_valid,threshold_alpha,w_tau_selected_threshold,first_open_support_frame,first_opening_frame,first_detection_frame,first_detection_time,frozen55_first_detection_frame,w_tau_first_detection_frame,max_opening_count,max_frozen55_openings,max_w_tau_openings,false_positive,deterministic_replay,movement_trajectory_equivalent,lidar_scan_equivalent,movement_altered,adaptive_output_fed_back,detector_input_fields,runtime_gt_map_used
M1_PRE_CORRIDOR_55PCT,bounded,w-tau,350,59,100.0,7.5,107.5,142.5,True,0.5,125.0,0,0,156,2.6166666666666623,180,156,4,4,4,False,False,False,False,False,False,"angles_deg,measured_ranges,Rmax,calibrated_W,tau,smoothing_window",False
