verdict,shadow_rule,existing_initialization_scan_count,new_numeric_threshold_added,baseline_degraded_at_frame_6,baseline_raw_detection_preserved_frame_126,bootstrap_not_degraded,m0_not_degraded,all_raw_outputs_preserved,baseline_deterministic_replay_match,runtime_gt_or_map_used,production_gating_applied,detector_changed,threshold_changed,margin_changed,grouping_changed,simulator_changed,robot_control_changed
A_LOCAL_ONLY_DEGRADED_START_SHADOW_FEASIBLE,not stable_model_initialized AND initialization opportunities >= existing initialization_scan_count AND zero valid current models AND (invalid local wall geometry OR existing OPEN candidate),2,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False
