verdict,front_equivalent,anchor_equivalent,pointcloud_equivalent,base_decisions_match_exp049,rotation_pass,ordering_pass,representation_pass,m0_pass,replay_match,runtime_gt_map_not_used,accepted_gap_count,rejected_gap_count,gap_classifications,production_changed,detector_changed
A_GENERAL_CANDIDATE_RULE_DIRECTION_INVARIANT,True,True,True,True,True,True,True,True,True,True,2,1,"[{""base_candidate_created"": true, ""base_rejection_reason"": ""NONE"", ""classification"": ""CONSISTENT_ACCEPT"", ""gap_id"": 0}, {""base_candidate_created"": false, ""base_rejection_reason"": ""NO_INCIDENT_WALL_SUPPORT_ALONG_GAP_TANGENT"", ""classification"": ""CONSISTENT_REJECT"", ""gap_id"": 1}, {""base_candidate_created"": true, ""base_rejection_reason"": ""NONE"", ""classification"": ""CONSISTENT_ACCEPT"", ""gap_id"": 2}]",False,False
