ground_truth_count,detected_count,count_correct,matched_openings,false_positive,false_negative,precision,recall,f1,mean_iou,min_iou,center_mae_deg,start_mae_deg,end_mae_deg,boundary_mae_deg,expected_topology,detected_topology,topology_correct,failure_reasons,evaluation_boundary_definition,evaluation_free_path_threshold_m,physical_mouth_mean_iou,physical_mouth_boundary_mae_deg,seed,way_count,noise_std_m,dropout_probability,occlusion_probability,visible_boundary_ratio,anchor_x,anchor_y,anchor_yaw_deg,condition
5,5,True,5,0,0,1.0,1.0,1.0,0.9805886642816845,0.9805886642816837,0.0,0.24744493314807983,0.24744493314807414,0.24744493314807697,JUNCTION,JUNCTION,True,NONE,ideal_free_path_sector,4.537423067393879,0.5862025845595751,8.823686263497938,9,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,baseline
5,5,True,5,0,0,1.0,1.0,1.0,0.9805886642816845,0.9805886642816837,0.0,0.24744493314807983,0.24744493314807414,0.24744493314807697,JUNCTION,JUNCTION,True,NONE,ideal_free_path_sector,4.537423067393879,0.5862025845595751,8.823686263497938,10,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,baseline
5,5,True,5,0,0,1.0,1.0,1.0,0.9805886642816845,0.9805886642816837,0.0,0.24744493314807983,0.24744493314807414,0.24744493314807697,JUNCTION,JUNCTION,True,NONE,ideal_free_path_sector,4.537423067393879,0.5862025845595751,8.823686263497938,11,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,baseline
5,5,True,5,0,0,1.0,1.0,1.0,0.9805886642816845,0.9805886642816837,0.0,0.24744493314807983,0.24744493314807414,0.24744493314807697,JUNCTION,JUNCTION,True,NONE,ideal_free_path_sector,4.537423067393879,0.5862025845595751,8.823686263497938,12,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,baseline
5,5,True,5,0,0,1.0,1.0,1.0,0.9805886642816845,0.9805886642816837,0.0,0.24744493314807983,0.24744493314807414,0.24744493314807697,JUNCTION,JUNCTION,True,NONE,ideal_free_path_sector,4.537423067393879,0.5862025845595751,8.823686263497938,13,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,baseline
5,5,True,5,0,0,1.0,1.0,1.0,0.9805886642816845,0.9805886642816837,0.0,0.24744493314807983,0.24744493314807414,0.24744493314807697,JUNCTION,JUNCTION,True,NONE,ideal_free_path_sector,4.537423067393879,0.5862025845595751,8.823686263497938,14,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,baseline
5,5,True,5,0,0,1.0,1.0,1.0,0.9805886642816845,0.9805886642816837,0.0,0.24744493314807983,0.24744493314807414,0.24744493314807697,JUNCTION,JUNCTION,True,NONE,ideal_free_path_sector,4.537423067393879,0.5862025845595751,8.823686263497938,15,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,baseline
5,5,True,5,0,0,1.0,1.0,1.0,0.9805886642816845,0.9805886642816837,0.0,0.24744493314807983,0.24744493314807414,0.24744493314807697,JUNCTION,JUNCTION,True,NONE,ideal_free_path_sector,4.537423067393879,0.5862025845595751,8.823686263497938,16,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,baseline
5,5,True,5,0,0,1.0,1.0,1.0,0.9805886642816845,0.9805886642816837,0.0,0.24744493314807983,0.24744493314807414,0.24744493314807697,JUNCTION,JUNCTION,True,NONE,ideal_free_path_sector,4.537423067393879,0.5862025845595751,8.823686263497938,17,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,baseline
5,5,True,5,0,0,1.0,1.0,1.0,0.9805886642816845,0.9805886642816837,0.0,0.24744493314807983,0.24744493314807414,0.24744493314807697,JUNCTION,JUNCTION,True,NONE,ideal_free_path_sector,4.537423067393879,0.5862025845595751,8.823686263497938,18,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,baseline
