case,candidate_id,grid_stage,forward_ratio_W,lateral_ratio_W,distance_ratio_W,candidate_valid,plus90_axis_los_eval,minus90_axis_los_eval,plus90_mouth_visible_fraction_eval,minus90_mouth_visible_fraction_eval,plus90_detected_eval,minus90_detected_eval,forward_detected_eval,incoming_detected_eval,opening_count,outgoing_match_count_eval,outgoing_total_eval,false_opening_count_eval,axial_false_opening_count_eval,lateral_false_opening_count_eval
M1_CROSS_BASELINE,F+0.400_L-0.100,COARSE_0.10W,0.4,-0.1,0.41231056256176607,True,False,False,0.8095238095238095,0.7619047619047619,False,False,True,True,2,1,3,0,0,0
M1_CROSS_BASELINE,F+0.400_L+0.000,COARSE_0.10W,0.4,0.0,0.4,True,False,False,0.8095238095238095,0.8095238095238095,False,False,True,True,2,1,3,0,0,0
M1_CROSS_BASELINE,F+0.400_L+0.100,COARSE_0.10W,0.4,0.1,0.41231056256176607,True,False,False,0.7619047619047619,0.8095238095238095,False,False,True,True,2,1,3,0,0,0
M1_CROSS_BASELINE,F+0.400_L+0.200,COARSE_0.10W,0.4,0.2,0.447213595499958,True,False,False,0.7142857142857143,0.8571428571428571,False,False,True,True,2,1,3,0,0,0
M1_CROSS_BASELINE,F+0.400_L+0.300,COARSE_0.10W,0.4,0.3,0.5,True,False,False,0.6666666666666666,0.8571428571428571,False,False,True,True,2,1,3,0,0,0
M1_CROSS_BASELINE,F+0.400_L+0.400,COARSE_0.10W,0.4,0.4,0.565685424949238,True,False,False,0.6190476190476191,0.8571428571428571,False,False,True,True,2,1,3,0,0,0
M1_CROSS_BASELINE,F+0.400_L+0.500,COARSE_0.10W,0.4,0.5,0.6403124237432849,False,False,True,0.0,0.0,False,True,False,False,1,1,3,0,0,0
M1_CROSS_BASELINE,F+0.400_L+0.600,COARSE_0.10W,0.4,0.6,0.7211102550927978,False,False,True,0.0,0.0,False,True,False,False,1,1,3,0,0,0
M1_CROSS_BASELINE,F+0.400_L+0.700,COARSE_0.10W,0.4,0.7,0.8062257748298549,False,False,True,0.0,0.0,False,True,False,False,1,1,3,0,0,0
M1_CROSS_BASELINE,F+0.500_L-0.700,COARSE_0.10W,0.5,-0.7,0.8602325267042626,False,True,False,0.0,0.0,True,False,False,False,1,1,3,0,0,0
M1_CROSS_BASELINE,F+0.500_L-0.600,COARSE_0.10W,0.5,-0.6,0.7810249675906654,False,True,False,0.0,0.0,True,False,False,False,1,1,3,0,0,0
M1_CROSS_BASELINE,F+0.500_L-0.500,COARSE_0.10W,0.5,-0.5,0.7071067811865476,True,False,False,0.9523809523809523,0.6666666666666666,False,False,True,True,2,1,3,0,0,0
M1_CROSS_BASELINE,F+0.500_L-0.400,COARSE_0.10W,0.5,-0.4,0.6403124237432849,True,False,False,0.9523809523809523,0.7619047619047619,False,False,True,True,2,1,3,0,0,0
M1_CROSS_BASELINE,F+0.500_L-0.300,COARSE_0.10W,0.5,-0.3,0.5830951894845301,True,False,False,0.9523809523809523,0.8095238095238095,False,False,True,True,2,1,3,0,0,0
M1_CROSS_BASELINE,F+0.500_L-0.200,COARSE_0.10W,0.5,-0.2,0.5385164807134504,True,False,False,0.9523809523809523,0.8571428571428571,False,False,True,True,2,1,3,0,0,0
M1_CROSS_BASELINE,F+0.500_L-0.100,COARSE_0.10W,0.5,-0.1,0.5099019513592785,True,False,False,0.9047619047619048,0.8571428571428571,False,False,True,True,2,1,3,0,0,0
M1_CROSS_BASELINE,F+0.500_L+0.000,COARSE_0.10W,0.5,0.0,0.5,True,False,False,0.9047619047619048,0.9047619047619048,False,False,True,True,2,1,3,0,0,0
M1_CROSS_BASELINE,F+0.500_L+0.100,COARSE_0.10W,0.5,0.1,0.5099019513592785,True,False,False,0.8571428571428571,0.9523809523809523,False,False,True,True,2,1,3,0,0,0
M1_CROSS_BASELINE,F+0.500_L+0.200,COARSE_0.10W,0.5,0.2,0.5385164807134504,True,False,False,0.8095238095238095,0.9523809523809523,False,False,True,True,2,1,3,0,0,0
M1_CROSS_BASELINE,F+0.500_L+0.300,COARSE_0.10W,0.5,0.3,0.5830951894845301,True,False,False,0.7619047619047619,0.9523809523809523,False,False,True,True,2,1,3,0,0,0
M1_CROSS_BASELINE,F+0.500_L+0.400,COARSE_0.10W,0.5,0.4,0.6403124237432849,True,False,False,0.7142857142857143,0.9523809523809523,False,False,True,True,2,1,3,0,0,0
M1_CROSS_BASELINE,F+0.500_L+0.500,COARSE_0.10W,0.5,0.5,0.7071067811865476,False,False,True,0.0,0.0,False,True,False,False,1,1,3,0,0,0
M1_CROSS_BASELINE,F+0.500_L+0.600,COARSE_0.10W,0.5,0.6,0.7810249675906654,False,False,True,0.0,0.0,False,True,False,False,1,1,3,0,0,0
M1_CROSS_BASELINE,F+0.500_L+0.700,COARSE_0.10W,0.5,0.7,0.8602325267042626,False,False,True,0.0,0.0,False,True,False,False,1,1,3,0,0,0
M1_CROSS_BASELINE,F+0.600_L-0.700,COARSE_0.10W,0.6,-0.7,0.9219544457292886,False,True,False,0.0,0.0,True,False,False,False,1,1,3,0,0,0
M1_CROSS_BASELINE,F+0.600_L-0.600,COARSE_0.10W,0.6,-0.6,0.848528137423857,False,True,False,0.0,0.0,True,False,False,False,1,1,3,0,0,0
M1_CROSS_BASELINE,F+0.600_L-0.500,COARSE_0.10W,0.6,-0.5,0.7810249675906654,True,False,False,1.0,0.8095238095238095,False,False,True,True,2,1,3,0,0,0
M1_CROSS_BASELINE,F+0.600_L-0.400,COARSE_0.10W,0.6,-0.4,0.7211102550927978,True,False,False,1.0,0.8571428571428571,False,False,True,True,2,1,3,0,0,0
M1_CROSS_BASELINE,F+0.600_L-0.300,COARSE_0.10W,0.6,-0.3,0.6708203932499369,True,False,False,1.0,0.9047619047619048,False,False,True,True,2,1,3,0,0,0
M1_CROSS_BASELINE,F+0.600_L-0.200,COARSE_0.10W,0.6,-0.2,0.6324555320336759,True,False,False,1.0,0.9523809523809523,False,False,True,True,2,1,3,0,0,0
M1_CROSS_BASELINE,F+0.600_L-0.100,COARSE_0.10W,0.6,-0.1,0.6082762530298219,True,False,False,1.0,1.0,False,False,True,True,2,1,3,0,0,0
M1_CROSS_BASELINE,F+0.600_L+0.000,COARSE_0.10W,0.6,0.0,0.6,True,False,False,1.0,1.0,False,False,True,True,2,1,3,0,0,0
M1_CROSS_BASELINE,F+0.600_L+0.100,COARSE_0.10W,0.6,0.1,0.6082762530298219,True,False,False,0.9523809523809523,1.0,False,False,True,True,2,1,3,0,0,0
M1_CROSS_BASELINE,F+0.600_L+0.200,COARSE_0.10W,0.6,0.2,0.6324555320336759,True,False,False,0.9047619047619048,1.0,False,False,True,True,2,1,3,0,0,0
M1_CROSS_BASELINE,F+0.600_L+0.300,COARSE_0.10W,0.6,0.3,0.6708203932499369,True,False,False,0.8571428571428571,1.0,False,False,True,True,2,1,3,0,0,0
M1_CROSS_BASELINE,F+0.600_L+0.400,COARSE_0.10W,0.6,0.4,0.7211102550927978,True,False,False,0.8095238095238095,1.0,False,False,True,True,2,1,3,0,0,0
M1_CROSS_BASELINE,F+0.600_L+0.500,COARSE_0.10W,0.6,0.5,0.7810249675906654,False,False,True,0.0,0.0,False,True,False,False,1,1,3,0,0,0
M1_CROSS_BASELINE,F+0.600_L+0.600,COARSE_0.10W,0.6,0.6,0.848528137423857,False,False,True,0.0,0.0,False,True,False,False,1,1,3,0,0,0
M1_CROSS_BASELINE,F+0.600_L+0.700,COARSE_0.10W,0.6,0.7,0.9219544457292886,False,False,True,0.0,0.0,False,True,False,False,1,1,3,0,0,0
M1_CROSS_BASELINE,F+0.700_L-0.700,COARSE_0.10W,0.7,-0.7,0.9899494936611665,False,True,False,0.0,0.0,True,False,False,False,1,1,3,0,0,0
M1_CROSS_BASELINE,F+0.700_L-0.600,COARSE_0.10W,0.7,-0.6,0.9219544457292886,False,True,False,0.0,0.0,True,False,False,False,1,1,3,0,0,0
M1_CROSS_BASELINE,F+0.700_L-0.500,COARSE_0.10W,0.7,-0.5,0.8602325267042626,True,False,False,1.0,0.9047619047619048,False,False,True,True,2,1,3,0,0,0
M1_CROSS_BASELINE,F+0.700_L-0.400,COARSE_0.10W,0.7,-0.4,0.8062257748298549,True,False,False,1.0,0.9523809523809523,False,False,True,True,2,1,3,0,0,0
M1_CROSS_BASELINE,F+0.700_L-0.300,COARSE_0.10W,0.7,-0.3,0.7615773105863908,True,False,False,1.0,1.0,False,False,True,True,2,1,3,0,0,0
