experiment_id,primary_verdict,secondary_findings,search_forward_min_W,search_forward_max_W,search_lateral_min_W,search_lateral_max_W,coarse_step_W,fine_step_W,final_step_W,estimated_corridor_width,robot_radius,candidate_count,valid_candidate_count,invalid_candidate_count,single_view_3of3_exists,nearest_single_view_3of3_candidate,nearest_single_view_3of3_distance_W,best_single_view_candidate,best_single_view_outgoing_count_eval,two_view_3of3_exists,best_two_view_candidate_1,best_two_view_candidate_2,best_two_view_evaluation_cost_W,M0_false_opening_regression,M0_lateral_false_branch,A0_ghost_range_exact,A0_detector_opening_count_exact,deterministic_replay,max_local_transform_error,max_width_normalization_error,actual_swarm_movement_performed,detector_threshold_changed,GT_used_for_candidate_generation,GT_map_used_for_evaluation_only
EXP-030,C_RAW_VISIBILITY_FRONTIER_FOUND_DETECTOR_NOT_YET_VISIBLE,"[""VALID_RAW_SIDE_EXPOSURE_EXISTS"", ""RAW_MOUTH_EXPOSURE_PREEXISTS_AT_A0"", ""NO_RAW_SIDE_AXIS_FRONTIER"", ""INVALID_POSES_HAVE_RAW_EXPOSURE""]",-0.1,0.7,-0.7,0.7,0.1,0.05,0.025,84.0,1.1199999999999999,135,90,45,False,,,F+0.000_L+0.000,1,False,,,,False,False,True,True,True,2.220446049250313e-16,1.1102230246251565e-16,False,False,False,True
