case,candidate_id,candidate_valid,forward_ratio_W,lateral_ratio_W,opening_id,start_angle_deg,end_angle_deg,center_angle_deg,angular_width_deg,confidence,matched_GT_branch_eval_only,center_error_deg_eval_only,GT_mouth_IoU_eval_only,wall_support,tangent_support
M1_CROSS_BASELINE,F+0.500_L-0.400,True,0.5,-0.4,0,-10.5,56.5,23.0,67.0,0.9364725783266902,0,23.0,0.4470517960237634,11,True
M1_CROSS_BASELINE,F+0.500_L-0.400,True,0.5,-0.4,1,123.5,-173.5,155.0,63.0,0.8911660993123486,INCOMING,25.0,,30,True
M1_CROSS_BASELINE,F+0.500_L-0.300,True,0.5,-0.3,0,-17.5,45.5,14.0,63.0,0.9801966178534465,0,14.0,0.48388272151518436,4,True
M1_CROSS_BASELINE,F+0.500_L-0.300,True,0.5,-0.3,1,142.5,-170.5,166.0,47.0,0.9251601290495561,INCOMING,14.0,,14,True
M1_CROSS_BASELINE,F+0.500_L-0.200,True,0.5,-0.2,0,-23.5,41.5,9.0,65.0,0.9830215772265156,0,9.0,0.4748493654813405,4,True
M1_CROSS_BASELINE,F+0.500_L-0.200,True,0.5,-0.2,1,151.5,-167.5,172.0,41.0,0.9377540615383995,INCOMING,8.0,,8,True
M1_CROSS_BASELINE,F+0.500_L-0.100,True,0.5,-0.1,0,-29.5,37.5,4.0,67.0,0.986236106927975,0,4.0,0.46393159551968677,4,True
M1_CROSS_BASELINE,F+0.500_L-0.100,True,0.5,-0.1,1,158.5,-163.5,177.5,38.0,0.9457167151285826,INCOMING,2.5,,6,True
M1_CROSS_BASELINE,F+0.500_L+0.000,True,0.5,0.0,0,161.5,-160.5,-179.5,38.0,0.9363853748788096,INCOMING,0.5,,6,True
M1_CROSS_BASELINE,F+0.500_L+0.000,True,0.5,0.0,1,-34.5,32.5,-1.0,67.0,0.9821109576489631,0,1.0,0.46466992314189,4,True
M1_CROSS_BASELINE,F+0.500_L+0.100,True,0.5,0.1,0,165.5,-155.5,-175.0,39.0,0.9376685974956276,INCOMING,5.0,,6,True
M1_CROSS_BASELINE,F+0.500_L+0.100,True,0.5,0.1,1,-39.5,26.5,-6.5,66.0,0.9821237784372467,0,6.5,0.4698812030011501,4,True
M1_CROSS_BASELINE,F+0.500_L+0.200,True,0.5,0.2,0,168.5,-147.5,-169.5,44.0,0.9277268241916317,INCOMING,10.5,,12,True
M1_CROSS_BASELINE,F+0.500_L+0.200,True,0.5,0.2,1,-43.5,20.5,-11.5,64.0,0.9792066037581002,0,11.5,0.4800746618313201,4,True
M1_CROSS_BASELINE,F+0.500_L+0.300,True,0.5,0.3,0,171.5,-137.5,-163.0,51.0,0.9176249584099412,INCOMING,17.0,,18,True
M1_CROSS_BASELINE,F+0.500_L+0.300,True,0.5,0.3,1,-47.5,14.5,-16.5,62.0,0.9761526254225512,0,16.5,0.4883716811628483,4,True
M1_CROSS_BASELINE,F+0.500_L+0.400,True,0.5,0.4,0,175.5,-116.5,-150.5,68.0,0.8770755602195075,INCOMING,29.5,,34,True
M1_CROSS_BASELINE,F+0.500_L+0.400,True,0.5,0.4,1,-63.5,7.5,-28.0,71.0,0.9129083654730694,0,28.0,0.4181338126437995,17,True
M1_CROSS_BASELINE,F+0.500_L+0.500,False,0.5,0.5,0,40.5,-177.5,111.5,142.0,0.958733194188137,1,21.5,0.0,22,True
M1_CROSS_BASELINE,F+0.500_L+0.600,False,0.5,0.6,0,45.5,-173.5,116.0,141.0,0.9658864472612432,1,26.0,0.0,17,True
M1_CROSS_BASELINE,F+0.500_L+0.700,False,0.5,0.7,0,49.5,-170.5,119.5,140.0,0.9699422246482488,1,29.5,0.0,13,True
M1_CROSS_BASELINE,F+0.600_L-0.700,False,0.6,-0.7,0,171.5,-54.5,-121.5,134.0,0.9704873807279786,2,31.5,0.0,11,True
M1_CROSS_BASELINE,F+0.600_L-0.600,False,0.6,-0.6,0,175.5,-51.5,-118.0,133.0,0.9673702575344165,2,28.0,0.0,15,True
M1_CROSS_BASELINE,F+0.600_L-0.500,True,0.6,-0.5,0,-2.5,73.5,35.5,76.0,0.9058479474563828,0,35.5,0.40427804479375073,2,True
M1_CROSS_BASELINE,F+0.600_L-0.500,True,0.6,-0.5,1,106.5,-177.5,144.5,76.0,0.8709057002127532,INCOMING,35.5,,42,True
M1_CROSS_BASELINE,F+0.600_L-0.400,True,0.6,-0.4,0,-11.5,52.5,20.5,64.0,0.962300766495003,0,20.5,0.49218128370877157,2,True
M1_CROSS_BASELINE,F+0.600_L-0.400,True,0.6,-0.4,1,123.5,-173.5,155.0,63.0,0.8852981174680019,INCOMING,25.0,,30,True
M1_CROSS_BASELINE,F+0.600_L-0.300,True,0.6,-0.3,0,-19.5,49.5,15.0,69.0,0.9829744009070398,0,15.0,0.4654732833092798,4,True
M1_CROSS_BASELINE,F+0.600_L-0.300,True,0.6,-0.3,1,142.5,-170.5,166.0,47.0,0.9251601290495561,INCOMING,14.0,,14,True
M1_CROSS_BASELINE,F+0.600_L-0.200,True,0.6,-0.2,0,-26.5,45.5,9.5,72.0,0.9869543804625691,0,9.5,0.4522331913061153,4,True
M1_CROSS_BASELINE,F+0.600_L-0.200,True,0.6,-0.2,1,151.5,-167.5,172.0,41.0,0.9377540615383995,INCOMING,8.0,,8,True
M1_CROSS_BASELINE,F+0.600_L-0.100,True,0.6,-0.1,0,-32.5,40.5,4.0,73.0,0.986230656609447,0,4.0,0.4495240602609614,4,True
M1_CROSS_BASELINE,F+0.600_L-0.100,True,0.6,-0.1,1,158.5,-163.5,177.5,38.0,0.9457167151285826,INCOMING,2.5,,6,True
M1_CROSS_BASELINE,F+0.600_L+0.000,True,0.6,0.0,0,161.5,-160.5,-179.5,38.0,0.9363853748788096,INCOMING,0.5,,6,True
M1_CROSS_BASELINE,F+0.600_L+0.000,True,0.6,0.0,1,-37.5,35.5,-1.0,73.0,0.9866486061107933,0,1.0,0.4503148615574746,4,True
M1_CROSS_BASELINE,F+0.600_L+0.100,True,0.6,0.1,0,165.5,-155.5,-175.0,39.0,0.9376685974956276,INCOMING,5.0,,6,True
M1_CROSS_BASELINE,F+0.600_L+0.100,True,0.6,0.1,1,-42.5,29.5,-6.5,72.0,0.9865420748482161,0,6.5,0.4546128635354576,4,True
M1_CROSS_BASELINE,F+0.600_L+0.200,True,0.6,0.2,0,168.5,-147.5,-169.5,44.0,0.9277268241916317,INCOMING,10.5,,12,True
M1_CROSS_BASELINE,F+0.600_L+0.200,True,0.6,0.2,1,-47.5,23.5,-12.0,71.0,0.9871649834040848,0,12.0,0.456298315323405,4,True
M1_CROSS_BASELINE,F+0.600_L+0.300,True,0.6,0.3,0,171.5,-137.5,-163.0,51.0,0.9176249584099412,INCOMING,17.0,,18,True
M1_CROSS_BASELINE,F+0.600_L+0.300,True,0.6,0.3,1,-50.5,15.5,-17.5,66.0,0.9785617183106654,0,17.5,0.4830104404794692,2,True
M1_CROSS_BASELINE,F+0.600_L+0.400,True,0.6,0.4,0,175.5,-116.5,-150.5,68.0,0.8816787146246505,INCOMING,29.5,,34,True
M1_CROSS_BASELINE,F+0.600_L+0.400,True,0.6,0.4,1,-63.5,8.5,-27.5,72.0,0.9303780637821126,0,27.5,0.4332294992968342,2,True
M1_CROSS_BASELINE,F+0.600_L+0.500,False,0.6,0.5,0,49.5,-177.5,116.0,133.0,0.9643790304056348,1,26.0,0.0,17,True
M1_CROSS_BASELINE,F+0.600_L+0.600,False,0.6,0.6,0,53.5,-173.5,120.0,133.0,0.9705511373992199,1,30.0,0.0,13,True
M1_CROSS_BASELINE,F+0.600_L+0.700,False,0.6,0.7,0,56.5,-170.5,123.0,133.0,0.9733206217015364,1,33.0,0.0,9,True
M1_CROSS_BASELINE,F+0.700_L-0.700,False,0.7,-0.7,0,171.5,-61.5,-125.0,127.0,0.9745746594744911,2,35.0,0.0,3,True
M1_CROSS_BASELINE,F+0.700_L-0.600,False,0.7,-0.6,0,175.5,-59.5,-122.0,125.0,0.9729282444100851,2,32.0,0.0,10,True
M1_CROSS_BASELINE,F+0.700_L-0.500,True,0.7,-0.5,0,-2.5,73.5,35.5,76.0,0.9173111006735135,0,35.5,0.42502005277580307,2,True
M1_CROSS_BASELINE,F+0.700_L-0.500,True,0.7,-0.5,1,106.5,-177.5,144.5,76.0,0.8709057002127532,INCOMING,35.5,,42,True
M1_CROSS_BASELINE,F+0.700_L-0.400,True,0.7,-0.4,0,-13.5,56.5,21.5,70.0,0.9795843196284177,0,21.5,0.47433928522283314,2,True
M1_CROSS_BASELINE,F+0.700_L-0.400,True,0.7,-0.4,1,123.5,-173.5,155.0,63.0,0.9059045763337026,INCOMING,25.0,,30,True
M1_CROSS_BASELINE,F+0.700_L-0.300,True,0.7,-0.3,0,-21.5,53.5,16.0,75.0,0.9760549774560701,0,16.0,0.4523523167350982,2,True
M1_CROSS_BASELINE,F+0.700_L-0.300,True,0.7,-0.3,1,142.5,-170.5,166.0,47.0,0.9251601290495561,INCOMING,14.0,,14,True
M1_CROSS_BASELINE,F+0.700_L-0.200,True,0.7,-0.2,0,-29.5,49.5,10.0,79.0,0.9799195991192877,0,10.0,0.43602523290379724,4,True
M1_CROSS_BASELINE,F+0.700_L-0.200,True,0.7,-0.2,1,151.5,-167.5,172.0,41.0,0.9377540615383995,INCOMING,8.0,,8,True
M1_CROSS_BASELINE,F+0.700_L-0.100,True,0.7,-0.1,0,-36.5,45.5,4.5,82.0,0.9842281032734559,0,4.5,0.42371808579703335,4,True
M1_CROSS_BASELINE,F+0.700_L-0.100,True,0.7,-0.1,1,158.5,-163.5,177.5,38.0,0.9457167151285826,INCOMING,2.5,,6,True
M1_CROSS_BASELINE,F+0.700_L+0.000,True,0.7,0.0,0,161.5,-160.5,-179.5,38.0,0.9363853748788096,INCOMING,0.5,,6,True
M1_CROSS_BASELINE,F+0.700_L+0.000,True,0.7,0.0,1,-42.5,39.5,-1.5,82.0,0.9850941416383925,0,1.5,0.4245456420869725,4,True
M1_CROSS_BASELINE,F+0.700_L+0.100,True,0.7,0.1,0,165.5,-155.5,-175.0,39.0,0.9376685974956276,INCOMING,5.0,,6,True
M1_CROSS_BASELINE,F+0.700_L+0.100,True,0.7,0.1,1,-47.5,33.5,-7.0,81.0,0.9800451983793343,0,7.0,0.4277431892578278,4,True
M1_CROSS_BASELINE,F+0.700_L+0.200,True,0.7,0.2,0,168.5,-147.5,-169.5,44.0,0.9277268241916317,INCOMING,10.5,,12,True
M1_CROSS_BASELINE,F+0.700_L+0.200,True,0.7,0.2,1,-51.5,26.5,-12.5,78.0,0.9797199774130012,0,12.5,0.439154175363785,2,True
M1_CROSS_BASELINE,F+0.700_L+0.300,True,0.7,0.3,0,171.5,-137.5,-163.0,51.0,0.9176249584099412,INCOMING,17.0,,18,True
M1_CROSS_BASELINE,F+0.700_L+0.300,True,0.7,0.3,1,-55.5,18.5,-18.5,74.0,0.9771213726341301,0,18.5,0.45468552353792296,2,True
M1_CROSS_BASELINE,F+0.700_L+0.400,True,0.7,0.4,0,175.5,-122.5,-153.5,62.0,0.8963231889297314,INCOMING,26.5,,28,True
M1_CROSS_BASELINE,F+0.700_L+0.400,True,0.7,0.4,1,-58.5,9.5,-24.5,68.0,0.9616571478926199,0,24.5,0.4830230514476534,2,True
M1_CROSS_BASELINE,F+0.700_L+0.500,False,0.7,0.5,0,57.5,-177.5,120.0,125.0,0.9694957577954393,1,30.0,0.0,12,True
M1_CROSS_BASELINE,F+0.700_L+0.600,False,0.7,0.6,0,60.5,-173.5,123.5,126.0,0.9742960477057969,1,33.5,0.0,3,True
M1_CROSS_BASELINE,F+0.700_L+0.700,False,0.7,0.7,0,62.5,-170.5,126.0,127.0,0.9755599927915304,1,36.0,0.0,6,True
M0_STRAIGHT,F+0.000_L+0.000,True,0.0,0.0,0,161.5,-160.5,-179.5,38.0,0.9363887873862786,INCOMING,0.5,,6,True
M0_STRAIGHT,F+0.000_L+0.000,True,0.0,0.0,1,-19.5,18.5,-0.5,38.0,0.9363887873862786,,nan,,6,True
M0_STRAIGHT,F+0.000_L+0.300,True,0.0,0.3,0,171.5,-131.5,-160.0,57.0,0.8412044059166963,INCOMING,20.0,,24,True
M0_STRAIGHT,F+0.000_L+0.300,True,0.0,0.3,1,-48.5,8.5,-20.0,57.0,0.8412044059166963,,nan,,24,True
M0_STRAIGHT,F+0.000_L-0.300,True,0.0,-0.3,0,-9.5,44.5,17.5,54.0,0.8695143710052469,,nan,,21,True
M0_STRAIGHT,F+0.000_L-0.300,True,0.0,-0.3,1,135.5,-170.5,162.5,54.0,0.8695143710052438,INCOMING,17.5,,21,True
M0_STRAIGHT,F+0.300_L+0.300,True,0.3,0.3,0,171.5,-131.5,-160.0,57.0,0.8412044059166869,INCOMING,20.0,,24,True
M0_STRAIGHT,F+0.300_L+0.300,True,0.3,0.3,1,-48.5,8.5,-20.0,57.0,0.8412044059166901,,nan,,24,True
M0_STRAIGHT,F+0.300_L-0.300,True,0.3,-0.3,0,-9.5,44.5,17.5,54.0,0.8695143710052458,,nan,,21,True
M0_STRAIGHT,F+0.300_L-0.300,True,0.3,-0.3,1,135.5,-170.5,162.5,54.0,0.8695143710052428,INCOMING,17.5,,21,True
M0_STRAIGHT,F+0.500_L+0.400,True,0.5,0.4,0,175.5,-116.5,-150.5,68.0,0.7864249197809513,INCOMING,29.5,,34,True
M0_STRAIGHT,F+0.500_L+0.400,True,0.5,0.4,1,-63.5,4.5,-29.5,68.0,0.7864249197809535,,nan,,34,True
M0_STRAIGHT,F+0.500_L-0.400,True,0.5,-0.4,0,-6.5,56.5,25.0,63.0,0.7990957780142004,,nan,,30,True
M0_STRAIGHT,F+0.500_L-0.400,True,0.5,-0.4,1,123.5,-173.5,155.0,63.0,0.7990957780141963,INCOMING,25.0,,30,True
