case,candidate_id,grid_stage,forward_offset,lateral_offset,forward_ratio_W,lateral_ratio_W,distance_ratio_W,candidate_valid,candidate_inside_free_space_eval,robot_footprint_walkable_eval,robot_radius,wall_clearance_eval,straight_line_path_clear_eval,valid_lidar_hits,max_range_count,plus90_axis_los_eval,minus90_axis_los_eval,forward_axis_los_eval,incoming_axis_los_eval,plus90_mouth_visible_fraction_eval,minus90_mouth_visible_fraction_eval,forward_mouth_visible_fraction_eval,plus90_detected_eval,minus90_detected_eval,forward_detected_eval,incoming_detected_eval,opening_count,outgoing_match_count_eval,outgoing_total_eval,false_opening_count_eval,lateral_false_opening_count_eval,axial_false_opening_count_eval,opening_center_error_eval,opening_IoU_eval,wall_support_count,tangent_support_count
M1_CROSS_BASELINE,F+0.400_L-0.600,COARSE_0.10W,33.6,-50.4,0.4,-0.6,0.7211102550927978,False,False,False,1.1199999999999999,6.637945796943534,False,237,123,True,False,False,True,0.0,0.0,0.0,True,False,False,False,1,1,3,0,0,0,19.0,0.0,26,1
M1_CROSS_BASELINE,F+0.400_L-0.500,COARSE_0.10W,33.6,-42.0,0.4,-0.5,0.6403124237432849,True,True,True,1.1199999999999999,1.762054203056465,True,278,82,False,False,True,True,0.8571428571428571,0.5714285714285714,0.0,False,False,True,True,2,1,3,0,0,0,35.0,0.3631346264087185,71,2
M1_CROSS_BASELINE,F+0.400_L-0.400,COARSE_0.10W,33.6,-33.6,0.4,-0.4,0.565685424949238,True,True,True,1.1199999999999999,10.162054203056464,True,276,84,False,False,True,True,0.8571428571428571,0.6666666666666666,0.0,False,False,True,True,2,1,3,0,0,0,23.5,0.43246530914872106,45,2
M1_CROSS_BASELINE,F+0.400_L-0.300,COARSE_0.10W,33.6,-25.2,0.4,-0.3,0.5,True,True,True,1.1199999999999999,18.562054203056466,True,273,87,False,False,True,True,0.8571428571428571,0.7142857142857143,0.0,False,False,True,True,2,1,3,0,0,0,13.5,0.5000647011423726,18,2
M1_CROSS_BASELINE,F+0.400_L-0.200,COARSE_0.10W,33.6,-16.8,0.4,-0.2,0.447213595499958,True,True,True,1.1199999999999999,26.962054203056464,True,271,89,False,False,True,True,0.8571428571428571,0.7619047619047619,0.0,False,False,True,True,2,1,3,0,0,0,8.5,0.4888795599010715,12,2
M1_CROSS_BASELINE,F+0.400_L-0.100,COARSE_0.10W,33.6,-8.4,0.4,-0.1,0.41231056256176607,True,True,True,1.1199999999999999,35.362054203056466,True,271,89,False,False,True,True,0.8095238095238095,0.7619047619047619,0.0,False,False,True,True,2,1,3,0,0,0,4.0,0.48395315856737303,10,2
M1_CROSS_BASELINE,F+0.400_L+0.000,COARSE_0.10W,33.6,0.0,0.4,0.0,0.4,True,True,True,1.1199999999999999,40.237945796943535,True,271,89,False,False,True,True,0.8095238095238095,0.8095238095238095,0.0,False,False,True,True,2,1,3,0,0,0,1.0,0.48465277186390127,10,2
M1_CROSS_BASELINE,F+0.400_L+0.100,COARSE_0.10W,33.6,8.4,0.4,0.1,0.41231056256176607,True,True,True,1.1199999999999999,31.837945796943536,True,270,90,False,False,True,True,0.7619047619047619,0.8095238095238095,0.0,False,False,True,True,2,1,3,0,0,0,6.0,0.4829450938961635,10,2
M1_CROSS_BASELINE,F+0.400_L+0.200,COARSE_0.10W,33.6,16.8,0.4,0.2,0.447213595499958,True,True,True,1.1199999999999999,23.437945796943534,True,273,87,False,False,True,True,0.7142857142857143,0.8571428571428571,0.0,False,False,True,True,2,1,3,0,0,0,11.0,0.4951092070594167,16,2
M1_CROSS_BASELINE,F+0.400_L+0.300,COARSE_0.10W,33.6,25.2,0.4,0.3,0.5,True,True,True,1.1199999999999999,15.037945796943536,True,274,86,False,False,True,True,0.6666666666666666,0.8571428571428571,0.0,False,False,True,True,2,1,3,0,0,0,15.0,0.5057156540323697,22,2
M1_CROSS_BASELINE,F+0.400_L+0.400,COARSE_0.10W,33.6,33.6,0.4,0.4,0.565685424949238,True,True,True,1.1199999999999999,6.637945796943534,True,276,84,False,False,True,True,0.6190476190476191,0.8571428571428571,0.0,False,False,True,True,2,1,3,0,0,0,28.5,0.4044670784555454,54,2
M1_CROSS_BASELINE,F+0.400_L+0.500,COARSE_0.10W,33.6,42.0,0.4,0.5,0.6403124237432849,False,False,False,1.1199999999999999,1.762054203056465,False,239,121,False,True,False,True,0.0,0.0,0.0,False,True,False,False,1,1,3,0,0,0,15.5,0.0,31,1
M1_CROSS_BASELINE,F+0.400_L+0.600,COARSE_0.10W,33.6,50.4,0.4,0.6,0.7211102550927978,False,False,False,1.1199999999999999,10.162054203056464,False,236,124,False,True,False,True,0.0,0.0,0.0,False,True,False,False,1,1,3,0,0,0,21.0,0.0,24,1
M1_CROSS_BASELINE,F+0.400_L+0.700,COARSE_0.10W,33.6,58.8,0.4,0.7,0.8062257748298549,False,False,False,1.1199999999999999,18.562054203056462,False,232,128,False,True,False,True,0.0,0.0,0.0,False,True,False,False,1,1,3,0,0,0,25.5,0.0,18,1
M1_CROSS_BASELINE,F+0.500_L-0.700,COARSE_0.10W,42.0,-58.8,0.5,-0.7,0.8602325267042626,False,False,False,1.1199999999999999,15.037945796943532,False,237,123,True,False,False,True,0.0,0.0,0.0,True,False,False,False,1,1,3,0,0,0,28.0,0.0,15,1
M1_CROSS_BASELINE,F+0.500_L-0.600,COARSE_0.10W,42.0,-50.4,0.5,-0.6,0.7810249675906654,False,False,False,1.1199999999999999,6.637945796943534,False,240,120,True,False,False,True,0.0,0.0,0.0,True,False,False,False,1,1,3,0,0,0,24.0,0.0,19,1
M1_CROSS_BASELINE,F+0.500_L-0.500,COARSE_0.10W,42.0,-42.0,0.5,-0.5,0.7071067811865476,True,True,True,1.1199999999999999,1.762054203056465,True,274,86,False,False,True,True,0.9523809523809523,0.6666666666666666,0.0,False,False,True,True,2,1,3,0,0,0,35.0,0.3803045576911963,67,2
M1_CROSS_BASELINE,F+0.500_L-0.400,COARSE_0.10W,42.0,-33.6,0.5,-0.4,0.6403124237432849,True,True,True,1.1199999999999999,10.162054203056464,True,271,89,False,False,True,True,0.9523809523809523,0.7619047619047619,0.0,False,False,True,True,2,1,3,0,0,0,23.0,0.4470517960237634,41,2
M1_CROSS_BASELINE,F+0.500_L-0.300,COARSE_0.10W,42.0,-25.2,0.5,-0.3,0.5830951894845301,True,True,True,1.1199999999999999,18.562054203056466,True,268,92,False,False,True,True,0.9523809523809523,0.8095238095238095,0.0,False,False,True,True,2,1,3,0,0,0,14.0,0.48388272151518436,18,2
M1_CROSS_BASELINE,F+0.500_L-0.200,COARSE_0.10W,42.0,-16.8,0.5,-0.2,0.5385164807134504,True,True,True,1.1199999999999999,26.96205420305646,True,266,94,False,False,True,True,0.9523809523809523,0.8571428571428571,0.0,False,False,True,True,2,1,3,0,0,0,9.0,0.4748493654813405,12,2
M1_CROSS_BASELINE,F+0.500_L-0.100,COARSE_0.10W,42.0,-8.4,0.5,-0.1,0.5099019513592785,True,True,True,1.1199999999999999,35.362054203056466,True,265,95,False,False,True,True,0.9047619047619048,0.8571428571428571,0.0,False,False,True,True,2,1,3,0,0,0,4.0,0.46393159551968677,10,2
M1_CROSS_BASELINE,F+0.500_L+0.000,COARSE_0.10W,42.0,0.0,0.5,0.0,0.5,True,True,True,1.1199999999999999,40.237945796943535,True,265,95,False,False,True,True,0.9047619047619048,0.9047619047619048,0.0,False,False,True,True,2,1,3,0,0,0,1.0,0.46466992314189,10,2
M1_CROSS_BASELINE,F+0.500_L+0.100,COARSE_0.10W,42.0,8.4,0.5,0.1,0.5099019513592785,True,True,True,1.1199999999999999,31.837945796943536,True,265,95,False,False,True,True,0.8571428571428571,0.9523809523809523,0.0,False,False,True,True,2,1,3,0,0,0,6.5,0.4698812030011501,10,2
M1_CROSS_BASELINE,F+0.500_L+0.200,COARSE_0.10W,42.0,16.8,0.5,0.2,0.5385164807134504,True,True,True,1.1199999999999999,23.437945796943534,True,268,92,False,False,True,True,0.8095238095238095,0.9523809523809523,0.0,False,False,True,True,2,1,3,0,0,0,11.5,0.4800746618313201,16,2
M1_CROSS_BASELINE,F+0.500_L+0.300,COARSE_0.10W,42.0,25.2,0.5,0.3,0.5830951894845301,True,True,True,1.1199999999999999,15.037945796943536,True,269,91,False,False,True,True,0.7619047619047619,0.9523809523809523,0.0,False,False,True,True,2,1,3,0,0,0,16.5,0.4883716811628483,22,2
M1_CROSS_BASELINE,F+0.500_L+0.400,COARSE_0.10W,42.0,33.6,0.5,0.4,0.6403124237432849,True,True,True,1.1199999999999999,6.637945796943534,True,272,88,False,False,True,True,0.7142857142857143,0.9523809523809523,0.0,False,False,True,True,2,1,3,0,0,0,28.0,0.4181338126437995,51,2
M1_CROSS_BASELINE,F+0.500_L+0.500,COARSE_0.10W,42.0,42.0,0.5,0.5,0.7071067811865476,False,False,False,1.1199999999999999,1.762054203056465,False,242,118,False,True,False,True,0.0,0.0,0.0,False,True,False,False,1,1,3,0,0,0,21.5,0.0,22,1
M1_CROSS_BASELINE,F+0.500_L+0.600,COARSE_0.10W,42.0,50.4,0.5,0.6,0.7810249675906654,False,False,False,1.1199999999999999,10.162054203056464,False,239,121,False,True,False,True,0.0,0.0,0.0,False,True,False,False,1,1,3,0,0,0,26.0,0.0,17,1
M1_CROSS_BASELINE,F+0.500_L+0.700,COARSE_0.10W,42.0,58.8,0.5,0.7,0.8602325267042626,False,False,False,1.1199999999999999,18.562054203056462,False,235,125,False,True,False,True,0.0,0.0,0.0,False,True,False,False,1,1,3,0,0,0,29.5,0.0,13,1
M1_CROSS_BASELINE,F+0.600_L-0.700,COARSE_0.10W,50.4,-58.8,0.6,-0.7,0.9219544457292886,False,False,False,1.1199999999999999,15.037945796943532,False,240,120,True,False,False,True,0.0,0.0,0.0,True,False,False,False,1,1,3,0,0,0,31.5,0.0,11,1
M1_CROSS_BASELINE,F+0.600_L-0.600,COARSE_0.10W,50.4,-50.4,0.6,-0.6,0.848528137423857,False,False,False,1.1199999999999999,6.637945796943534,False,244,116,True,False,False,True,0.0,0.0,0.0,True,False,False,False,1,1,3,0,0,0,28.0,0.0,15,1
M1_CROSS_BASELINE,F+0.600_L-0.500,COARSE_0.10W,50.4,-42.0,0.6,-0.5,0.7810249675906654,True,True,True,1.1199999999999999,1.762054203056465,True,272,88,False,False,True,True,1.0,0.8095238095238095,0.5714285714285714,False,False,True,True,2,1,3,0,0,0,35.5,0.40427804479375073,44,2
M1_CROSS_BASELINE,F+0.600_L-0.400,COARSE_0.10W,50.4,-33.6,0.6,-0.4,0.7211102550927978,True,True,True,1.1199999999999999,10.162054203056464,True,273,87,False,False,True,True,1.0,0.8571428571428571,0.6666666666666666,False,False,True,True,2,1,3,0,0,0,20.5,0.49218128370877157,32,2
M1_CROSS_BASELINE,F+0.600_L-0.300,COARSE_0.10W,50.4,-25.2,0.6,-0.3,0.6708203932499369,True,True,True,1.1199999999999999,18.562054203056466,True,270,90,False,False,True,True,1.0,0.9047619047619048,0.7619047619047619,False,False,True,True,2,1,3,0,0,0,15.0,0.4654732833092798,18,2
M1_CROSS_BASELINE,F+0.600_L-0.200,COARSE_0.10W,50.4,-16.8,0.6,-0.2,0.6324555320336759,True,True,True,1.1199999999999999,26.96205420305646,True,264,96,False,False,True,True,1.0,0.9523809523809523,0.9047619047619048,False,False,True,True,2,1,3,0,0,0,9.5,0.4522331913061153,12,2
M1_CROSS_BASELINE,F+0.600_L-0.100,COARSE_0.10W,50.4,-8.4,0.6,-0.1,0.6082762530298219,True,True,True,1.1199999999999999,35.36205420305646,True,261,99,False,False,True,True,1.0,1.0,1.0,False,False,True,True,2,1,3,0,0,0,4.0,0.4495240602609614,10,2
M1_CROSS_BASELINE,F+0.600_L+0.000,COARSE_0.10W,50.4,0.0,0.6,0.0,0.6,True,True,True,1.1199999999999999,40.237945796943535,True,259,101,False,False,True,True,1.0,1.0,1.0,False,False,True,True,2,1,3,0,0,0,1.0,0.4503148615574746,10,2
M1_CROSS_BASELINE,F+0.600_L+0.100,COARSE_0.10W,50.4,8.4,0.6,0.1,0.6082762530298219,True,True,True,1.1199999999999999,31.837945796943536,True,262,98,False,False,True,True,0.9523809523809523,1.0,0.9523809523809523,False,False,True,True,2,1,3,0,0,0,6.5,0.4546128635354576,10,2
M1_CROSS_BASELINE,F+0.600_L+0.200,COARSE_0.10W,50.4,16.8,0.6,0.2,0.6324555320336759,True,True,True,1.1199999999999999,23.437945796943534,True,268,92,False,False,True,True,0.9047619047619048,1.0,0.8571428571428571,False,False,True,True,2,1,3,0,0,0,12.0,0.456298315323405,16,2
M1_CROSS_BASELINE,F+0.600_L+0.300,COARSE_0.10W,50.4,25.2,0.6,0.3,0.6708203932499369,True,True,True,1.1199999999999999,15.037945796943536,True,273,87,False,False,True,True,0.8571428571428571,1.0,0.7619047619047619,False,False,True,True,2,1,3,0,0,0,17.5,0.4830104404794692,20,2
M1_CROSS_BASELINE,F+0.600_L+0.400,COARSE_0.10W,50.4,33.6,0.6,0.4,0.7211102550927978,True,True,True,1.1199999999999999,6.637945796943534,True,271,89,False,False,True,True,0.8095238095238095,1.0,0.6190476190476191,False,False,True,True,2,1,3,0,0,0,27.5,0.4332294992968342,36,2
M1_CROSS_BASELINE,F+0.600_L+0.500,COARSE_0.10W,50.4,42.0,0.6,0.5,0.7810249675906654,False,False,False,1.1199999999999999,1.762054203056465,False,246,114,False,True,False,True,0.0,0.0,0.0,False,True,False,False,1,1,3,0,0,0,26.0,0.0,17,1
M1_CROSS_BASELINE,F+0.600_L+0.600,COARSE_0.10W,50.4,50.4,0.6,0.6,0.848528137423857,False,False,False,1.1199999999999999,10.162054203056464,False,243,117,False,True,False,True,0.0,0.0,0.0,False,True,False,False,1,1,3,0,0,0,30.0,0.0,13,1
M1_CROSS_BASELINE,F+0.600_L+0.700,COARSE_0.10W,50.4,58.8,0.6,0.7,0.9219544457292886,False,False,False,1.1199999999999999,18.562054203056462,False,238,122,False,True,False,True,0.0,0.0,0.0,False,True,False,False,1,1,3,0,0,0,33.0,0.0,9,1
M1_CROSS_BASELINE,F+0.700_L-0.700,COARSE_0.10W,58.8,-58.8,0.7,-0.7,0.9899494936611665,False,False,False,1.1199999999999999,15.037945796943532,False,243,117,True,False,False,True,0.0,0.0,0.0,True,False,False,False,1,1,3,0,0,0,35.0,0.0,3,1
M1_CROSS_BASELINE,F+0.700_L-0.600,COARSE_0.10W,58.8,-50.4,0.7,-0.6,0.9219544457292886,False,False,False,1.1199999999999999,6.637945796943534,False,247,113,True,False,False,True,0.0,0.0,0.0,True,False,False,False,1,1,3,0,0,0,32.0,0.0,10,1
M1_CROSS_BASELINE,F+0.700_L-0.500,COARSE_0.10W,58.8,-42.0,0.7,-0.5,0.8602325267042626,True,True,True,1.1199999999999999,1.762054203056465,True,268,92,False,False,True,True,1.0,0.9047619047619048,0.8095238095238095,False,False,True,True,2,1,3,0,0,0,35.5,0.42502005277580307,44,2
M1_CROSS_BASELINE,F+0.700_L-0.400,COARSE_0.10W,58.8,-33.6,0.7,-0.4,0.8062257748298549,True,True,True,1.1199999999999999,10.16205420305646,True,269,91,False,False,True,True,1.0,0.9523809523809523,0.9047619047619048,False,False,True,True,2,1,3,0,0,0,21.5,0.47433928522283314,32,2
M1_CROSS_BASELINE,F+0.700_L-0.300,COARSE_0.10W,58.8,-25.2,0.7,-0.3,0.7615773105863908,True,True,True,1.1199999999999999,18.562054203056462,True,268,92,False,False,True,True,1.0,1.0,1.0,False,False,True,True,2,1,3,0,0,0,16.0,0.4523523167350982,16,2
M1_CROSS_BASELINE,F+0.700_L-0.200,COARSE_0.10W,58.8,-16.8,0.7,-0.2,0.7280109889280518,True,True,True,1.1199999999999999,26.96205420305646,True,268,92,False,False,True,True,1.0,1.0,1.0,False,False,True,True,2,1,3,0,0,0,10.0,0.43602523290379724,12,2
M1_CROSS_BASELINE,F+0.700_L-0.100,COARSE_0.10W,58.8,-8.4,0.7,-0.1,0.7071067811865475,True,True,True,1.1199999999999999,35.36205420305646,True,267,93,False,False,True,True,1.0,1.0,1.0,False,False,True,True,2,1,3,0,0,0,4.5,0.42371808579703335,10,2
M1_CROSS_BASELINE,F+0.700_L+0.000,COARSE_0.10W,58.8,0.0,0.7,0.0,0.7,True,True,True,1.1199999999999999,40.237945796943535,True,267,93,False,False,True,True,1.0,1.0,1.0,False,False,True,True,2,1,3,0,0,0,1.5,0.4245456420869725,10,2
M1_CROSS_BASELINE,F+0.700_L+0.100,COARSE_0.10W,58.8,8.4,0.7,0.1,0.7071067811865475,True,True,True,1.1199999999999999,31.837945796943536,True,266,94,False,False,True,True,1.0,1.0,1.0,False,False,True,True,2,1,3,0,0,0,7.0,0.4277431892578278,10,2
M1_CROSS_BASELINE,F+0.700_L+0.200,COARSE_0.10W,58.8,16.8,0.7,0.2,0.7280109889280518,True,True,True,1.1199999999999999,23.437945796943538,True,271,89,False,False,True,True,1.0,1.0,1.0,False,False,True,True,2,1,3,0,0,0,12.5,0.439154175363785,14,2
M1_CROSS_BASELINE,F+0.700_L+0.300,COARSE_0.10W,58.8,25.2,0.7,0.3,0.7615773105863908,True,True,True,1.1199999999999999,15.03794579694354,True,268,92,False,False,True,True,1.0,1.0,1.0,False,False,True,True,2,1,3,0,0,0,18.5,0.45468552353792296,20,2
M1_CROSS_BASELINE,F+0.700_L+0.400,COARSE_0.10W,58.8,33.6,0.7,0.4,0.8062257748298549,True,True,True,1.1199999999999999,6.637945796943534,True,267,93,False,False,True,True,0.9047619047619048,1.0,0.9047619047619048,False,False,True,True,2,1,3,0,0,0,24.5,0.4830230514476534,30,2
M1_CROSS_BASELINE,F+0.700_L+0.500,COARSE_0.10W,58.8,42.0,0.7,0.5,0.8602325267042626,False,False,False,1.1199999999999999,1.762054203056465,False,249,111,False,True,False,True,0.0,0.0,0.0,False,True,False,False,1,1,3,0,0,0,30.0,0.0,12,1
M1_CROSS_BASELINE,F+0.700_L+0.600,COARSE_0.10W,58.8,50.4,0.7,0.6,0.9219544457292886,False,False,False,1.1199999999999999,10.162054203056464,False,246,114,False,True,False,True,0.0,0.0,0.0,False,True,False,False,1,1,3,0,0,0,33.5,0.0,3,1
M1_CROSS_BASELINE,F+0.700_L+0.700,COARSE_0.10W,58.8,58.8,0.7,0.7,0.9899494936611665,False,False,False,1.1199999999999999,18.562054203056462,False,241,119,False,True,False,True,0.0,0.0,0.0,False,True,False,False,1,1,3,0,0,0,36.0,0.0,6,1
