experiment_id,map_case,frame_limit,final_pipeline_state,suspected,suspect_frame,suspect_time,active_start_frame,active_start_time,left_complete_observed,right_complete_observed,viewpoint_ready,viewpoint_ready_frame,viewpoint_ready_time,fixed_anchor,fixed_anchor_frame,fixed_anchor_time,fixed_anchor_final_position_error_eval_only,fixed_anchor_final_speed,forward_displacement_from_suspect_eval_only,lateral_drift_from_suspect_eval_only,elapsed_from_suspect,active_sample_count,partial_active_sample_count,minimum_wall_clearance_eval_only,leader_footprint_valid_all_active_eval_only,leader_collision_or_invalid_movement_eval_only,all_robot_wall_contact_delta_during_active_eval_only,maximum_outside_free_space_robot_count_eval_only,maximum_nan_inf,leader_connected_all_active,leader_communication_connected_all_active,distance_threshold_used_for_stop,GT_map_used_for_control
EXP-034,M0_STRAIGHT,120,MOBILE_LIDAR_LEADER,False,-1,nan,-1,nan,False,False,False,-1,nan,False,-1,nan,nan,50.72040398970453,0.0,0.0,0.0,0,0,inf,True,False,5556,0,0,True,True,False,False
EXP-034,M1_CROSS_BASELINE,600,FIXED_ANCHOR,True,30,0.5166666666666666,31,0.5166666666666666,True,True,True,132,2.2166666666666637,True,173,2.8999999999999946,0.0,0.0,106.56955009981283,0.132786774272709,2.4833333333333276,24,16,40.241869388289736,True,False,8419,0,0,True,True,False,False
