verdict,ready_rule,readiness_numeric_threshold_added,existing_initialization_scan_count,m0_ready_and_clear,baseline_uninitialized_before_raw_detection,bootstrap_ready_before_open,exp042_timing_equivalent,bootstrap_gated_equals_raw,baseline_gated_false_negative_samples_eval,deterministic_replay_match,detector_changed,threshold_changed,margin_changed,grouping_changed,simulator_changed,gt_or_map_used_for_runtime_readiness
D_STABLE_MODEL_SEMANTICS_SUFFICIENT,corridor_model_initialized == True,False,2,True,True,True,True,True,1,True,False,False,False,False,False,False
