case_id,frame,time,side_walls_valid,parallel_error_deg,current_width,current_offset,current_orientation,stable_width,stable_offset,stable_orientation,stable_update_count,current_model_valid,stable_model_initialized,width_change_from_previous_valid,orientation_change_from_previous_valid,offset_change_from_previous_valid,consecutive_valid_count,valid_ratio_existing_init_window,expected_profile_source,readiness_state,readiness_reason,corridor_model_ready,semantic_detector_state,open_candidate_count,opening_group_count,junction_detected_raw,junction_detected_gated_eval,readiness_rising,false_readiness_eval_only,opening_visible_eval_only
BOOTSTRAP_M1,48,0.8166666666666675,True,0.0,84.0,1.7113073075602259,0.0,84.0,1.5570877890311081,0.0,4,True,True,0.0,0.0,-0.0062953125088647255,9,1.0,CURRENT_MODEL,MODEL_READY,EXISTING_STABLE_MODEL_INITIALIZED,True,JUNCTION_DETECTED,8,2,True,True,False,False,True
BOOTSTRAP_M1,54,0.9166666666666679,True,0.0,83.99999999999999,1.7097958756559137,0.0,84.0,1.5570877890311081,0.0,4,True,True,-1.4210854715202004e-14,0.0,-0.0015114319043121327,10,1.0,CURRENT_MODEL,MODEL_READY,EXISTING_STABLE_MODEL_INITIALIZED,True,JUNCTION_DETECTED,10,2,True,True,False,False,True
BOOTSTRAP_M1,60,1.016666666666668,True,0.0,84.0,1.7205723848550427,0.0,84.0,1.5570877890311081,0.0,4,True,True,1.4210854715202004e-14,0.0,0.01077650919912898,11,1.0,CURRENT_MODEL,MODEL_READY,EXISTING_STABLE_MODEL_INITIALIZED,True,JUNCTION_DETECTED,12,2,True,True,False,False,True
BOOTSTRAP_M1,66,1.1166666666666676,True,0.0,84.0,1.7291541566601438,0.0,84.0,1.5570877890311081,0.0,4,True,True,0.0,0.0,0.008581771805101113,12,1.0,CURRENT_MODEL,MODEL_READY,EXISTING_STABLE_MODEL_INITIALIZED,True,JUNCTION_DETECTED,15,2,True,True,False,False,True
BOOTSTRAP_M1,72,1.2166666666666672,True,0.0,84.0,1.7339990283488973,0.0,84.0,1.5570877890311081,0.0,4,True,True,0.0,0.0,0.0048448716887534715,13,1.0,CURRENT_MODEL,MODEL_READY,EXISTING_STABLE_MODEL_INITIALIZED,True,JUNCTION_DETECTED,17,2,True,True,False,False,True
BOOTSTRAP_M1,78,1.3166666666666669,True,0.0,84.00000000000001,1.7364635490102103,0.0,84.0,1.5570877890311081,0.0,4,True,True,1.4210854715202004e-14,0.0,0.0024645206613129744,14,1.0,CURRENT_MODEL,MODEL_READY,EXISTING_STABLE_MODEL_INITIALIZED,True,JUNCTION_DETECTED,19,2,True,True,False,False,True
BOOTSTRAP_M1,84,1.4166666666666665,True,0.0,84.00000000000001,1.7376231932925066,0.0,84.0,1.5570877890311081,0.0,4,True,True,0.0,0.0,0.0011596442822963127,15,1.0,CURRENT_MODEL,MODEL_READY,EXISTING_STABLE_MODEL_INITIALIZED,True,JUNCTION_DETECTED,23,2,True,True,False,False,True
BOOTSTRAP_M1,90,1.5166666666666662,True,0.0,84.0,1.7380832786029643,0.0,84.0,1.5570877890311081,0.0,4,True,True,-1.4210854715202004e-14,0.0,0.00046008531045771406,16,1.0,CURRENT_MODEL,MODEL_READY,EXISTING_STABLE_MODEL_INITIALIZED,True,JUNCTION_DETECTED,25,2,True,True,False,False,True
BOOTSTRAP_M1,96,1.6166666666666658,True,0.0,84.0,1.7385313343288296,0.0,84.0,1.5570877890311081,0.0,4,True,True,0.0,0.0,0.00044805572586525955,17,1.0,CURRENT_MODEL,MODEL_READY,EXISTING_STABLE_MODEL_INITIALIZED,True,JUNCTION_DETECTED,29,2,True,True,False,False,True
BOOTSTRAP_M1,102,1.7166666666666655,True,0.0,84.00000000000001,1.740149187045887,0.0,84.0,1.5570877890311081,0.0,4,True,True,1.4210854715202004e-14,0.0,0.0016178527170573886,18,1.0,CURRENT_MODEL,MODEL_READY,EXISTING_STABLE_MODEL_INITIALIZED,True,JUNCTION_DETECTED,31,2,True,True,False,False,True
BOOTSTRAP_M1,108,1.816666666666665,True,0.0,84.0,1.7445680172963982,0.0,84.0,1.5570877890311081,0.0,4,True,True,-1.4210854715202004e-14,0.0,0.004418830250511263,19,1.0,CURRENT_MODEL,MODEL_READY,EXISTING_STABLE_MODEL_INITIALIZED,True,JUNCTION_DETECTED,35,2,True,True,False,False,True
BOOTSTRAP_M1,114,1.9166666666666647,True,0.0,84.0,1.750572725004048,0.0,84.0,1.5570877890311081,0.0,4,True,True,0.0,0.0,0.006004707707649715,20,1.0,CURRENT_MODEL,MODEL_READY,EXISTING_STABLE_MODEL_INITIALIZED,True,JUNCTION_DETECTED,38,2,True,True,False,False,True
