timestamp,evaluation_only_sph_phase,front_cohort_robot_count,forward_zero_neighbor_count,forward_zero_neighbor_fraction,boundary_gap90_count,boundary_gap90_fraction,boundary_gap90_retention_fraction,boundary_gap90_new_fraction,boundary_gap90_max_gap_mean,boundary_gap120_count,boundary_gap120_fraction,boundary_gap120_retention_fraction,boundary_gap120_new_fraction,boundary_gap120_max_gap_mean,boundary_gap150_count,boundary_gap150_fraction,boundary_gap150_retention_fraction,boundary_gap150_new_fraction,boundary_gap150_max_gap_mean,boundary_gap180_count,boundary_gap180_fraction,boundary_gap180_retention_fraction,boundary_gap180_new_fraction,boundary_gap180_max_gap_mean
0.11666666666666665,SPH_CORRIDOR,218,0,0.0,101,0.14852941176470588,1.0,1.0,44.90143066099787,101,0.14852941176470588,1.0,1.0,44.90143066099787,100,0.14705882352941177,1.0,1.0,44.90143066099787,42,0.061764705882352944,1.0,1.0,44.90143066099787
0.21666666666666665,SPH_CORRIDOR,218,0,0.0,101,0.14852941176470588,1.0,0.0,45.21850698198708,101,0.14852941176470588,1.0,0.0,45.21850698198708,100,0.14705882352941177,1.0,0.0,45.21850698198708,43,0.06323529411764706,1.0,0.023255813953488372,45.21850698198708
0.31666666666666665,SPH_CORRIDOR,218,0,0.0,101,0.14852941176470588,1.0,0.0,45.590779231517324,101,0.14852941176470588,1.0,0.0,45.590779231517324,100,0.14705882352941177,1.0,0.0,45.590779231517324,45,0.0661764705882353,0.9767441860465116,0.06666666666666667,45.590779231517324
0.41666666666666663,SPH_CORRIDOR,218,0,0.0,103,0.1514705882352941,1.0,0.019417475728155338,45.973670154403464,101,0.14852941176470588,1.0,0.0,45.973670154403464,98,0.14411764705882352,0.98,0.0,45.973670154403464,43,0.06323529411764706,0.9555555555555556,0.0,45.973670154403464
0.5166666666666666,SPH_CORRIDOR,218,0,0.0,103,0.1514705882352941,1.0,0.0,46.31693878216821,101,0.14852941176470588,1.0,0.0,46.31693878216821,98,0.14411764705882352,1.0,0.0,46.31693878216821,48,0.07058823529411765,1.0,0.10416666666666667,46.31693878216821
0.6166666666666669,SPH_CORRIDOR,218,0,0.0,103,0.1514705882352941,1.0,0.0,46.908377918759165,101,0.14852941176470588,1.0,0.0,46.908377918759165,98,0.14411764705882352,1.0,0.0,46.908377918759165,47,0.06911764705882353,0.9791666666666666,0.0,46.908377918759165
0.7166666666666672,SPH_CORRIDOR,218,0,0.0,105,0.15441176470588236,1.0,0.01904761904761905,47.68601940884365,101,0.14852941176470588,1.0,0.0,47.68601940884365,98,0.14411764705882352,1.0,0.0,47.68601940884365,48,0.07058823529411765,1.0,0.020833333333333332,47.68601940884365
0.8166666666666675,SPH_CORRIDOR,218,3,0.005859375,105,0.15441176470588236,1.0,0.0,47.34815983814313,101,0.14852941176470588,1.0,0.0,47.34815983814313,98,0.14411764705882352,1.0,0.0,47.34815983814313,48,0.07058823529411765,1.0,0.0,47.34815983814313
0.9166666666666679,SPH_CORRIDOR,218,4,0.0078125,103,0.1514705882352941,0.9809523809523809,0.0,46.60608023985279,100,0.14705882352941177,0.9900990099009901,0.0,46.60608023985279,99,0.14558823529411766,0.9897959183673469,0.020202020202020204,46.60608023985279,47,0.06911764705882353,0.9791666666666666,0.0,46.60608023985279
1.016666666666668,SPH_CORRIDOR,218,7,0.013671875,103,0.1514705882352941,1.0,0.0,47.60406232739424,100,0.14705882352941177,1.0,0.0,47.60406232739424,99,0.14558823529411766,1.0,0.0,47.60406232739424,57,0.0838235294117647,1.0,0.17543859649122806,47.60406232739424
