map_case,phase,sample_count,gt_mean_forward_progress_mean,gt_mean_forward_progress_min,gt_mean_forward_progress_max,mean_speed_sanity_mean,mean_speed_sanity_min,mean_speed_sanity_max,max_speed_mean,max_speed_min,max_speed_max,min_inter_robot_distance_mean,min_inter_robot_distance_min,min_inter_robot_distance_max,overlap_pair_count_mean,overlap_pair_count_min,overlap_pair_count_max,mean_density_mean,mean_density_min,mean_density_max,density_std_mean,density_std_min,density_std_max,mean_neighbor_degree_mean,mean_neighbor_degree_min,mean_neighbor_degree_max,reference_front_lateral_span_mean,reference_front_lateral_span_min,reference_front_lateral_span_max,reference_front_lateral_variance_mean,reference_front_lateral_variance_min,reference_front_lateral_variance_max,boundary_count_mean,boundary_count_min,boundary_count_max,boundary_fraction_mean,boundary_fraction_min,boundary_fraction_max,boundary_component_count_mean,boundary_component_count_min,boundary_component_count_max,boundary_largest_component_fraction_mean,boundary_largest_component_fraction_min,boundary_largest_component_fraction_max,wall_contact_count_mean,wall_contact_count_min,wall_contact_count_max,outside_free_space_robot_count_mean,outside_free_space_robot_count_min,outside_free_space_robot_count_max,max_nan_inf_state_count,final_wall_projection_correction_count
M0_STRAIGHT,CORRIDOR_ONLY,30,39.95643529794199,0.005256798337171631,86.57103199410088,30.637194365907234,0.784657636331246,32.68714487684817,65.06892383581099,1.8,91.83054442580818,2.7064769757080387,2.174539661254136,2.950888916357899,0.5333333333333333,0.0,11.0,0.061006674477131886,0.04407636409700839,0.1242799137063047,0.011351707220864826,0.009294501277752044,0.021748836241269418,39.415,28.491176470588236,79.36764705882354,81.4317923943704,75.65750225005098,81.90920463938996,584.1517330143256,492.9789768149083,629.7838159221272,91.46666666666667,79.0,100.0,0.1345098039215686,0.1161764705882353,0.14705882352941177,1.5333333333333334,1.0,2.0,0.9939686823224213,0.9873417721518988,1.0,3949.9,0.0,8959.0,0.0,0.0,0.0,0,0
