map_case,propulsion_mode,frame,timestamp,initialization_phase,lidar_robot_id,lidar_initial_x,lidar_initial_y,lidar_initial_front_center_offset,reference_front_size,reference_front_lateral_variance,reference_front_lateral_span,reference_front_longitudinal_span,reference_front_mean_speed,reference_front_mean_abs_lateral_velocity,reference_front_lateral_velocity_variance,local_front_size,local_front_lateral_variance,local_front_lateral_span,local_front_longitudinal_span,local_front_mean_speed,local_front_mean_abs_lateral_velocity,local_front_lateral_velocity_variance,local_front_surface_size,lidar_in_reference_front,lidar_in_local_front,lidar_longitudinal_front_gap,common_forward_x,common_forward_y,motion_bearing_spread,mean_neighbor_degree,median_neighbor_degree,neighbor_degree_std,mean_nearest_neighbor_distance,neighbor_graph_component_count,largest_neighbor_component_fraction,boundary_count,boundary_fraction,boundary_component_count,boundary_largest_component_fraction,boundary_second_component_fraction,boundary_membership_retention,boundary_lateral_span,boundary_longitudinal_span,boundary_angular_spread,boundary_covariance_trace,boundary_anisotropy,lidar_left_wall_support,lidar_right_wall_support,lidar_forward_range,lidar_range_discontinuity,lidar_range_total_variation,lidar_free_space_angular_span,lidar_range_profile_change,outside_free_space_robot_count,wall_contact_count,wall_projection_correction_count,nan_inf_state_count,max_speed,mean_speed_sanity,min_inter_robot_distance,mean_nearest_neighbor_distance_sanity,overlap_pair_count,maximum_pair_penetration,swarm_lateral_span_sanity,swarm_longitudinal_span_sanity,mean_density,density_std,mean_pressure,mean_pressure_force,mean_repulsion_force,mean_lateral_sph_force,gt_phase,gt_frontmost_crossed,gt_reference_front_crossed,gt_local_front_crossed,gt_mean_forward_progress,gt_frontmost_forward_progress
M0_STRAIGHT,local_forward,0,0.016666666666666666,LOCAL_FORWARD,675,-1.4,-56.14,-1.1199999999999917,218,492.9789768149083,75.65750225005098,21.307931792635245,0.9965419635269376,0.25284284420455483,0.2639526522975658,210,655.4197901437556,75.68424842949372,61.284831282990304,1.0807764354818894,0.3592956415275716,0.42336234092786806,12,True,False,0.006139446596336029,0.0006744908840963047,0.9999997725309978,126.05868080717862,79.36764705882354,84.0,18.071674628418712,2.66129445267309,1,1.0,100,0.14705882352941177,1,1.0,0.0,1.0,75.68424842949372,63.927479827119924,355.97241820461426,1579.9736695113568,0.1595984566790502,1.0,1.0,150.0,8.675794294141156,1.1999961997327082,33.0,0.0,0,0,0,0,1.8,0.784657636331246,2.6596023862678146,2.66129445267309,0,0.0,75.64908377430557,63.89999963554805,0.1242799137063047,0.018324176263867554,293.71997569663887,128.65423684913353,110.73165282204612,147.31150374750166,CORRIDOR_ONLY,False,False,False,0.005256798337171631,0.029999635548058734
M0_STRAIGHT,local_forward,6,0.11666666666666665,LOCAL_FORWARD,675,-1.4,-56.14,-1.1199999999999917,218,501.72136545604627,77.98067365635617,22.79381626414029,19.57233471725941,3.6587903342378523,38.036876038881275,189,703.7097736498034,77.99947333097333,67.68767908155019,22.69096419080994,5.834821590781275,69.85180433307269,6,True,True,0.0,-7.839931643919159e-05,0.9999999969267734,65.96626600730242,77.39117647058823,84.0,18.982032799575293,2.745004039081563,1,1.0,100,0.14705882352941177,1,1.0,0.0,1.0,77.99947333097333,67.69622914799588,356.092760937123,1692.5660533564478,0.13477054599027008,1.0,1.0,150.0,8.606634612427001,1.1999928611229795,33.0,0.10286474798493649,0,0,0,0,35.799365270424715,13.709297833501232,2.6602904825954763,2.745004039081563,0,0.0,77.99947357068339,67.69543308870365,0.11814909842674481,0.019948552142546913,251.4407030876422,116.65258631980545,104.19187178960289,157.3063847851603,CORRIDOR_ONLY,False,False,False,0.3347174984180725,1.9483932372434722
M0_STRAIGHT,local_forward,12,0.21666666666666665,LOCAL_FORWARD,675,-1.4,-56.14,-1.1199999999999917,218,529.4505199660946,81.74704981948213,27.163290841811545,44.50995470976791,5.414728212284799,54.428192712511155,163,745.8919606229643,82.06376065769925,77.77111395738976,45.68915137602161,6.846123658304333,77.50965703876261,9,True,True,0.0,0.005671063175726843,0.9999839193919355,76.44485386200789,67.9735294117647,72.0,19.353960057212937,2.890906368128209,1,1.0,99,0.14558823529411766,1,1.0,0.0,0.99,82.06376065769925,77.97844510318623,356.2332853052972,1979.2054913630368,0.05851464122954078,1.0,1.0,150.0,7.958719613757864,1.1999848902887567,33.0,0.267054303121117,0,43,0,0,75.86092663950708,26.600439583310344,2.617382846708036,2.890906368128209,0,0.0,81.74306965655248,77.93011058036288,0.10274065557344121,0.021748836241269418,158.01868876436788,87.01429247344849,89.69115225368574,157.766944161472,CORRIDOR_ONLY,False,False,False,1.417221905230889,8.049388886869806
M0_STRAIGHT,local_forward,18,0.31666666666666665,LOCAL_FORWARD,675,-1.4,-56.14,-1.1199999999999917,218,544.4904977247139,81.90920463938996,31.886818498229466,59.458842283606636,3.74143384284245,19.450729398895735,184,574.2952553416181,82.70617654672476,90.61548024749132,48.62664062832325,3.27010966004114,16.47216726408288,9,True,True,0.0,0.01326392285551619,0.9999120303059079,83.64787181883733,58.11764705882353,63.0,15.202969342092649,2.972974306110091,1,1.0,98,0.14411764705882352,1,1.0,0.0,0.98989898989899,82.70617654672476,90.61548024749133,356.0530246717217,2281.20614351554,0.06010989999679517,1.0,1.0,150.0,8.514657299600884,1.199999248256538,32.0,0.5220555666604885,0,297,0,0,90.70103164960253,32.08997252722202,2.317780723730619,2.9729743061100913,0,0.0,81.74857406793244,90.56967799094798,0.08932839501530047,0.017703682681488406,80.57072048858791,50.69275393370837,78.03989116562367,109.4218317082928,CORRIDOR_ONLY,False,False,False,3.294549408877046,16.551489474343633
M0_STRAIGHT,local_forward,24,0.41666666666666663,LOCAL_FORWARD,675,-1.4,-56.14,-1.1199999999999917,218,547.2353900409727,81.77792546331979,36.342183548507116,62.732373970647096,2.13950961184804,5.949438541988305,77,623.2505055382935,81.71844648850009,101.96236186250961,49.812730391546125,2.076598688346896,6.439162526414255,5,True,True,0.0,0.005466737247720969,0.9999850572802899,64.04066727498639,51.6764705882353,56.5,13.203989121463376,2.9842468353513762,1,1.0,98,0.14411764705882352,1,1.0,0.0,1.0,82.15545444490868,103.07418507943333,355.4654884875037,2608.0367399527695,0.17159260447492253,1.0,1.0,150.0,8.296149213404135,1.1999876417572146,33.0,0.37902756892606604,0,585,0,0,91.83054442580818,32.61901814205786,2.2656447881579074,2.9842468353513762,0,0.0,81.74857406793244,103.06433881597826,0.07931729459760048,0.014423025543034472,34.71227056055907,22.727710488235676,58.75762555699101,70.0060365491804,CORRIDOR_ONLY,False,False,False,5.774190686516221,25.8213394343684
M0_STRAIGHT,local_forward,30,0.5166666666666666,LOCAL_FORWARD,675,-1.4,-56.14,-1.1199999999999917,218,552.5025310669947,81.7479479608144,40.77262573075522,60.09990377328769,1.0591877378355736,2.080501993405334,67,650.7943018711309,81.70767382719717,112.37184150519015,40.7997475760257,1.6192638382037121,4.609067704548866,4,True,True,0.0,0.0030856964816423646,0.9999952392272792,48.31671901339485,46.52058823529412,50.0,11.461554134731948,2.988488478375125,1,1.0,97,0.1426470588235294,1,1.0,0.0,0.9897959183673469,81.98216746523956,113.84514029998226,354.85085711269244,2921.8887314540098,0.25037884675461236,1.0,1.0,150.0,8.452256634629862,1.1999870413773255,33.0,0.08392020039331652,0,873,0,0,86.60232856960926,32.25902633006597,2.174539661254136,2.988488478375125,11,0.06546033874586366,81.74857406793244,113.84539320840695,0.07224934273447221,0.012448504570181339,10.369077492962836,8.283553148831517,50.973482517789385,56.940047124364234,CORRIDOR_ONLY,False,False,False,8.640464324705135,34.658042687295875
M0_STRAIGHT,local_forward,36,0.6166666666666669,LOCAL_FORWARD,675,-1.4,-56.14,-1.1199999999999917,218,555.840447937888,81.73790064660108,45.215991837754004,55.63886361980578,0.6365770295532065,1.523245576520688,49,798.9010751573928,81.71041860223403,121.65350471389576,26.446244160911622,1.608551181948955,5.346079745837307,3,True,True,0.0,0.0019735475441885046,0.9999980525531491,31.66114682631811,43.88235294117647,46.0,11.108726579962877,3.0041034705622183,1,1.0,97,0.1426470588235294,1,1.0,0.0,1.0,81.90160297808339,123.28144901408153,354.5622231930678,3208.09845265671,0.3132977452990597,1.0,1.0,150.0,8.792653726099218,1.1999878509235489,33.0,0.08002145973744429,0,1161,0,0,85.79494863914196,31.982106732290273,2.1987333202533503,3.0041034705622183,5,0.04126667974664944,81.74857406793244,123.28160305095827,0.06732997753475543,0.011395423808275644,1.0633460642189996,1.5213669800526073,46.921784590208475,49.47164286702665,CORRIDOR_ONLY,False,False,False,11.728215818785657,43.24875394787277
M0_STRAIGHT,local_forward,42,0.7166666666666672,LOCAL_FORWARD,675,-1.4,-56.14,-1.1199999999999917,218,558.4842107365243,81.73252163266349,49.55831240786907,51.39867831801852,0.5829665274686525,1.4862671235742506,69,794.3214554194922,81.83846151822496,129.96507481875506,38.241041789990334,1.640565149353676,5.592077500748377,5,True,True,0.0,0.0013153799143991562,0.9999991348874663,8.023416965521676,41.78823529411765,43.0,10.653741809001755,3.0249814316442407,1,1.0,94,0.13823529411764707,1,1.0,0.0,0.9690721649484536,81.85492760634276,131.65089472012193,354.4206428125791,3426.550147839096,0.3345519892782281,1.0,1.0,150.0,8.385420398425936,1.1999999713532084,32.0,0.47445010499752555,0,1449,0,0,81.50258074131256,32.33549440360486,2.276326530340588,3.0249814316442407,0,0.0,81.74857406793244,131.6471040212172,0.06387358102873751,0.010961604197056204,0.0,0.0,43.801486027821795,48.30167059151655,CORRIDOR_ONLY,False,False,False,14.927713526075124,51.632938918401976
M0_STRAIGHT,local_forward,48,0.8166666666666675,LOCAL_FORWARD,675,-1.4,-56.14,-1.1199999999999917,218,561.6275852414645,81.73256964698415,53.07116057049472,48.38740162129676,0.5646044967008742,1.1702082559395586,67,849.9467239539132,81.83836926177247,136.98514541034874,41.02258699638399,1.7880704322588916,5.962436307405202,6,True,True,0.0,0.0012601262002095493,0.9999992060406646,5.521756258699801,39.720588235294116,42.0,9.861012936030836,3.0512897293403487,1,1.0,95,0.13970588235294118,1,1.0,0.0,1.0,81.85460459749339,138.46147830557135,354.37171601194143,3648.480166380729,0.36940117598118916,1.0,1.0,150.0,8.430516629282977,1.1999997244277123,33.0,0.10099943384081883,0,1738,0,0,70.30429010010621,32.625299232417944,2.3954333433826434,3.0512897293403487,0,0.0,81.74857406793244,138.45780464617692,0.06136872142904042,0.010763616243649106,0.0,0.0,41.12408104337253,44.515769606932885,CORRIDOR_ONLY,False,False,False,18.175913353997174,59.17380313938641
M0_STRAIGHT,local_forward,54,0.9166666666666679,LOCAL_FORWARD,675,-1.4,-56.14,-1.1199999999999917,218,565.9199480307182,81.74230261860833,55.399898398129295,46.31575937536558,0.5457355590187899,0.9009380472810936,43,700.8243378892134,81.71174687261288,26.16495971117287,51.813666671771685,1.456156291719552,3.68745008113865,4,True,True,0.0,0.000809203117350221,0.9999996725951039,2.9092073937974625,37.94117647058823,41.0,8.935524529422823,3.07773761588446,1,1.0,92,0.13529411764705881,1,1.0,0.0,0.9578947368421052,81.83151478416667,143.51375584753512,354.27893058700283,3769.278613693908,0.3811997558091372,1.0,1.0,150.0,8.43597785794023,1.1999996790048102,33.0,0.15833220574060813,0,2032,0,0,62.13050064302017,32.68714487684817,2.4887599431026337,3.07773761588446,0,0.0,81.75856209339722,143.51135259256182,0.05945779493949822,0.010500243105296765,0.0,0.0,39.3668309639935,43.54249403490625,CORRIDOR_ONLY,False,False,False,21.440498710390884,65.46129034114901
