verdict,frames,lidar_robot_id,lidar_initial_x,lidar_initial_y,front_row_center_x,front_row_center_offset,leader_heading_hop,leader_propulsion_weight,max_follower_heading_hop,follower_propulsion_weight,initial_mean_density,initial_density_std,initial_mean_neighbor_degree,initial_min_distance,m0_final_progress,m0_min_distance,m0_max_overlap_pairs,m0_min_largest_component_fraction,m1_final_progress,m1_min_distance,m1_max_overlap_pairs,m1_max_lateral_span,m1_min_largest_component_fraction,max_nan_inf,max_outside,reason
A. LOCAL_FORWARD_PHYSICS_VALID,180,675,-1.4,-56.14,-0.28000000000000824,-1.1199999999999917,0,1.0,6,0.5,0.1242799137063047,0.018324176263867554,79.36764705882354,2.6599999999999966,86.57103199410088,2.174539661254136,11,0.9873417721518988,84.64036004712129,2.0814284858924377,11,173.6338570487178,0.8297872340425532,0,0,M0 remains one dominant corridor body; M1 expands laterally with stable pair spacing and no GT-directed force
