map_case,phase,sample_count,gt_mean_forward_progress_mean,gt_mean_forward_progress_min,gt_mean_forward_progress_max,mean_speed_sanity_mean,mean_speed_sanity_min,mean_speed_sanity_max,max_speed_mean,max_speed_min,max_speed_max,min_inter_robot_distance_mean,min_inter_robot_distance_min,min_inter_robot_distance_max,overlap_pair_count_mean,overlap_pair_count_min,overlap_pair_count_max,mean_density_mean,mean_density_min,mean_density_max,density_std_mean,density_std_min,density_std_max,mean_neighbor_degree_mean,mean_neighbor_degree_min,mean_neighbor_degree_max,reference_front_lateral_span_mean,reference_front_lateral_span_min,reference_front_lateral_span_max,reference_front_lateral_variance_mean,reference_front_lateral_variance_min,reference_front_lateral_variance_max,boundary_count_mean,boundary_count_min,boundary_count_max,boundary_fraction_mean,boundary_fraction_min,boundary_fraction_max,boundary_component_count_mean,boundary_component_count_min,boundary_component_count_max,boundary_largest_component_fraction_mean,boundary_largest_component_fraction_min,boundary_largest_component_fraction_max,wall_contact_count_mean,wall_contact_count_min,wall_contact_count_max,outside_free_space_robot_count_mean,outside_free_space_robot_count_min,outside_free_space_robot_count_max,max_nan_inf_state_count,final_wall_projection_correction_count
M1_CROSS_BASELINE,OPENING_APPROACH,3,0.5857320673287111,0.005256798337171631,1.417221905230889,13.69813168438094,0.784657636331246,26.600439583310344,37.8200973033106,1.8,75.86092663950708,2.6457585718571086,2.617382846708036,2.6602904825954763,0.0,0.0,0.0,0.11505655590216357,0.10274065557344121,0.1242799137063047,0.020007188215894627,0.018324176263867554,0.021748836241269418,74.91078431372549,67.9735294117647,79.36764705882354,78.46174190862976,75.65750225005098,81.74704981948213,508.05028741234975,492.9789768149083,529.4505199660946,99.66666666666667,99.0,100.0,0.1465686274509804,0.14558823529411766,0.14705882352941177,1.0,1.0,1.0,1.0,1.0,1.0,14.333333333333334,0.0,43.0,0.0,0.0,0.0,0,0
M1_CROSS_BASELINE,BOUNDARY_CROSSING,3,5.90306849230159,3.294549408877046,8.640465034569232,32.34331188443225,32.09044791780216,32.62902803890634,89.19715632600294,85.32393602565351,91.56642944324835,2.252655057712063,2.1745396612476626,2.317780723730619,3.6666666666666665,0.0,11.0,0.08025944672183129,0.07214291666579899,0.08932839501530047,0.014933249419289517,0.01265449448377381,0.017703682681488406,52.06666666666667,46.4264705882353,58.11764705882353,83.58581456803643,81.9036627312993,86.94422605599,550.8725237451844,544.4980202971751,560.0105633661742,97.66666666666667,97.0,98.0,0.14362745098039215,0.1426470588235294,0.14411764705882352,1.0,1.0,1.0,1.0,1.0,1.0,578.3333333333334,297.0,855.0,0.0,0.0,0.0,0,0
M1_CROSS_BASELINE,JUNCTION_REGION,24,48.83330491720775,11.728193283361705,84.64036004712129,32.17251973203274,29.630947299385255,33.05772361866393,65.16999603548048,56.25694480511723,83.48167201474945,2.6355003283755383,2.0814284858924377,2.97350655445976,0.3333333333333333,0.0,5.0,0.04733664141651974,0.03733445704608261,0.06698832465620344,0.01044639962713703,0.00819487748090569,0.012012875408316139,30.404289215686276,23.61764705882353,43.65588235294118,132.43904699999277,92.83437996660115,173.6338570487178,1077.4499811424962,577.5940093379396,1482.65252024827,88.875,81.0,96.0,0.1306985294117647,0.11911764705882352,0.1411764705882353,1.875,1.0,3.0,0.9673405128248896,0.8297872340425532,1.0,3377.6666666666665,1111.0,5467.0,0.0,0.0,0.0,0,0
