experiment_id,primary_verdict,secondary_findings,existing_forward_scan_metadata_found,raw_ranges_persisted,scan_reconstruction_type,safe_viewpoint_count,historical_viewpoint_count,A0_EXP033_equivalent,wall_topology_rule_modified,deterministic_replay,GT_used_for_wall_segment_endpoint_gap_acceptance,GT_used_posthoc_only,production_detector_modified
EXP-034,E_FORWARD_TRANSLATION_DOES_NOT_COMPLETE_SIDE_TOPOLOGY,"[""EXISTING_RAW_SCAN_NOT_PERSISTED"", ""SAVED_POSE_DETERMINISTIC_REPLAY"", ""NO_SAFE_COMPLETE_SIDE_MOUTH""]",True,False,DETERMINISTIC_SAVED_POSE_REPLAY,4,3,True,False,True,False,True,False
