viewpoint_id,movement_safety_class,forward_displacement_over_W,gap_id,endpoint_a,endpoint_b,gap_center_x,gap_center_y,gap_width,gap_width_ratio_W,gap_orientation_deg,free_space_continuation,continuation_depth,candidate_valid,rejection_reason,matched_branch_eval,center_error_eval,endpoint_error_eval,width_error_eval,mouth_overlap_eval,false_positive_eval
V0,SAFE_EXISTING,0.0,0,1,3,109.43386625940892,-1.7620542030563833,84.02980706814161,1.0003548460493048,88.47386337170872,True,40.55194876336671,True,NONE,INCOMING,1.3149835108633,1.314983510863307,0.02980706814160783,0.9843509873847864,False
V1,SAFE_EXISTING,0.11055128298726015,0,1,3,98.94628320543735,-1.7228805919970611,84.01314602160805,1.0001565002572388,88.98639944336082,True,51.03871828990444,True,NONE,INCOMING,2.51625879390501,2.51625879390501,0.013146021608051228,0.9700492254717157,False
V2,SAFE_EXISTING,0.20998331537459303,0,1,3,90.01837923516584,-2.0923785032554747,84.00351798797941,1.0000418808092786,90.52436969485211,True,59.957306526698005,True,NONE,INCOMING,3.0918720436405636,3.0918720436405565,0.0035179879794071667,0.9631935409647606,False
V3,SAFE_EXISTING,0.3114405583952157,0,1,3,82.354498121599,-2.3250545352036447,84.02422716264033,1.000288418602861,91.37593234518306,True,67.61268763060586,True,NONE,INCOMING,2.233344743475101,2.233344743475108,0.024227162640329425,0.9734202286781863,False
H1,HISTORICAL_GEOMETRY_ONLY,0.2252326285304613,0,0,1,-22.608903748852754,-44.01275175238488,225.69683549048648,2.686867089172458,0.0,False,-0.08347989113984511,False,WIDTH_OUTSIDE_LOCAL_SCALE,,,,,,
H1,HISTORICAL_GEOMETRY_ONLY,0.2252326285304613,1,0,3,-22.822245721357696,-2.0127517523848653,240.42179846536794,2.8621642674448564,20.449762072494735,True,127.0891713510236,False,WIDTH_OUTSIDE_LOCAL_SCALE,,,,,,
H1,HISTORICAL_GEOMETRY_ONLY,0.2252326285304613,2,1,3,90.02617202388555,-2.0127517523848653,84.00108367865818,1.000012900936407,90.29103546399841,True,59.95133083220517,True,NONE,INCOMING,1.8031369498279162,1.8031369498279233,0.001083678658176268,0.9785343608574655,False
H2,HISTORICAL_GEOMETRY_ONLY,0.4671236037939083,0,1,3,69.83864418294499,-2.1477662054297006,84.01571848750572,1.0001871248512586,91.10833106403783,True,80.12833821222526,True,NONE,INCOMING,1.6718228686389267,1.6718228686389338,0.015718487505722578,0.9801010703861617,False
H3,HISTORICAL_GEOMETRY_ONLY,0.6610844733168836,0,1,7,54.68494646500622,-2.147427721519289,84.00066731356624,1.0000079442091219,89.77161818153365,True,95.27290601813627,True,NONE,INCOMING,0.5328075466477742,0.5328075466477742,0.0006673135662396135,0.9936571034053949,False
