viewpoint_id,viewpoint_role,branch_eval,mouth_point_los_fraction_eval,mouth_roi_start_angle_eval,mouth_roi_end_angle_eval,mouth_roi_width_deg_eval,branch_axis_angle_eval,angular_interval_present,raw_independent_interval_present,axis_supported_by_raw_interval_eval,detector_independent_group_present,axis_supported_by_detector_group_eval,final_opening_detected,first_failure_stage,candidate_beam_count_in_mouth_roi,candidate_ratio_in_mouth_roi,overlapping_raw_interval_ids,independent_raw_interval_ids,overlapping_detector_group_ids,independent_detector_group_ids,axis_to_nearest_raw_interval_distance_deg_eval,open_threshold,gradient_threshold,max_positive_discontinuity_in_roi,max_negative_discontinuity_in_roi
F+0.000_L+0.000,A0,PLUS90,0.38095238095238093,-20.660853743508596,-12.103239817054856,8.55761392645374,-90.0,True,False,False,False,False,False,RAW_INTERVAL_INDEPENDENCE,8,1.0,[0],[],[0],[],64.5,103.0794635627488,3.2241204234319594,7.5999141034611455,0.0
F+0.000_L+0.000,A0,MINUS90,0.42857142857142855,11.10842521421722,19.04811452007428,7.939689305857058,90.0,True,False,False,False,False,False,RAW_INTERVAL_INDEPENDENCE,8,1.0,[0],[],[0],[],66.5,103.0794635627488,3.2241204234319594,0.0,-7.543780994925612
F+0.600_L+0.000,FULL_MOUTH,PLUS90,1.0,-34.68365168555965,-16.135864005275124,18.54778768028453,-90.0,True,False,False,False,False,False,RAW_INTERVAL_INDEPENDENCE,18,1.0,[0],[],[0],[],53.5,103.0794635627488,2.2157957669229784,15.456642815644713,0.0
F+0.600_L+0.000,FULL_MOUTH,MINUS90,1.0,14.836849379711737,32.358966590585055,17.52211721087332,90.0,True,False,False,False,False,False,RAW_INTERVAL_INDEPENDENCE,18,1.0,[0],[],[0],[],56.5,103.0794635627488,2.2157957669229784,0.0,-15.608563503864787
F+0.000_L+0.000,A0,AXIAL_FORWARD,0.0,-12.79168651537185,11.79162962211592,24.58331613748777,0.0,True,True,True,True,True,True,NONE_PASS,24,1.0,[0],[0],[0],[0],0.0,103.0794635627488,3.2241204234319594,0.0,0.0
