experiment_id,primary_verdict,secondary_findings,first_divergence_stage,representative_scan_count,deterministic_replay,A0_scan_public_detector_equivalent,full_mouth_scan_public_detector_equivalent,positive_forward_all_scan_topology_stages_pass,circular_interval_self_test,independence_topology_self_test,branch_axis_inclusion_self_test,GT_used_to_create_candidate_or_interval_topology,production_detector_modified
EXP-032,A_SIDE_HAS_NO_INDEPENDENT_ANGULAR_INTERVAL,"[""MOUTH_POINT_LOS_NOT_OPENING_VISIBILITY"", ""ANGULAR_CANDIDATE_TAIL_PRESENT"", ""BRANCH_AXIS_UNSUPPORTED""]",RAW_INTERVAL_INDEPENDENCE,2,True,True,True,True,True,True,True,False,False
